YEAR,CA_-1678963.8779_1280940.4511,CA_-1678963.8779_1305940.4511,CA_-1703963.8779_1330940.4511,CA_-1678963.8779_1330940.4511,CA_-1678963.8779_1380940.4511,CA_-1653963.8779_1380940.4511,CA_-1628963.8779_1380940.4511,CA_-1628963.8779_1405940.4511,CA_-1703963.8779_1455940.4511,CA_-1678963.8779_1455940.4511,CA_-1653963.8779_1455940.4511,CA_-1703963.8779_1480940.4511,CA_-1678963.8779_1480940.4511,CA_-1653963.8779_1480940.4511,CA_-1753963.8779_1505940.4511,CA_-1728963.8779_1505940.4511,CA_-1703963.8779_1505940.4511,CA_-1678963.8779_1505940.4511,CA_-1653963.8779_1505940.4511,CA_-1778963.8779_1530940.4511,CA_-1753963.8779_1530940.4511,CA_-1728963.8779_1530940.4511,CA_-1703963.8779_1530940.4511,CA_-1778963.8779_1555940.4511,CA_-1778963.8779_1580940.4511
2000,0.269601395679551,0.191378535591057,-0.419230562601617,0.586015632269753,0.742523584975557,0.555771553939177,0.332074906870234,0.695650537191688,0.731638363490056,1.08141474439793,1.07188164949107,0.800058760181909,1.21514246832432,0.794411651778207,0.516446900189029,0.981646980821041,1.02813234335934,0.864822524966257,0.755803956388385,0.41173933831486,0.627180124238675,0.833811917447752,1.02741417338306,0.162350036496509,0.792070787330244
2001,-0.863477151478822,-0.960357770920285,-0.726275409301132,-0.889941274045588,-1.16819622445859,-0.826555664446266,-1.16939265281995,-0.635892002792283,-1.11461555486674,-1.28822414266461,-1.25789480059057,-1.10083436674181,-1.2928358721717,-1.19138161501543,-0.952687018317858,-1.14269857454916,-1.12791241959995,-1.12038211077216,-1.14210761803024,-0.897126979670668,-1.0311584096748,-1.09994122359455,-1.10976690894854,-0.874199705783619,-0.973413895732938
2002,-0.091689984583373,-0.025944656273772,0.0458107972579898,-0.128930559750627,0.0210018204311226,-0.101385492634726,0.0549216644404487,-0.0122945373236769,0.187294343120641,0.250486863372323,0.223288635345147,0.275505502584214,0.514228061379181,0.229148981713747,0.326844867106793,0.60683114690733,0.553230353998896,0.385484772557344,0.391538112240418,0.336398361303506,0.365174106296236,0.440936069660789,0.58480249826088,0.193916123277162,0.456523478920959
2003,-0.869899730824286,-0.887196561775702,-0.995190190547807,-1.06554297307223,-1.02901613399689,-1.19044848831943,-1.00326277718939,-1.23390068509136,-1.26875207336381,-1.311079924002,-1.37261966315778,-1.34171354932386,-1.57356315916181,-1.30301470805035,-1.31005467223548,-1.58425808019813,-1.56105400328713,-1.40513470628531,-1.40535364591341,-1.28887975389102,-1.35357373551386,-1.42878034177919,-1.53602770421589,-1.06500813948628,-1.3169772161861
2004,0.162103696615915,0.274763456633597,0.0279073717545586,0.44113671117695,0.280364070555069,0.506159599130444,0.509782079444654,0.535563777776915,0.200568377630667,0.343438425937233,0.513072903921856,0.149421260045961,0.375196941502551,0.368843543977368,-0.142105396816699,0.0365839512676369,0.0953768167003486,0.202909875617297,0.302081506743919,-0.19417045165019,-0.0280862402416553,0.0525937479077319,0.0672276723325762,-0.270620736088667,-0.154139534385654
2005,0.952739908606171,0.802273841897696,0.592417759429594,0.77607755526383,0.707869723052983,0.637645685333721,0.514862222474142,0.626205769537167,0.873676830134687,0.81634377971965,0.789740382297506,0.908726758645832,0.93186892945765,0.747726804444502,1.06096370584274,1.07866895700855,0.987284615741788,0.803603323601297,0.775922928068564,1.06949234212346,0.947280076640369,0.872231891074927,0.835562431993715,0.817939983341613,0.776726677854272
2006,-0.384832401360294,-0.329258782338237,0.582011829740954,-0.61765900050557,-0.743843763993656,-0.729265502314131,-0.698716451521167,-0.910119277670385,-0.892395440017551,-1.10408785338412,-1.18581914473321,-0.954418322875471,-1.15526586224845,-1.02424096150278,-0.788833983635807,-1.08285874653138,-1.07859593125023,-0.974532612935366,-1.00287593850733,-0.69927012319756,-0.788148739251424,-0.875786689956262,-0.965916417290582,-0.413299469339837,-0.72788417898933
2007,0.270760562429576,0.317594029751253,-0.00879215219685214,0.465113365376325,0.826806808219725,0.819589281447052,0.845708902553063,1.12421129594463,0.899394242500692,1.0885344041935,1.07531909745691,0.918936303842426,1.05203310130159,1.03750791136067,0.937742000956457,1.05434335787282,1.03821567641392,0.933567015939056,0.98386078691528,1.03893366408626,0.954309146622944,0.926392164272816,0.93450148505561,0.929468401612814,1.06388246779183
2008,1.10073885186561,0.890602314987852,0.601951889993125,1.11735356783405,0.899616229011532,0.88937524818641,0.604962027170179,0.671736156184943,0.723100264212456,0.798979208917775,0.940852928141876,0.729984241498657,0.927692705724284,0.749156365587802,0.684399295593297,0.818362182587469,0.788722254275407,0.776436417273563,0.808906523759017,0.698174296459138,0.756257250802085,0.786651788632347,0.825888945713454,0.640202709534746,0.89856594631802
2009,-0.498264573332364,-0.443479724400006,-0.572174963887797,-0.564509398508578,-0.636779659280288,-0.779670361475001,-0.899084572550324,-0.580999379932613,-0.664320341210848,-0.647186779013582,-0.685464460707998,-0.624248509500203,-0.551548962763365,-0.634978457857648,-0.727219001271076,-0.543753685136219,-0.513449847554768,-0.567036583462151,-0.55681484597931,-0.714523484007238,-0.708110392291445,-0.608441373552685,-0.48843890531806,-0.81775522717088,-0.557890640384217
2010,-0.486936821102096,-0.533123208232254,-0.103922631902769,-0.801217717655939,-0.917338573283586,-0.729997394521115,-0.8628820839021,-1.00507078646429,-0.828441316458698,-1.01347061812,-1.1164229195554,-0.944115741989464,-1.29821956536895,-1.19232320390801,-0.893028357066506,-1.24081420784363,-1.29621700128501,-1.25440645617563,-1.39769481236652,-1.0617259986903,-1.07063745270049,-1.20053537729256,-1.42899633601636,-1.03110681377945,-1.46390130515132
2011,1.50427153592514,1.5809453202052,2.06089829358379,1.3845393330944,1.41877576382261,1.2605766731933,1.85283375614425,1.42104320487415,1.59523209328052,1.49511521594053,1.5480602752484,1.6842660755431,1.66507036353843,1.82976348446842,1.90839085761556,1.77017945420553,1.8284673860642,1.94831178137532,2.02294994201269,1.97716223623972,2.04557724482974,2.06480676449092,2.10844632049875,2.44245859687825,2.24490242142731
2012,-0.705504012159369,-0.553234906366805,-0.788945935886876,-0.460414554197151,-0.519903264660275,-0.418013971556382,0.194289061056551,-0.388108285677241,-0.715741871038563,-0.707414744051983,-0.670319448516224,-0.826955938697688,-1.12674326717293,-0.650794078105117,-1.10515512618493,-1.22044693499864,-1.16949880196092,-0.887655080452438,-0.8301605792399,-1.2243087961345,-1.21419630640709,-1.17886996843652,-1.17374643147268,-1.35745047688389,-1.41668193944596
2013,-0.986722609252278,-1.11041526936554,-1.70770713421435,-0.655000215593541,-0.457527709146155,-0.319069515216376,-1.26405587702478,-0.43672334027244,-0.474053539502923,-0.283907001307323,-0.309055035037274,-0.361151165531235,0.0601638924504737,-0.457754031141546,-0.455521448809264,-0.0687533665958129,-0.0266484734341261,-0.283662942395834,-0.356767324001391,-0.411819293553465,-0.366085017058561,-0.268602883323942,-0.109435264700794,-0.748221703169139,-0.296347468437978
2014,-0.411220055805962,-0.141717007718088,0.453988384635219,-0.435081613103835,-0.350518960837265,-0.535018996145862,0.0806092913256276,-0.313260460411821,-0.29485316637109,-0.300084202816759,-0.272825527761268,-0.252909154751388,-0.24921476993727,-0.112871482266237,-0.193990996856747,-0.163459387955809,-0.187964814416254,-0.142949431139573,-0.0297006295237647,-0.147280439587581,-0.117577802116347,-0.0857037701018739,-0.109226845872928,0.135282245742228,0.153109708081384
2015,-1.85641807995393,-1.93633120935197,-2.34046006051452,-2.2466743164908,-1.18493319640803,-0.662816556800855,-1.34762351305252,-1.65066213105391,-1.12545213868606,-1.17805909433358,-1.19937274846096,-1.23713113173164,-1.33459471578517,-1.26847326733095,-1.28236686783617,-1.21835019027372,-1.22653608762045,-1.46583772001459,-1.46286596215859,-1.27627295119589,-1.37908325829231,-1.51131362162579,-1.66603246125937,-1.44714256345145,-1.37242598931139
2016,1.50371865615655,1.32214777130151,1.39859787651238,1.55877377559254,0.772980963718911,0.281825070020328,0.726168527949152,1.12137598690576,0.66548381465856,0.644070983140525,0.522907245205628,0.620738392737552,0.1830819424734,0.474861761515329,0.835018670782781,0.490764811293502,0.47749544359348,0.530837069703512,0.442842260117325,0.878140875173977,0.771531736461862,0.661404525813369,0.571766746746827,1.04095412192184,0.657677358947203
2017,1.61904309496214,1.48029645583582,1.29987732542778,1.6897890104688,2.1727858243353,1.99053059845727,1.8680754672113,1.73646259192841,2.01199796749407,1.99667981743437,1.72710065882664,2.02131211158752,1.97788912564881,2.1052147358933,1.65701647858084,1.83385477360342,1.92675866191897,2.02259951548191,2.1102517224096,1.47332306264981,1.61235340510523,1.73627393862812,1.78847936851187,1.46462121518033,1.63614643260052
2018,-1.13601500924722,-1.02652294085929,-0.802802356670958,-0.700159007378744,-0.855246344793758,-0.264061488591551,-0.872986721167166,0.0635610737805918,-0.200895272477032,-0.08615016130577,0.335187762455317,-0.0503900954873098,0.731843140310295,-0.259686425610432,0.313804301296462,0.426797356333681,0.353696491224675,-0.0348973128431123,-0.164252220076963,0.467715245082791,0.439332398420859,0.361220811836084,0.348459946946722,0.502207597365416,0.704805630256983
2019,0.157944507161457,0.0660683926590613,-0.495043716841409,0.301685033684908,-0.249322098312737,-0.451870172546617,-0.177167523703629,-0.360071096745047,-0.30707550168262,-0.135708999661623,-0.178525637771788,-0.296218679811976,-0.192807893915509,0.0479713819127774,-1.0731562551158,-1.11452956670856,-0.604001761244349,-0.0884449010180912,0.099481879349038,-1.54192823919482,-0.928296808971288,-0.550961559348131,-0.300336106795545,-1.00360106326204,-0.783709653034713
2020,-0.571901221807012,-0.493536941778045,0.352991347701363,-0.257958520352386,0.177688309833045,0.672927161546117,-0.668154077084755,0.173926184890309,0.499163279885097,0.180247190767534,0.141615589899583,0.486341489120669,0.77913723414785,-0.270679212247199,0.681840801254947,0.781896173499011,0.609364427848827,0.0340674637019789,-0.331281393901622,0.559161250009933,0.357477618393318,0.224401420793865,0.115486395058753,0.367020817671854,0.321457101758229
