YEAR,CA_-1678963.8779_1280940.4511,CA_-1678963.8779_1305940.4511,CA_-1703963.8779_1330940.4511,CA_-1678963.8779_1330940.4511,CA_-1678963.8779_1380940.4511,CA_-1653963.8779_1380940.4511,CA_-1628963.8779_1380940.4511,CA_-1628963.8779_1405940.4511,CA_-1703963.8779_1455940.4511,CA_-1678963.8779_1455940.4511,CA_-1653963.8779_1455940.4511,CA_-1703963.8779_1480940.4511,CA_-1678963.8779_1480940.4511,CA_-1653963.8779_1480940.4511,CA_-1753963.8779_1505940.4511,CA_-1728963.8779_1505940.4511,CA_-1703963.8779_1505940.4511,CA_-1678963.8779_1505940.4511,CA_-1653963.8779_1505940.4511,CA_-1778963.8779_1530940.4511,CA_-1753963.8779_1530940.4511,CA_-1728963.8779_1530940.4511,CA_-1703963.8779_1530940.4511,CA_-1778963.8779_1555940.4511,CA_-1778963.8779_1580940.4511
2000,-0.262705036066787,-0.296120395574477,0.164101475395785,-0.373771423453869,-0.348870923461229,-0.598800267722552,-1.01032088404015,-0.795234425208458,-0.037874436562481,-0.185898597102009,-0.329988014693787,0.0299394582057226,-0.199103671214458,-0.53793308151412,0.235721127323393,-0.0399834398351185,-0.06459993249659,-0.182675691968982,-0.584903138781449,-0.152690956978641,0.0338347702220153,0.07879658391832,0.0772216843610765,0.0451381941955274,-0.379236153355785
2001,-1.14334391972461,-1.35562113101014,-1.54427557320437,-1.20493708673254,-1.36915972690265,-1.02954077052798,-1.19081145754407,-0.961911860239873,-1.74373349982211,-1.55495870115816,-1.41674427775845,-1.86685368771544,-1.73372456652674,-1.62894227168228,-1.69045753134392,-1.86687701699335,-1.89359155442512,-1.89663571262702,-1.67332594553971,-1.28716356988891,-1.64699660331683,-1.89458584208096,-2.04908732287005,-1.19608873753341,-1.3380024267981
2002,-0.204009807025836,-0.12243655231862,-0.234060489085355,-0.147666457857646,-0.173988844195381,-0.327318383143686,-0.0433990618286392,-0.447487258617778,0.129811681962341,-0.0644959429389713,-0.254794807901946,0.219822760414396,-0.0847300238365041,-0.00840751327392653,0.04858124906162,0.219306975694026,0.206377249090124,0.167912581203151,-0.0207806490439567,-0.230702064681098,-0.0429059355229631,0.125686565927748,0.260877476561144,-0.565275477691457,-0.238744278201078
2003,-0.033602797474632,-0.25948764537792,-0.38662180892916,-0.0494578979617036,-0.0890013321569675,-0.152442330109017,-0.519212814624104,-0.130749233767783,-0.316330350025616,0.042213138466747,0.0459692892871234,-0.337643549277255,0.103124657122424,-0.247822434782769,-0.315453645261885,-0.0581407608155917,-0.0645662096093208,-0.282704880662971,-0.2206467827544,-0.145389156121801,-0.234848388064848,-0.243429753532099,-0.165970428890859,-0.237327262944519,0.0419302309934662
2004,3.53760760793824,4.12449913413995,4.83337216039688,2.66382910373348,3.40720083076743,3.0914002357822,4.70821180760184,3.35965689737362,3.70468920816278,3.26331506973682,3.09536249256633,3.67731196615439,2.41307922311244,3.89889509621046,3.43599712251081,2.92282354891265,3.21914631977764,3.89225442874851,3.88371146897964,2.78195266001555,3.35770155787527,3.61561505688785,3.74214939858498,3.47889816036173,2.38679934535994
2005,-1.41779878245147,-1.69994333363313,-1.79186315312871,-0.91717942037241,-1.11478611684804,-0.900062960880483,-1.3416897384378,-0.752053303406098,-0.774803651736526,-0.65906613958159,-0.303557731167148,-0.634671489216252,0.0682183263876013,-0.534088341398686,-0.479788229071954,-0.313163389711705,-0.431486418368643,-0.540686873164434,-0.354558560130811,-0.057240153631936,-0.369981668967605,-0.506114468039827,-0.592185945134983,-0.226629087443949,0.163024770576354
2006,-2.03461457762255,-2.20997899223785,-2.54861234571301,-1.51512672332722,-1.86217404875031,-1.75320156995885,-2.49014833418493,-2.1413820089117,-2.05671795861478,-1.98117541326348,-2.05504655701222,-2.13925340172042,-1.90539576735817,-2.28934827818224,-2.15605399796692,-2.03172575543934,-2.14322813257489,-2.35669477999497,-2.46986897925546,-2.0570210402752,-2.27520932696579,-2.38267156932007,-2.46496384837005,-2.5475056613673,-2.37620613715996
2007,1.08874516823858,1.24584245187117,1.72194578764475,1.20318994686376,1.43797563109253,1.36986372928278,1.43327629396663,1.53203367759362,1.32357392425854,1.43264179410973,1.41223082315242,1.36521403362848,1.10395741335945,1.39484917033373,1.35126559755134,1.23390453033894,1.31973507431292,1.48493977952913,1.43030086388822,1.29294833952644,1.53901571248862,1.62396313500092,1.64745191637414,1.72266143816816,1.59510922370839
2008,0.70735455271805,0.740131745570856,0.224733065278822,0.307406231605221,0.033385682519127,-0.0638788926674779,0.153932098814515,-0.290699618649261,-0.528797635588714,-0.705873315490626,-0.66789206662999,-0.741336852548477,-0.695548854427377,-0.89434290643562,-0.49259693019907,-0.70099685634622,-0.893706571220857,-1.08056837455264,-1.0003285177349,-0.496338463595415,-0.716374897640572,-0.928826836330708,-1.19202648494348,-0.541428073940159,-0.602810135871072
2009,-1.72551686844554,-1.70439250812068,-1.45252644271384,-1.68712740435652,-2.01728587642208,-1.92369007097503,-1.95519206157775,-2.00116384085759,-2.00116367840197,-1.95762045504744,-2.15220399916205,-1.9918795508371,-1.87028136497021,-1.98143022075336,-2.13520129519449,-1.95575445808395,-1.88039118413513,-1.92174930268563,-1.96916909113066,-2.09762349575102,-2.13883889623007,-2.04229957449037,-1.84969834029469,-2.30529939704487,-2.01606655545826
