YEAR,USA_-1950000_25000,USA_-1950000_-25000,USA_-1950000_-50000,USA_-1950000_-75000,USA_-1800000_-475000,USA_-1750000_8e+05,USA_-1725000_8e+05,USA_-1700000_650000,USA_-1650000_1200000,USA_-1625000_1250000,USA_-1600000_1250000,USA_-1600000_875000,USA_-1600000_5e+05,USA_-1575000_9e+05,USA_-1575000_875000,USA_-1575000_775000,USA_-1575000_725000,USA_-1575000_550000,USA_-1575000_525000,USA_-1550000_9e+05,USA_-1550000_775000,USA_-1550000_350000,USA_-1525000_850000,USA_-1525000_775000,USA_-1525000_750000,USA_-1500000_1025000,USA_-1500000_1e+06,USA_-1500000_825000,USA_-1500000_375000,USA_-1500000_350000,USA_-1475000_1075000,USA_-1475000_1050000,USA_-1475000_1025000,USA_-1475000_1e+06,USA_-1475000_975000,USA_-1475000_675000,USA_-1475000_375000,USA_-1450000_1025000,USA_-1450000_975000,USA_-1425000_850000,USA_-1375000_575000,USA_-1375000_550000,USA_-1375000_4e+05,USA_-1350000_4e+05,USA_-1325000_550000,USA_-1325000_-5e+05,USA_-1325000_-550000,USA_-1325000_-775000,USA_-1300000_1050000,USA_-1300000_1025000,USA_-1300000_1e+06,USA_-1300000_975000,USA_-1300000_0,USA_-1300000_-550000,USA_-1300000_-675000,USA_-1275000_1100000,USA_-1275000_1075000,USA_-1275000_1050000,USA_-1275000_1e+06,USA_-1275000_975000,USA_-1225000_4e+05,USA_-1175000_-650000,USA_-9e+05_-5e+05,USA_-9e+05_-525000,USA_-875000_-775000,USA_-875000_-8e+05,USA_-850000_-475000,USA_-850000_-775000,USA_-850000_-8e+05,USA_-750000_0,USA_-750000_-25000,USA_-725000_-25000,USA_-725000_-125000
2000,-0.34139270166309,-0.0490534140913588,-0.00544854817992135,0.0680517010731805,-0.55027282659985,0.311227132033504,0.264168482105017,-0.504618097572302,0.107015695022063,0.477865902713438,0.377859073864511,0.622158883340076,-0.725402301228749,0.154285822677637,0.383951915895866,-0.401162929568348,-0.434253282048029,-0.440078905937229,-0.585762545632941,0.0012358327981854,-0.478982498889999,-0.914850024830151,0.164792071296174,-0.245885273758376,-0.475733060528717,0.822367241955117,0.869493415555744,-0.286957588855818,-0.990093086452703,-0.966668309659122,0.973873247893298,0.780669994056555,0.656224322672603,0.71990381188331,0.723192936902521,-0.572954992924263,-0.93729522339648,0.61089207140116,0.448446650112259,-0.178521756433993,-0.521128829211618,-0.525591136301507,-0.751304619884897,-0.920189006443742,-0.639811039694458,-0.352126412994812,-0.221396179601846,0.102748576571994,0.695916421762326,0.770968034751731,0.751022732206528,-0.136569170690297,-0.708936745041117,-0.236370781598753,-0.267881039630858,1.02250399312494,1.08367116534839,0.999557506786653,0.847586969628156,0.298235581173133,-0.914910641565566,0.103299907951984,-0.588429705311788,-0.284054347393526,-0.289699516066534,-0.30725738812415,-0.6497653300946,-0.251544795631183,-0.258827315325116,-0.759781240907032,-0.794842441498679,-0.485347035622759,-0.481214433533955
2001,-0.369055121569077,-0.450061483676684,-0.313014085119824,-0.551661868765859,0.154740429779713,-0.69815503508726,-0.607157484661683,0.0339098795584787,-0.612216423704267,-0.763058226556955,-0.723380252521823,-0.556733602267249,-0.117477490869349,-0.551463310163928,-0.586824055363992,-0.110955416631922,-0.143205579960372,-0.174918842938984,-0.28061776996574,-0.466708939425446,-0.27870498914402,-0.158222695209827,-0.609233884124701,-0.255717880229256,-0.148836546316579,-0.713276155498759,-0.857118942459672,-0.522213931339384,-0.105565682511897,-0.0960794684835369,-0.67977832920633,-0.644404885410958,-0.65294435031174,-0.778552346743227,-0.823003716823543,-0.160353233584461,-0.176836240490272,-0.558430693236975,-0.637956940388486,-0.647288475871157,-0.622063893644444,-0.611388950431544,-0.157042556849976,-0.398919935524371,-0.600020224351209,-0.00457335435463957,0.00541731519431554,0.263543551248544,-0.479205566366243,-0.473347106552706,-0.429927189659566,-0.18508122646794,-0.318644227294305,0.156110419764968,0.327454524151122,-0.406174940722677,-0.456387054384094,-0.447721115254979,-0.374712483693153,-0.36162406765924,-0.731833229861092,0.379061153523211,0.102188259345142,0.243085610820075,0.446141476440988,0.486311677614253,0.300617335853332,0.387502027814789,0.40204537020319,0.0398155567149815,-0.0141711358892689,0.0536173413637897,0.220080955944976
2002,0.235752711413764,0.18861756534447,0.056096324259995,0.145252188349746,-0.0548037677150708,0.288450514398811,0.245904507988531,0.0384357444476324,-0.0783830788416144,0.0310097803236769,0.0648116252349928,0.159887582387274,0.544634990990865,0.185641699589932,0.303861013795477,0.178682886822465,0.177503207840528,0.510105965206399,0.493684868849836,0.41453896623534,0.93322901059396,1.00408723664191,0.694230931018361,0.33400670194878,0.197368307295249,0.394744095174264,0.551140600709279,0.813575945951181,0.84901414858661,1.0154055619446,0.289456845592336,0.381551135472386,0.497631061143431,0.654492033335355,0.746098722661355,0.241143576915264,1.06330307871598,0.490759985419298,0.757752576031797,0.856243230053273,1.21496444802741,1.24549628359757,1.25646466746993,1.33599392026293,1.47321276933843,-0.0271630688239044,-0.111343496572404,-0.506321904279693,0.980760035886568,0.98803658383641,0.962203836347169,1.42810849973581,1.14225003569412,-0.319031874056905,-0.358150128201988,0.809716093114774,0.8756938719732,0.924763784627321,0.895162123601396,1.11437561601046,1.5092930107383,-0.44607186522574,0.331000244743432,-0.0345183982025877,-0.142815573904188,-0.366140035670979,0.175426667796688,-0.227063622691425,-0.213001859485718,1.02436569574522,0.738532198688752,0.489123125487822,0.213371486335528
2003,-0.491699596846337,-0.199732093904267,-0.304285015967418,-0.249753595000717,-0.14451438581746,-1.15672985360811,-1.1276128458731,-1.24449703577216,-0.675624097315285,-0.616272202259339,-0.683511539640475,-1.27936561020802,-1.04229018104926,-0.873429796940525,-1.20083831812044,-1.01072220907824,-1.1370287776469,-1.46764798226799,-0.751578793652985,-1.06373991497788,-1.12171331696449,-1.14332619273104,-1.53187741670894,-1.25068800852618,-1.1670397729405,-1.64989249785848,-1.59957433537247,-1.21539061909421,-0.957946386482946,-1.21918299770531,-1.40148327484414,-1.49330405349678,-1.58824743284788,-1.59779831704407,-1.56160045040339,-1.04852161446625,-1.31989585948341,-1.5933920630718,-1.57781318031272,-1.16562619972586,-1.15375174715639,-1.28890708479332,-2.01755205118137,-1.69752769371987,-1.7557683232845,-0.457064147816124,-0.394491456232405,-0.0876914766629167,-1.73608892162935,-1.78509376248747,-1.74511371278205,-1.81469756752666,-1.04699384329548,-0.156475805319273,-0.111400171624766,-1.61642153912969,-1.72455589558079,-1.75494808882239,-1.70246422871993,-1.60419804605859,-1.29340772988305,-0.176420989834773,-0.868837039795436,-0.565746663142891,-0.597056641986609,-0.357331068094846,-0.679980114545232,-0.548592195230236,-0.504155625480944,-0.596569165595885,-0.331953505488392,-0.171232063290701,-0.266406667421777
2004,0.282470548423192,-0.0853942764760052,0.0308607445818927,0.0604552819068704,1.06682668724825,0.484474048003638,0.475905919172748,0.742139581452922,-0.478445613414208,-0.357751391821935,-0.331635311385313,0.334751428403976,0.815438428542977,-0.0530635040642051,0.273942045699621,0.359787409124417,0.616603381431031,1.10660197887437,0.524927287651739,-0.0493619433660011,-0.10371558941673,0.792170394037114,0.586719686249221,0.654953561092249,0.612666834653403,0.28689630450069,0.190821804846439,0.0941092995802943,0.707201773886437,0.844952858863521,-0.0677885947092514,0.0146951986987649,0.111271290278969,0.0676096792492869,0.0486543326115866,0.487381562338784,0.912583457495928,-0.101819241317604,0.0185342596163951,0.0312081820270245,0.0601580051043813,0.378276180129074,1.51472818066964,1.31404148035236,0.748361888793467,1.50596729572885,1.5281948725553,1.20861852523938,0.0603756658597499,0.208112755489317,0.167861823858691,0.150675291717636,1.33565064962672,1.52977287838684,1.14292479038697,-0.316516065337638,-0.028247960750044,0.118341187596873,0.116341844838933,-0.0014390427316231,0.907044539827578,1.60746271033812,1.54164802687446,1.66241299687367,1.61166316502702,1.53910092971245,1.5273393184468,1.57790424677681,1.61516109555062,1.01799383453824,1.08632733314936,0.758696377884633,0.825978160952989
2005,1.33770402652463,1.53140032954828,1.51433856064296,1.05288563485498,0.10287453556336,0.887635698131343,0.773108147101398,0.994595991335405,1.21967268751901,1.14514301204326,1.217047756259,0.777375481079641,0.887197528592307,0.549896472144647,0.701463293144892,1.01280495326114,1.09091016721807,1.0413948133782,1.01536990094654,0.488383204375083,0.958044675708752,0.740399483256899,0.699076889727154,1.04450622244934,1.20371658670241,0.884130356857027,0.804153730274065,0.755065216420134,0.904476187792953,0.736847258304434,0.965365931846802,0.885804614789501,0.790254870679962,0.794873681175729,0.739797751112988,1.30224822030506,0.73966432115958,1.01737178338392,0.74128160480283,0.74806619838578,1.41483206227157,1.36772818057743,0.89827905316745,0.744194386680398,1.24732489652648,-0.853549699937809,-0.724196622946926,-1.06992241396382,1.29442024762389,1.23873514106724,1.26250827716372,0.955816150147355,-0.198172756203202,-0.92060991596157,-0.722201473876144,1.64344629010258,1.49287900973052,1.36455567485479,1.27390107464201,1.07950584493974,0.511992174757341,-1.13477170864778,-0.729662560451675,-0.940649339974396,-1.00353356473164,-1.08200165758769,-0.800533677045101,-1.040382745791,-1.07216878225835,-0.766183578035252,-0.88738601721493,-0.712360212476501,-0.846547893227106
2006,-0.396151229732926,-0.425926742336704,-0.305661846327982,-0.0146162702441615,-0.597899492961741,-0.399065869993663,-0.17922866526415,-0.589175320454168,0.0464993354482557,-0.272546066843075,-0.378548481714737,-0.0169695066619764,-0.609976689757415,0.556227101654244,-0.0243455896508273,-0.404392112811336,-0.604353101499507,-0.965732317878682,-0.435887071786194,0.503992370040738,-0.0942033683702155,-0.405070013872137,-0.477536659727339,-0.793553640659849,-0.852854774375413,-0.474501855287894,-0.388777473861273,-0.131252867995827,-0.385203267408865,-0.298526239951165,-0.282959115476305,-0.263881877637393,-0.261996196661197,-0.340132861679322,-0.284821441991385,-0.593794748525162,-0.336211018242606,-0.381386126566306,-0.123992282731781,-0.2340824737018,-0.250570302065169,-0.409250177359082,-1.00387350745825,-0.516691543374737,-0.597868338860759,-0.357482617284981,-0.51207098306178,-0.186057925811115,-0.898913572045336,-0.997156067104591,-1.05625703061782,-0.694486804177836,-0.198315668544423,-0.297355368296901,-0.290231503412848,-1.08848814085153,-1.11867035164496,-1.06119648114405,-1.06881321391553,-0.914569646664467,-0.539035624402635,-0.459505639604199,-0.513548213044631,-0.715967165007143,-0.691641747216602,-0.948884424475295,-0.539832767736524,-0.773879584267372,-0.757936568745672,-0.430305197447369,-0.211890365102412,-0.508705075549186,-0.301337067981305
2007,-1.85080064609768,-1.94350949152087,-2.10238681629785,-1.56954944664338,-0.821370475440181,-0.0770362812482586,-0.140649890025298,-0.688852097378641,0.14709792823836,0.200202889456019,0.124924508736242,-0.431387461376785,-1.11121206340469,-0.655489638072325,-0.461369163057111,-0.771426325882005,-0.830578737103507,-0.730127183363545,-1.32373990395333,-0.639742173471984,-0.974405440394057,-1.18924538274561,-0.249686659973166,-0.61040559464212,-0.671506107034509,0.372786321870847,0.380106096519509,-0.649239901007191,-1.29163759614568,-1.35101225964521,-0.021911891133741,-0.0031869852353395,0.0372181869992679,0.190855334717545,0.190620554013298,-0.978953886468184,-1.26994698384091,0.0324068725250793,-0.129932376956292,-0.440511189299094,-1.64655537629713,-1.58269802549018,-0.805083528003849,-1.27667568424912,-1.4942210045183,-0.402844906117106,-0.233803010789209,0.0207113700257828,-0.491525584109833,-0.474035133865056,-0.435799126943695,-0.74495947839227,-0.648119687940584,-0.359285693528032,-0.29705677589139,-0.272401985939157,-0.333367835256624,-0.39405161613538,-0.370084268146597,-0.575527121453499,-1.26217852882081,0.122316554285635,0.720301725396033,0.69244242498029,1.1091093432129,1.22622225598705,0.652499519198619,1.21420448317124,1.16689718902574,0.412329018558387,0.252308064134574,0.678923372580994,0.778613532564398
2008,0.799080974337058,0.471955276725647,0.470685867218311,0.129986977502256,0.377376602653137,0.747413840692264,0.785439575051501,1.55911875858873,0.600663727195065,0.913504301171078,0.883660705221772,1.2814238388813,1.67178592005475,1.49582084012949,1.35385793809166,1.59846615567246,1.65720109752697,1.55995779871511,1.65362910695986,1.62129391957144,1.71125650075097,1.79807305874741,1.33852987477888,1.56413972499443,1.59491977750815,1.06062113333027,0.951412298421068,1.66727577234493,1.77885538249624,1.84902596016409,1.3372999426923,1.35653870362739,1.30372535135073,1.15660085652645,1.0844480082393,1.75346214158309,1.75532347039378,1.43577880384371,1.39430406421639,1.8417059321763,2.04512465555557,2.06981658961353,1.74473525804791,1.8658765658976,2.23943383842592,1.02264016683822,1.02269744894042,0.574613134851244,1.78497638773598,1.84151057474102,1.8550884797427,2.00461414055913,1.58744908365705,1.13829677726262,1.0117829019883,1.61102292908766,1.6442069460259,1.70098325644962,1.76958664800051,1.92729888354488,2.492106310698,0.794957663854895,0.392179699545668,0.391934320829366,-0.233093757161268,-0.653792395133258,0.390988502830287,-0.487270055437881,-0.437110087418964,0.997673362875527,0.951947356464903,0.588348257599297,0.372858304523342
2009,0.609707286686602,0.605456909833723,0.596353450639754,0.477315833300395,0.082553870075027,-0.272883989558571,-0.333690357670032,-0.231972974685318,-0.44236067902318,-0.458056950136678,-0.401587294167172,-0.258215590551606,0.0631638348274917,-0.368184944939636,-0.253693985654389,-0.187465296443051,-0.175902790085952,0.14717463093666,0.181881547618683,-0.41782564240494,-0.283650490346422,0.0533442841336127,-0.210858737053071,-0.0757841235492482,-0.0491871584055499,-0.507272715695637,-0.414473128186886,-0.444746153246672,-0.00761950553581947,0.0948826220593268,-0.453975976204575,-0.639427506467696,-0.70255034819322,-0.529875198617798,-0.439872901291093,-0.205066749526347,0.230876021668426,-0.614784497297993,-0.670741184371133,-0.695457333118678,0.181650738015374,0.154458850914422,0.161045516151757,0.294400577624169,0.0787748680820126,0.0791371463835144,-0.134436671515196,-0.579458467542224,-0.642107810079427,-0.71701265814937,-0.8075069426353,-0.816460502602884,-0.292717020385699,-0.165500585319996,-0.554756773430412,-0.389965625400996,-0.502707726599695,-0.582417246246446,-0.741834559596104,-0.691446733121373,-0.0258196993684754,-0.117590676755002,-0.253381377041924,-0.0115121805788694,0.0232666241817006,0.718906381615439,-0.133693339818318,0.251579813745193,0.188312053964579,0.724452067810971,0.630981744099901,0.873050056097304,0.651012286737207
