SPECIES,SOURCE,X,Y,DEF,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
fe,USA,-2100000,7e+05,3,0,0,0,0,1,2,-3,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fe,USA,-2100000,675000,7,-1,0,0,0,8,-4,15,7,-26,0,0,0,0,0,0,0,0,0,0,0,0,7,-6
fe,USA,-2100000,650000,6,-2,0,0,0,0,15,36,-1,-50,0,0,0,0,0,0,0,0,4,-4,0,0,3,-3
fe,USA,-2100000,625000,6,0,0,0,0,0,2,6,-8,0,0,0,0,0,1,-1,0,0,1,-1,1,-1,2,-2
fe,USA,-2100000,6e+05,4,0,0,0,0,1,-1,16,-3,-13,0,0,1,-1,0,0,0,0,0,0,0,0,0,0
fe,USA,-2100000,575000,4,0,0,0,0,0,11,-6,-3,-2,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
fe,USA,-2100000,550000,21,-2,0,1,8,2,77,355,-117,-256,13,-82,1,101,-78,11,-35,152,-39,-63,335,-300,960,-1046
fe,USA,-2100000,525000,15,0,0,0,0,2,3,43,-47,1,-2,0,4,-3,0,14,-15,282,-225,-50,548,-440,261,-376
fe,USA,-2100000,5e+05,14,0,0,0,0,0,0,0,64,-44,-20,3,9,3,83,30,-10,-97,191,567,-91,-552,1866,-2002
fe,USA,-2100000,475000,14,0,0,0,0,0,0,0,0,26,-8,-17,30,235,245,-219,-133,12,100,1256,-984,-475,1448,-1516
fe,USA,-2100000,450000,13,0,0,0,0,0,0,0,0,25,-14,20,43,93,174,156,-384,249,87,1047,-372,-1124,2968,-2968
fe,USA,-2100000,425000,12,0,0,0,0,0,0,0,0,17,-17,82,18,-78,219,-187,156,171,-15,1080,-686,-760,2401,-2401
fe,USA,-2100000,4e+05,13,0,0,0,0,0,0,0,0,0,15,4,14,-6,-18,227,-206,174,140,258,-588,285,536,-835
fe,USA,-2100000,375000,10,0,0,0,0,0,0,0,0,0,0,0,1,-1,12,4,-15,149,655,-638,-109,-12,422,-468
fe,USA,-2100000,350000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,-12,9,12,-27,0,16,18,-34
fe,USA,-2075000,725000,4,0,0,0,0,2,-2,0,10,-8,-2,0,0,0,0,0,0,0,1,-1,0,0,0,0
fe,USA,-2075000,7e+05,4,0,0,0,0,13,-6,-5,17,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fe,USA,-2075000,675000,11,-1,0,0,0,22,75,153,-121,-125,-3,-1,0,0,0,0,0,0,0,1,0,0,0,-1
fe,USA,-2075000,650000,9,-1,0,0,1,1,62,47,-63,-48,0,0,0,0,0,0,0,0,3,-3,1,-1,9,-9
fe,USA,-2075000,625000,10,0,0,0,0,15,66,-49,-11,-21,1,4,-5,1,-1,0,0,0,1,-1,1,-1,4,-4
fe,USA,-2075000,6e+05,8,-1,0,0,0,0,23,-18,5,-10,1,0,-1,0,0,0,0,0,0,1,1,-2,0,0
fe,USA,-2075000,575000,3,0,0,0,0,59,-59,11,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-4
fe,USA,-2075000,550000,14,0,0,0,0,0,26,16,15,-56,1,-2,0,9,-8,-1,0,19,47,-57,-3,38,178,-211
fe,USA,-2075000,525000,24,-2,0,2,2,-3,25,319,-89,-112,-109,-34,34,19,6,94,-126,754,-574,-46,324,-131,1155,-1490
fe,USA,-2075000,5e+05,12,0,0,0,0,0,0,0,0,0,1,-1,2,46,-44,17,-12,5,188,115,35,-253,1663,-1762
fe,USA,-2075000,475000,12,0,0,0,0,0,0,0,0,0,0,7,1,8,24,107,-137,12,157,44,-156,-39,325,-353
fe,USA,-2075000,450000,12,0,0,0,0,0,0,0,0,24,-24,2,55,-27,99,-70,-3,149,311,420,-456,-480,1035,-1035
