SPECIES,SOURCE,X,Y,DEF,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
wpb,USA,-2125000,275000,12,0,0,0,0,0,0,0,0,0,0,20,-13,21,45,115,-142,32,426,524,-885,-129,17,-31
wpb,USA,-2125000,250000,11,0,0,0,0,0,0,0,0,0,0,7,1,5,4,43,-53,38,372,-82,-328,-7,24,-24
wpb,USA,-2125000,225000,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,0,5,43,-7,-41,30,-30,0
wpb,USA,-2125000,50000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,-16,0,0,1,-1
wpb,USA,-2125000,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,3,3,68,-76,0,0,0
wpb,USA,-2125000,-25000,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,68,-15,-53,0,0,0
wpb,USA,-2125000,-1e+05,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,9,-421,-69,0,0,0
wpb,USA,-2125000,-2e+05,7,0,0,0,0,0,0,0,0,0,0,3,2,-3,-2,0,1,-1,31,-11,-20,3,-3,0
wpb,USA,-2125000,-225000,8,0,0,0,0,0,0,0,0,0,0,1,0,1,-2,1,-1,8,193,-117,-84,78,-78,0
wpb,USA,-2100000,650000,3,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,6,-2,-4,0,0,0
wpb,USA,-2100000,625000,7,0,0,0,0,5,-5,3,-1,-2,2,-2,0,0,0,0,0,0,6,0,-4,-2,0,0
wpb,USA,-2100000,6e+05,13,-1,1,1,0,5,-7,9,-8,-1,0,0,0,0,0,0,1,4,7,-10,0,-2,0,6
wpb,USA,-2100000,575000,13,0,0,1,3,-1,-2,6,6,-13,2,-2,3,-2,-1,0,0,0,3,4,-2,-5,1,-1
wpb,USA,-2100000,550000,17,4,-3,0,0,18,-10,1,-8,-2,3,-2,1,0,-2,0,1,8,-6,12,-15,18,-18,0
wpb,USA,-2100000,525000,15,0,0,0,0,6,-3,-2,-1,0,2,-2,1,4,0,-3,-1,7,3,505,-332,-143,15,-56
wpb,USA,-2100000,5e+05,8,0,0,0,0,0,0,0,0,0,0,0,1,2,13,-4,8,-20,0,266,-73,-189,-4,0
wpb,USA,-2100000,475000,11,0,0,0,0,0,0,0,0,0,0,2,0,-1,26,35,-55,-2,-5,24,-12,-4,40,-48
wpb,USA,-2100000,450000,11,0,0,0,0,0,0,0,0,0,0,3,36,-38,8,-4,17,18,68,237,-340,-5,81,-81
wpb,USA,-2100000,425000,8,0,0,0,0,0,0,0,0,0,0,0,57,-57,34,-9,6,-30,43,170,-214,0,42,-42
wpb,USA,-2100000,4e+05,9,0,0,0,0,0,0,0,0,0,0,3,199,-202,91,149,-222,13,51,718,-800,0,89,-89
wpb,USA,-2100000,375000,12,0,0,0,0,0,0,0,0,0,0,21,17,-36,43,73,-102,422,146,579,-996,-157,93,-103
wpb,USA,-2100000,350000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,46,-40,20,-9,66,-87,0,0,0
wpb,USA,-2075000,675000,4,0,0,0,0,15,-15,1,-1,0,0,0,0,0,0,0,0,0,1,3,-4,0,0,0
wpb,USA,-2075000,650000,8,0,0,1,3,3,-7,5,-5,0,0,0,0,0,0,0,1,-1,12,-9,-1,-2,0,0
wpb,USA,-2075000,625000,7,0,0,1,-1,11,-11,0,0,0,1,-1,0,1,-1,0,1,-1,17,-17,2,-2,0,0
wpb,USA,-2075000,6e+05,15,3,-1,1,6,299,-287,-12,-2,-7,0,0,1,-1,0,0,3,-1,14,13,-27,-2,10,-10
wpb,USA,-2075000,575000,13,0,0,4,5,382,-374,-4,3,-16,2,-2,1,0,0,-1,0,0,94,-56,-37,-1,0,0
wpb,USA,-2075000,550000,20,-3,0,3,-2,25,-17,24,-10,-23,6,1,2,27,-16,-19,2,6,122,-22,-102,-5,131,-133
wpb,USA,-2075000,525000,18,0,1,-1,2,48,-30,-11,-3,-6,0,2,3,2,24,-28,0,118,-92,648,-632,116,342,-503
wpb,USA,-2075000,5e+05,10,0,0,0,0,0,0,0,0,0,0,0,24,-23,14,-15,7,9,188,538,-669,12,718,-803
wpb,USA,-2075000,475000,11,0,0,0,0,0,0,0,0,0,0,0,4,3,3,125,-126,11,96,87,-177,-19,215,-222
wpb,USA,-2075000,450000,11,0,0,0,0,0,0,0,0,0,0,1,12,-8,2,37,-21,-14,8,394,-393,-18,113,-113
wpb,USA,-2075000,425000,10,0,0,0,0,0,0,0,0,0,0,6,45,-19,374,-211,-114,-78,172,182,-332,-25,0,0
wpb,USA,-2075000,4e+05,9,0,0,0,0,0,0,0,0,0,0,29,64,-87,202,-30,-89,-30,27,471,-557,0,0,0
wpb,USA,-2075000,375000,12,0,0,0,0,0,0,0,0,0,0,4,-1,1,7,-1,10,296,-280,9,-1,-44,48,-46
wpb,USA,-2075000,350000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,-12,0,0,0
wpb,USA,-2075000,-150000,4,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,13,35,-21,-27,0,0,0
wpb,USA,-2075000,-175000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,-20,-4,-1,0,0
wpb,USA,-2075000,-2e+05,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,307,-306,-7,-2,0,0
wpb,USA,-2075000,-275000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,-5,-11,0,0,0
wpb,USA,-2075000,-3e+05,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,-11,0,0,54,-33,-21,0,0
wpb,USA,-2075000,-350000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,-31,35,-35,0,8,-8
wpb,USA,-2050000,675000,3,0,0,0,0,0,8,-8,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0
wpb,USA,-2050000,650000,3,0,0,0,2,-2,1,-1,0,0,0,0,0,0,0,0,0,0,4,-4,0,0,0,0
wpb,USA,-2050000,625000,9,0,0,0,0,3,-3,6,1,-7,0,1,0,-1,0,0,0,2,0,0,3,-5,0,0
wpb,USA,-2050000,6e+05,17,0,0,6,-2,552,-555,5,6,-12,4,-3,0,0,-1,2,3,-1,3,-1,6,-12,1,-1
wpb,USA,-2050000,575000,18,-1,0,0,0,19,-10,3,4,-14,2,-2,0,-1,2,-2,2,0,11,-6,-5,-3,6,-6
wpb,USA,-2050000,550000,23,0,0,4,-5,30,-16,63,-25,-44,2,1,-8,2,15,-11,-2,-1,16,11,-23,2,9,-22
wpb,USA,-2050000,525000,19,1,-1,0,2,10,-3,-6,3,-6,1,4,21,14,51,-87,16,98,29,-71,88,-148,294,-310
wpb,USA,-2050000,5e+05,11,0,0,0,0,0,0,0,0,0,0,0,1,1,4,7,-8,28,99,34,-97,-55,478,-492
wpb,USA,-2050000,475000,11,0,0,0,0,0,0,0,0,0,0,1,2,3,4,64,-62,19,104,-82,-31,-22,196,-196
wpb,USA,-2050000,450000,12,0,0,0,0,0,0,0,0,0,0,8,18,-24,33,112,-47,-27,125,-59,-132,13,38,-58
wpb,USA,-2050000,425000,9,0,0,0,0,0,0,0,0,0,0,4,3,-6,173,8,-151,11,141,-110,-73,0,0,0
wpb,USA,-2050000,4e+05,12,0,0,0,0,0,0,0,0,0,0,4,-1,0,24,-21,11,3,95,-79,-6,-30,20,54
wpb,USA,-2050000,375000,11,0,0,0,0,0,0,0,0,0,0,0,5,-2,23,2,-1,109,-120,69,-78,107,-114,9
wpb,USA,-2050000,350000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,27,-26,19,-20,0,0,0
wpb,USA,-2050000,275000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,87,32,-121,0,0,0
wpb,USA,-2050000,250000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,59,-79,0,3,-3
wpb,USA,-2050000,-150000,4,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,2,2,-5,0,0,0,0
wpb,USA,-2050000,-2e+05,3,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,96,-95,-1,0,0,0
wpb,USA,-2050000,-325000,9,0,0,0,0,0,0,0,0,0,0,0,2,-1,1,0,-1,12,-13,53,-46,-5,-2,0
wpb,USA,-2050000,-350000,6,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,40,-40,28,33,67,-107,-21,0,0
wpb,USA,-2050000,-375000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-25,-2,4,1,-5,0,0,0
wpb,USA,-2025000,650000,6,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-1,8,-7,4,-5,0,0
wpb,USA,-2025000,625000,10,-1,0,0,0,2,-1,4,3,-8,0,1,0,-1,0,0,0,0,59,-53,-1,-5,0,0
wpb,USA,-2025000,6e+05,18,-3,-1,2,3,28,-33,39,-5,-34,7,-4,-1,-1,1,2,0,4,-2,-5,2,-3,0,0
wpb,USA,-2025000,575000,21,-1,-2,1,3,84,-64,-18,12,-15,7,-4,-3,3,-4,0,-2,9,-3,-5,1,9,-11,8
wpb,USA,-2025000,550000,18,0,-1,0,0,12,-11,6,2,-9,4,-3,2,8,-7,-4,2,5,-3,34,-30,4,-3,-9
wpb,USA,-2025000,525000,16,-1,0,0,0,12,22,-11,40,-63,3,0,-1,-2,31,-19,13,-13,8,65,11,-96,42,-42
wpb,USA,-2025000,5e+05,10,0,0,0,0,0,0,0,0,0,0,0,11,-8,-2,31,11,232,-12,457,-540,-168,-12,0
wpb,USA,-2025000,475000,12,0,0,0,0,0,0,0,0,0,0,0,48,-36,-6,40,42,252,170,-215,-219,-69,75,-53
wpb,USA,-2025000,450000,12,0,0,0,0,0,0,0,0,0,0,30,149,-88,246,-188,10,-57,55,-70,-44,-13,100,-130
wpb,USA,-2025000,425000,12,0,0,0,0,0,0,0,0,0,0,69,61,84,96,42,-189,86,-184,145,55,-211,407,-461
wpb,USA,-2025000,4e+05,11,0,0,0,0,0,0,0,0,0,0,1,14,116,-82,15,-45,127,-85,65,-82,85,-129,0
wpb,USA,-2025000,375000,12,0,0,0,0,0,0,0,0,0,0,4,-1,114,-116,39,-13,231,-117,202,-300,4,-46,-1
wpb,USA,-2025000,350000,10,0,0,0,0,0,0,0,0,0,0,0,1,3,-2,8,10,15,36,212,-156,27,-154,0
wpb,USA,-2025000,325000,9,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,20,35,-55,193,342,-533,404,-407,0
wpb,USA,-2025000,3e+05,11,0,0,0,0,0,0,0,0,0,0,2,0,38,-34,153,-153,11,64,514,-589,45,-51,0
wpb,USA,-2025000,275000,11,0,0,0,0,0,0,0,0,0,0,1,0,1,253,-241,-5,80,164,209,-455,37,-44,0
wpb,USA,-2025000,250000,12,0,0,0,0,0,0,0,0,0,0,1,24,18,24,54,-89,83,-32,365,-306,-138,-2,-2
wpb,USA,-2025000,225000,9,0,0,0,0,0,0,0,0,0,0,0,15,4,-13,177,-161,7,53,1326,-1347,-61,0,0
wpb,USA,-2025000,2e+05,9,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,8,34,-25,9,991,-1002,-13,-2,0
wpb,USA,-2025000,175000,6,0,0,0,0,0,0,0,0,0,0,0,1,5,-6,0,1,-1,4,902,-898,-8,0,0
wpb,USA,-2025000,150000,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,-5,0,2,319,-321,0,3,-3
wpb,USA,-2025000,125000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,-44,3,-3,0
wpb,USA,-2025000,1e+05,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,79,-83,-1,0,0
wpb,USA,-2025000,75000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,-37,5,-6,0
wpb,USA,-2025000,-375000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-45,9,-1,12,-20,0,0,0
wpb,USA,-2e+06,675000,3,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0
wpb,USA,-2e+06,625000,7,0,0,0,1,-1,0,0,0,1,0,0,-1,0,0,2,-2,0,0,1,-1,0,9,-9
wpb,USA,-2e+06,6e+05,16,2,-3,0,0,1,7,-8,2,-2,0,1,0,1,0,-1,2,-1,1,-3,1,-1,2,2
wpb,USA,-2e+06,575000,14,0,0,1,3,1,24,-24,14,-18,-1,0,2,1,8,-11,10,-4,-6,6,3,-9,0,0
wpb,USA,-2e+06,550000,10,0,0,0,0,6,0,-6,0,1,0,-1,2,-1,-1,1,-1,14,-14,11,-9,-2,0,0
wpb,USA,-2e+06,525000,18,0,0,0,0,22,1,34,-15,-25,12,-11,-11,-5,42,-23,54,14,-74,74,-48,-39,6,-8
wpb,USA,-2e+06,5e+05,8,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,5,-3,54,-46,7,10,-27,25,-25
wpb,USA,-2e+06,475000,13,0,0,0,0,0,0,0,0,0,0,1,18,14,61,-43,-16,300,88,9,-428,2,39,-16
