SPECIES,SOURCE,X,Y,DEF,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
dfb,USA,-2e+06,825000,3,0,0,0,0,2,-2,4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-4
dfb,USA,-2e+06,8e+05,12,0,1,-1,0,0,0,18,-18,3,-2,2,-3,2,14,-16,1,2,-3,1,-1,2,1,-3
dfb,USA,-2e+06,775000,17,0,6,-5,2,1,-4,12,-12,2,-1,1,-1,2,-3,1,1,3,-3,0,-2,4,37,-41
dfb,USA,-2e+06,750000,20,0,12,-10,8,-10,5,-1,-3,3,-2,-1,0,52,-43,4,-13,2,-1,4,0,2,10,-18
dfb,USA,-2e+06,725000,21,2,52,-18,-21,-13,-1,1,-2,16,-11,-1,-1,47,-44,1,0,-5,2,-2,-1,1,0,-2
dfb,USA,-2e+06,7e+05,17,6,128,6,-109,-20,13,-20,-3,1,-2,0,0,11,4,3,-5,-11,2,-1,-1,-2,0,0
dfb,USA,-2e+06,675000,17,7,129,43,-137,-38,-5,-1,4,-2,-2,0,0,51,-31,2,3,-21,1,-5,6,-6,5,-5
dfb,USA,-2e+06,650000,16,24,67,3,-52,-40,-2,1,-1,1,-1,1,-1,7,0,106,-85,-22,-5,1,0,-2,0,0
dfb,USA,-2e+06,625000,9,7,37,8,-39,-7,-6,0,0,0,0,0,0,4,-3,5,-6,0,0,0,0,0,4,-4
dfb,USA,-2e+06,6e+05,9,1,45,-8,-20,25,-43,0,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,1,4
dfb,USA,-2e+06,575000,5,14,-13,4,6,-7,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dfb,USA,-2e+06,550000,4,0,2,8,0,-7,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dfb,USA,-2e+06,275000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,-29,0,0,0,0
dfb,USA,-2e+06,250000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,37,-44,0,0,0,0
dfb,USA,-1975000,1275000,11,1,-1,0,0,0,1,-1,0,0,1,2,-2,1,1,-3,2,-1,0,-1,0,1,-1,0
dfb,USA,-1975000,1250000,11,0,0,0,3,-3,0,9,-9,4,-3,-1,3,2,-5,0,2,-1,0,0,-1,4,-4,0
dfb,USA,-1975000,1225000,17,3,-3,1,4,-5,-1,9,7,-15,7,-6,47,-46,-1,0,-2,0,3,-3,3,-3,0,0
dfb,USA,-1975000,1200000,12,3,-2,0,6,-7,0,0,0,18,-16,-2,0,2,-2,0,3,-3,1,1,2,41,-45,0
dfb,USA,-1975000,1175000,14,-1,3,-3,1,9,-1,-9,0,5,2,-6,-1,1,-1,0,0,5,-4,12,-12,0,-1,0
dfb,USA,-1975000,1150000,18,-14,-2,2,-3,3,3,-6,7,13,-14,-5,0,11,-10,-2,1,4,-5,1,0,0,-1,0
dfb,USA,-1975000,1125000,11,-4,0,0,1,-1,0,0,4,-3,0,-1,0,2,4,-5,-1,2,-2,3,-1,-2,0,0
dfb,USA,-1975000,1100000,16,-1,10,-7,-4,1,1,6,-4,0,-3,-1,5,0,-5,0,0,6,-4,1,-2,-1,0,0
dfb,USA,-1975000,1075000,13,-1,9,2,-10,-1,1,-1,15,-13,0,-2,0,9,-6,1,-4,0,1,1,-2,0,0,0
dfb,USA,-1975000,1050000,14,0,15,-7,-8,0,0,1,-1,3,0,0,1,4,-1,-1,-6,1,0,3,-4,0,2,-2
dfb,USA,-1975000,1025000,8,0,3,-3,0,70,-67,-3,0,1,-1,0,0,0,7,-6,-1,0,3,-1,-2,0,0,0
dfb,USA,-1975000,1e+06,15,0,7,-7,0,0,0,1,2,5,-4,0,37,-27,41,-48,-7,1,5,-3,-2,0,-1,0
dfb,USA,-1975000,975000,21,2,16,-17,0,0,0,4,4,7,-9,4,15,5,32,-47,-8,-6,2,7,-11,12,-4,-8
dfb,USA,-1975000,950000,22,2,12,-13,3,0,-1,5,1,11,-14,8,20,-16,-6,16,-22,-4,3,0,-2,-2,7,-8
dfb,USA,-1975000,925000,16,0,9,-9,0,1,-1,0,2,6,-6,5,18,-17,-3,0,0,-5,3,1,-3,4,-2,-3
dfb,USA,-1975000,9e+05,3,0,0,0,0,0,0,0,0,0,0,1,-1,3,-3,0,0,0,0,0,0,0,1,-1
dfb,USA,-1975000,825000,15,0,1,-1,1,0,-1,6,-5,1,1,0,-2,2,-3,1,-1,2,-1,2,-3,0,1,-1
dfb,USA,-1975000,8e+05,18,0,9,-7,0,-1,3,35,-39,8,-7,0,-1,1,0,3,1,-3,-2,5,-3,-1,1,-2
dfb,USA,-1975000,775000,17,2,6,-6,2,-4,2,2,-4,8,-5,-1,-1,23,15,-30,-4,0,-3,-1,-1,0,0,0
dfb,USA,-1975000,750000,20,8,15,-2,-8,-10,-1,4,-3,8,-9,0,0,36,-27,-7,-2,0,8,-8,-2,7,-7,0
dfb,USA,-1975000,725000,20,28,73,-37,-35,-22,-1,-6,0,18,-14,-1,-1,78,-62,1,-14,5,3,-5,1,-8,16,-17
dfb,USA,-1975000,7e+05,19,2,114,-36,-56,10,-7,-27,0,2,0,-2,1,15,-6,121,-99,-25,-5,0,2,-3,2,-3
dfb,USA,-1975000,675000,15,9,67,35,-89,10,-29,-8,0,0,0,0,0,17,40,150,-142,-34,-31,1,3,-3,-1,0
dfb,USA,-1975000,650000,11,1,6,34,-32,-6,-2,-1,0,0,0,0,0,3,-2,7,0,-4,-4,0,0,0,0,0
dfb,USA,-1975000,625000,4,0,5,-3,0,-2,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0
dfb,USA,-1975000,6e+05,4,0,1,-1,6,58,-64,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dfb,USA,-1975000,275000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,-13,22,-26,0,0,0,0
dfb,USA,-1975000,250000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,-6,-5,0,0,0,0
dfb,USA,-1950000,1275000,12,0,1,-1,0,0,0,2,-1,1,4,-4,0,1,-3,0,0,1,0,0,-1,0,1,-1
dfb,USA,-1950000,1250000,17,0,1,0,5,-3,2,7,-4,-3,13,-6,-5,24,-26,-3,-2,0,9,-9,4,-4,13,-13
dfb,USA,-1950000,1225000,13,-1,3,1,11,51,-66,15,6,14,31,-59,-2,2,-7,0,0,0,9,-9,0,0,0,0
dfb,USA,-1950000,1200000,17,11,-8,-3,14,7,-22,2,-2,29,-3,-23,-2,23,-23,-1,0,2,-2,0,3,-3,3,-2
dfb,USA,-1950000,1175000,16,3,1,-5,3,10,-10,-3,0,19,-7,-6,-6,7,-3,-4,4,-1,-2,1,-2,0,7,-7
dfb,USA,-1950000,1150000,19,0,4,-1,-3,5,-4,1,0,3,-6,1,1,17,-12,-6,-1,3,-3,0,1,-1,8,-6
dfb,USA,-1950000,1125000,13,0,4,1,-5,1,-1,1,1,6,-8,2,0,8,-9,0,-1,2,-2,0,1,-1,0,0
dfb,USA,-1950000,1100000,19,1,4,5,-10,1,3,5,-3,-3,0,7,-8,13,3,-14,-1,1,-1,6,5,-14,0,0
dfb,USA,-1950000,1075000,18,0,8,2,-10,1,0,-1,0,8,-6,-1,69,33,-85,36,-53,4,-4,9,-8,6,-7,-1
dfb,USA,-1950000,1050000,18,2,16,-1,-9,-8,1,0,-1,4,-1,8,20,-17,-7,-6,1,1,-3,5,-1,7,-11,0
dfb,USA,-1950000,1025000,18,1,-1,2,3,-4,0,0,-1,3,-2,2,22,-13,-9,5,-3,-2,-2,0,-1,0,5,-5
dfb,USA,-1950000,1e+06,17,0,5,-5,0,0,0,2,1,12,-12,9,-6,7,-2,0,-6,1,0,-5,1,-1,0,-1
dfb,USA,-1950000,975000,19,1,4,-5,4,-3,-1,2,12,-2,-8,4,-1,-3,3,-3,5,-7,3,-1,-4,2,2,-4
dfb,USA,-1950000,950000,14,0,0,0,0,0,0,0,5,3,-6,1,-2,2,3,-4,1,2,1,-2,-4,4,-3,-1
dfb,USA,-1950000,875000,11,0,0,0,0,8,-8,0,6,3,-9,0,2,4,-5,-1,1,2,0,0,-3,1,-1,0
dfb,USA,-1950000,850000,18,0,0,0,2,-2,2,1,1,2,-4,1,0,11,-3,-9,1,1,-1,3,-4,-1,0,-1
dfb,USA,-1950000,825000,18,1,1,-1,0,-1,3,5,-2,2,-5,1,-2,15,-5,-2,-4,2,-5,7,-10,0,0,0
dfb,USA,-1950000,8e+05,20,2,5,3,-6,-3,2,9,-1,2,-10,-2,0,44,-22,-11,-11,1,-1,1,-1,-1,0,0
dfb,USA,-1950000,775000,19,11,9,-1,-14,-3,-1,9,-6,13,-14,-3,2,43,-31,-12,0,-2,2,-1,2,-1,-2,0
dfb,USA,-1950000,750000,20,49,210,-119,-88,38,4,-62,-32,14,-13,2,1,17,-6,-8,-3,-2,22,-22,1,-3,1,-1
dfb,USA,-1950000,725000,21,12,263,-187,-36,-14,-21,6,-23,1,0,1,-1,12,-5,-2,-3,-2,0,0,1,1,-2,-1
dfb,USA,-1950000,7e+05,12,1,14,2,-8,-4,12,-16,-1,0,0,0,0,1,-1,1,0,-1,0,1,1,-2,0,0
dfb,USA,-1950000,275000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,-7,2,-5,0,0,0,0
dfb,USA,-1925000,1250000,18,1,1,-2,1,3,-4,3,15,-11,-2,1,55,-27,-30,-3,1,3,-2,-1,4,-6,0,0
dfb,USA,-1925000,1225000,20,27,-27,1,0,40,-39,0,45,-16,-30,-1,3,19,-14,-4,-3,4,3,-3,-4,2,-3,2
