SPECIES,SOURCE,X,Y,DEF,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
wbbb,CA,-1778963.8779,1405940.4511,22,-6,5,0,-2,1,36,-19,44,-16,-33,-9,-1,36,27,-7,-11,31,-61,8,1,-25
wbbb,CA,-1753963.8779,1405940.4511,22,-3,2,-1,-3,3,28,6,-8,-19,-2,-2,-7,14,2,-7,31,3,-23,12,-13,-22
wbbb,CA,-1728963.8779,1405940.4511,7,-2,0,0,0,0,0,0,0,0,0,0,1,4,-4,0,-1,1,2,-3,0,0
wbbb,CA,-1703963.8779,1405940.4511,12,0,0,0,0,1,25,25,-48,-3,0,0,6,8,-10,3,-7,2,0,-1,2,-3
wbbb,CA,-1678963.8779,1405940.4511,21,0,1,3,-5,6,92,-36,-61,-2,16,6,-4,45,-17,20,-26,13,-35,10,-3,3
wbbb,CA,-1653963.8779,1405940.4511,22,7,14,-6,1,19,103,-34,-87,0,37,21,-5,59,-45,36,-34,55,-122,70,-5,-49
wbbb,CA,-1628963.8779,1405940.4511,4,-4,1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,-1,0,0,0
wbbb,CA,-1603963.8779,1405940.4511,20,-3,0,13,-11,12,21,-27,11,-17,1,2,12,3,2,25,1,7,-36,36,0,-44
wbbb,CA,-1578963.8779,1405940.4511,21,12,1,-4,17,15,68,-9,-45,29,-55,-31,14,-9,13,-2,-6,9,-11,22,3,-35
wbbb,CA,-1553963.8779,1405940.4511,21,-3,14,-18,10,-2,76,-29,17,-28,-27,-10,1,3,11,15,-11,30,-31,22,-15,-30
wbbb,CA,-1528963.8779,1405940.4511,8,0,0,0,0,0,11,-10,1,-1,-1,1,-1,0,0,0,0,1,-1,0,1,0
wbbb,CA,-1503963.8779,1405940.4511,14,15,-15,0,0,0,10,5,-6,2,-11,1,-1,0,1,2,-1,23,-24,6,17,-23
wbbb,CA,-1478963.8779,1405940.4511,14,12,-12,0,3,-3,9,5,-11,-1,9,-7,-4,0,0,5,1,6,-2,10,6,-26
wbbb,CA,-1453963.8779,1405940.4511,9,0,0,0,0,0,23,-17,2,-8,14,-14,0,0,0,0,3,1,7,14,-14,-11
wbbb,CA,-1428963.8779,1405940.4511,17,0,0,0,6,-1,26,-16,-1,1,42,-42,-15,3,25,-25,24,45,-56,39,3,-2
wbbb,CA,-1403963.8779,1405940.4511,10,1,-1,0,2,-2,0,0,11,-6,-5,0,0,1,3,-4,0,10,-10,34,-25,4
wbbb,CA,-1378963.8779,1405940.4511,15,0,0,0,0,0,5,-2,0,6,-8,2,-3,2,1,12,2,6,-20,4,3,5
wbbb,CA,-1353963.8779,1405940.4511,5,0,0,0,0,0,1,-1,0,2,-2,0,0,0,0,0,0,29,-29,1,0,-1
wbbb,CA,-1803963.8779,1430940.4511,9,0,0,0,0,0,6,-1,28,-17,-16,0,0,0,117,-74,-43,16,1,11,-28,0
wbbb,CA,-1778963.8779,1430940.4511,22,-2,-12,23,-11,17,8,35,-19,78,-108,5,8,14,20,101,-37,-6,-107,44,-17,-52
wbbb,CA,-1753963.8779,1430940.4511,21,-13,-3,28,-14,-6,8,-10,1,-5,12,-14,-9,26,-18,11,-3,16,-15,13,-15,-12
wbbb,CA,-1728963.8779,1430940.4511,9,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,2,0,-2,-1,0,3,-4
wbbb,CA,-1678963.8779,1430940.4511,6,-1,-1,1,-1,0,4,-4,0,0,0,0,0,0,0,0,0,0,3,-3,2,-2
wbbb,CA,-1653963.8779,1430940.4511,21,16,1,10,-2,46,29,-26,-27,-41,52,-9,16,4,-21,-4,-35,40,-44,11,0,-21
wbbb,CA,-1628963.8779,1430940.4511,21,3,9,-4,-6,-3,13,-11,-1,0,-2,2,1,14,1,0,-14,15,-16,9,1,-12
wbbb,CA,-1603963.8779,1430940.4511,21,3,13,0,-9,4,15,-21,-4,3,-3,14,-7,13,9,10,-29,22,-17,23,-4,-32
wbbb,CA,-1578963.8779,1430940.4511,20,18,-14,3,4,44,37,48,-34,-77,40,13,-45,-2,18,0,8,-17,-21,48,-50,-21
wbbb,CA,-1553963.8779,1430940.4511,20,-5,1,4,7,27,90,33,-55,-21,17,59,-81,-34,-14,15,5,100,-131,116,-91,-47
wbbb,CA,-1528963.8779,1430940.4511,13,12,-12,0,2,1,11,9,2,-20,-1,-4,2,-2,0,2,-2,20,-20,11,-6,-5
wbbb,CA,-1503963.8779,1430940.4511,13,0,0,0,1,-1,3,0,8,-7,-3,0,0,-1,0,0,11,0,-8,7,8,-18
