SPECIES,SOURCE,X,Y,DEF,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
mpb,USA,-1950000,125000,17,64,14,-39,-27,-12,1,-1,0,0,143,-61,-14,-12,18,-71,6,75,-14,316,-380,-6,18,-18
mpb,USA,-1950000,1e+05,15,0,1,-1,0,0,0,0,0,3,136,-110,-5,-1,77,-86,-4,146,-105,316,-218,-143,-5,-1
mpb,USA,-1950000,75000,12,0,0,0,0,0,0,0,0,0,55,-11,177,-193,44,116,-95,676,-546,186,-326,-83,12,-12
mpb,USA,-1950000,50000,12,0,0,0,0,0,0,1,-1,0,16,-7,284,-261,-14,69,156,1075,-468,4,-821,-33,0,0
mpb,USA,-1950000,25000,13,0,0,0,0,0,0,0,0,0,30,-29,206,-183,-22,77,64,350,922,-613,-655,-116,-11,-20
mpb,USA,-1950000,0,12,0,0,0,0,0,0,0,0,0,2,1,135,-133,5,12,761,-636,-81,987,-793,-260,179,-179
mpb,USA,-1950000,-25000,13,0,0,0,0,0,0,0,0,0,70,-47,162,-169,31,51,620,-568,77,1925,-1552,-565,-29,-6
mpb,USA,-1950000,-50000,11,0,0,0,0,0,0,0,0,0,37,-11,150,-141,6,198,-70,-139,724,2999,-3627,-126,0,0
mpb,USA,-1950000,-75000,8,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,66,-42,-15,482,758,-1237,-14,0,0
mpb,USA,-1950000,-1e+05,4,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,8,0,-8,0,7,-7,0,0,0
mpb,USA,-1925000,1225000,3,-1,0,0,0,0,0,0,0,1,-1,0,0,10,-10,0,0,0,0,0,0,0,0,0
mpb,USA,-1925000,1200000,6,18,-19,1,-1,0,0,0,0,0,1,-1,1,17,-18,0,0,0,0,0,0,0,0,0
mpb,USA,-1925000,850000,4,0,0,0,0,0,0,0,8,3,-7,-4,0,4,-4,0,0,0,0,0,0,0,0,0
mpb,USA,-1925000,8e+05,6,0,0,0,0,0,0,0,41,133,-5,33,-165,32,-69,0,0,0,0,0,0,0,0,0
mpb,USA,-1925000,775000,11,0,1,-1,0,1,17,5,226,203,378,-424,-243,724,-869,-18,0,0,0,0,0,0,0,0
mpb,USA,-1925000,750000,14,-27,5,-11,6,5,6,25,155,-17,414,-301,-109,419,-599,-4,0,0,0,0,0,0,0,0
mpb,USA,-1925000,725000,15,-1601,98,-171,90,-248,-42,380,-244,189,-74,233,-204,1698,-2054,-43,0,0,0,0,0,0,0,0
mpb,USA,-1925000,7e+05,15,-346,47,-64,17,-5,20,18,48,104,37,3,-59,595,-662,-119,0,0,0,0,0,0,0,0
mpb,USA,-1925000,675000,11,0,0,0,5,-1,1,1,-2,9,8,9,-1,259,-281,-7,0,0,0,0,0,0,0,0
mpb,USA,-1925000,650000,13,0,1,3,-3,1,0,4,1,-3,-1,9,19,254,-279,-6,0,0,0,0,0,0,0,0
mpb,USA,-1925000,625000,11,0,3,-3,0,4,13,30,40,2,44,163,-8,2004,-2021,-271,0,0,0,0,0,0,0,0
