SPECIES,SOURCE,X,Y,DEF,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
wsbw,CA,-1828963.8779,1455940.4511,5,0,0,0,0,0,0,53,22,-61,6,-20,0,4,-4,0,0,0,0,0,0,0
wsbw,CA,-1803963.8779,1455940.4511,13,-3,12,28,45,-45,-39,77,14,-78,91,-96,3,9,-21,0,0,0,0,0,0,0
wsbw,CA,-1778963.8779,1455940.4511,12,0,22,32,33,-79,-8,31,11,22,-58,78,-4,123,-200,-3,0,0,0,0,0,0
wsbw,CA,-1753963.8779,1455940.4511,14,105,-22,-85,144,27,-166,241,-82,-112,141,312,-281,465,-691,0,0,0,0,0,0,0
wsbw,CA,-1728963.8779,1455940.4511,17,83,21,8,-61,27,-45,158,36,-114,-16,82,-49,201,-322,-6,-3,0,0,9,2,-11
wsbw,CA,-1703963.8779,1455940.4511,15,0,26,148,-146,-22,-6,112,73,-73,-46,193,-227,247,-185,-94,0,0,0,9,6,-8
wsbw,CA,-1678963.8779,1455940.4511,12,0,2,81,-1,-82,0,302,152,-177,88,345,-700,262,-109,-155,-8,0,0,0,0,0
wsbw,CA,-1653963.8779,1455940.4511,10,0,0,0,0,0,0,229,113,-96,-99,106,-238,237,-201,-51,0,0,0,43,-23,-20
wsbw,CA,-1628963.8779,1455940.4511,7,0,0,0,0,0,0,27,52,-23,-51,11,35,-13,-38,0,0,0,0,0,0,0
wsbw,CA,-1603963.8779,1455940.4511,7,0,0,0,0,0,0,14,6,11,49,-23,-43,-12,-2,0,0,0,0,0,0,0
wsbw,CA,-1578963.8779,1455940.4511,4,0,0,0,0,0,0,0,0,0,3,-2,1,12,-14,0,0,0,0,0,0,0
wsbw,CA,-1553963.8779,1455940.4511,5,0,0,0,0,0,0,0,0,0,2,15,13,-11,-19,2,-2,0,0,0,0,0
wsbw,CA,-1853963.8779,1480940.4511,6,0,0,0,29,-4,-3,38,23,-83,18,-18,0,0,0,0,0,0,0,0,0,0
wsbw,CA,-1828963.8779,1480940.4511,8,0,0,0,8,1,-8,33,-10,-24,0,17,13,9,-39,0,0,0,0,0,0,0
wsbw,CA,-1803963.8779,1480940.4511,8,-1,0,0,0,22,-22,105,56,-110,-51,13,1,13,-27,0,0,0,0,0,0,0
wsbw,CA,-1778963.8779,1480940.4511,10,0,0,0,0,13,-9,93,2,-15,-29,87,-73,32,-85,-16,0,0,0,0,0,0
wsbw,CA,-1753963.8779,1480940.4511,9,0,0,40,-20,-20,0,243,118,-48,151,19,-358,148,-273,0,0,0,0,0,0,0
wsbw,CA,-1728963.8779,1480940.4511,11,0,10,-10,18,-11,-7,5,26,30,-24,101,-138,97,75,-169,-3,0,0,0,0,0
wsbw,CA,-1703963.8779,1480940.4511,11,0,8,-8,12,-12,0,115,372,-136,-322,217,-210,214,-88,-162,0,0,0,0,0,3
wsbw,CA,-1678963.8779,1480940.4511,11,0,0,0,0,4,-4,5,112,47,-109,-42,22,65,-29,-48,-19,-4,0,0,0,0
wsbw,CA,-1653963.8779,1480940.4511,10,0,0,0,0,3,-3,91,371,-119,-292,28,36,68,-77,-89,-17,0,0,0,0,0
wsbw,CA,-1628963.8779,1480940.4511,5,0,0,0,0,0,0,0,34,104,107,-216,-24,-5,0,0,0,0,0,0,0,0
wsbw,CA,-1603963.8779,1480940.4511,7,0,0,0,0,0,0,1,49,-15,62,-29,-67,2,-3,0,0,0,0,0,0,0
wsbw,CA,-1578963.8779,1480940.4511,4,0,0,0,0,0,0,0,0,24,2,-12,0,-14,0,0,0,0,0,0,0,0
wsbw,CA,-1553963.8779,1480940.4511,4,0,0,0,0,0,0,0,0,3,0,-3,2,-2,0,2,-2,0,0,0,0,0
wsbw,CA,-1878963.8779,1505940.4511,3,0,0,0,0,0,0,3,14,-17,0,0,0,2,-2,0,0,0,0,0,0,0
wsbw,CA,-1853963.8779,1505940.4511,10,0,0,13,65,-47,-17,-4,43,-52,6,-7,0,4,-2,-2,0,0,0,0,0,0
wsbw,CA,-1828963.8779,1505940.4511,7,0,0,7,30,-33,7,61,76,-148,0,0,0,1,-1,0,0,0,0,0,0,0
wsbw,CA,-1803963.8779,1505940.4511,8,0,0,0,0,0,4,65,-18,-33,-13,14,-4,16,-31,0,0,0,0,0,0,0
wsbw,CA,-1778963.8779,1505940.4511,7,0,0,0,0,0,11,209,9,-82,-40,-4,-103,1,-1,0,0,0,0,0,0,0
