SPECIES,SOURCE,X,Y,DEF,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
dfb,CA,-1578963.8779,1305940.4511,8,9,-9,0,0,0,0,1,-1,0,0,0,0,0,1,2,-3,1,1,0,-2,2
dfb,CA,-1553963.8779,1305940.4511,6,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,-2,-6,6
dfb,CA,-1528963.8779,1305940.4511,8,5,-2,4,-6,-1,0,0,0,0,0,0,0,0,0,0,0,5,-5,10,-3,10
dfb,CA,-1478963.8779,1305940.4511,8,9,-8,-4,0,0,0,10,-10,3,-3,0,1,-1,0,0,0,0,0,0,1,0
dfb,CA,-1403963.8779,1305940.4511,4,2,6,-8,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,0,0,1
dfb,CA,-1378963.8779,1305940.4511,16,8,-2,-6,0,0,11,-9,-2,8,-6,-1,1,4,-5,6,-5,3,-5,4,4,0
dfb,CA,-1353963.8779,1305940.4511,4,0,0,0,0,0,0,0,0,2,-2,0,0,2,-2,0,0,0,0,0,1,0
dfb,CA,-1803963.8779,1330940.4511,14,0,0,4,-2,6,-5,-3,4,-4,10,-10,60,-46,-13,13,-7,-4,12,-11,-4,0
dfb,CA,-1778963.8779,1330940.4511,8,0,0,3,-3,1,0,0,-1,0,0,0,0,2,-2,0,0,0,0,1,27,-24
dfb,CA,-1753963.8779,1330940.4511,3,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,0,1,-1,0,1,-1
dfb,CA,-1728963.8779,1330940.4511,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-1,0,1,-2
dfb,CA,-1703963.8779,1330940.4511,9,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,1,0,2,2,-5,3,-3
dfb,CA,-1678963.8779,1330940.4511,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-2,-1,0,0,4
dfb,CA,-1653963.8779,1330940.4511,5,0,0,0,0,0,0,0,3,-2,-1,0,0,0,0,0,0,3,-2,-1,0,7
dfb,CA,-1628963.8779,1330940.4511,7,-1,0,0,0,0,7,-6,-1,1,-1,0,0,0,0,0,0,1,2,-3,0,3
dfb,CA,-1603963.8779,1330940.4511,4,0,0,0,0,0,5,2,-7,0,0,0,0,0,0,0,0,2,-2,0,0,3
dfb,CA,-1578963.8779,1330940.4511,5,0,0,0,0,0,0,0,4,-4,0,0,0,0,0,0,0,0,13,-5,-5,1
dfb,CA,-1553963.8779,1330940.4511,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-2,0,2,6,7,-7
dfb,CA,-1528963.8779,1330940.4511,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,1,-1,6
dfb,CA,-1503963.8779,1330940.4511,9,0,1,-1,2,-2,0,0,0,0,0,0,0,0,2,2,-2,1,-3,2,-1,10
dfb,CA,-1478963.8779,1330940.4511,9,9,-6,-3,0,0,0,0,0,2,-2,2,-2,3,-3,1,-1,0,1,-1,1,2
dfb,CA,-1403963.8779,1330940.4511,4,6,4,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-4,0,1,-1
dfb,CA,-1378963.8779,1330940.4511,15,20,-9,-16,0,2,12,-4,-8,4,-6,0,0,0,4,-1,5,21,-29,22,-5,-12
dfb,CA,-2003963.8779,1355940.4511,4,0,0,0,0,0,0,0,0,5,-5,0,0,0,0,0,0,0,0,4,-1,279
dfb,CA,-1853963.8779,1355940.4511,9,0,0,0,0,0,0,0,0,0,0,1,2,-2,1,-1,32,-33,2,4,-4,-2
dfb,CA,-1828963.8779,1355940.4511,9,0,0,0,0,0,0,2,0,-2,0,1,-1,3,3,-2,-4,0,3,18,-18,-3
dfb,CA,-1803963.8779,1355940.4511,4,0,0,0,0,0,0,5,-2,-3,1,-1,0,2,-2,0,0,0,0,0,0,0
dfb,CA,-1778963.8779,1355940.4511,7,0,0,2,2,-4,1,3,-4,0,0,1,-1,1,-1,0,0,0,0,2,-2,0
dfb,CA,-1703963.8779,1355940.4511,4,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,2,-1
dfb,CA,-1678963.8779,1355940.4511,9,4,9,-9,-3,-1,1,-1,0,2,-2,0,0,0,0,0,0,0,1,-1,1,0
dfb,CA,-1653963.8779,1355940.4511,4,4,0,-3,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dfb,CA,-1628963.8779,1355940.4511,5,0,3,-3,1,-1,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,3
dfb,CA,-1578963.8779,1355940.4511,3,0,0,0,0,0,1,3,-4,0,0,0,0,0,0,1,-1,0,0,0,0,0
dfb,CA,-1553963.8779,1355940.4511,6,3,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,-3,5
dfb,CA,-1528963.8779,1355940.4511,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,13
dfb,CA,-1503963.8779,1355940.4511,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-3,1,-1,0,4,0
dfb,CA,-1478963.8779,1355940.4511,11,2,-2,-2,0,0,0,0,0,0,4,-2,2,-4,2,12,-12,6,-8,0,2,-2
dfb,CA,-1453963.8779,1355940.4511,7,10,-11,-2,1,-1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
dfb,CA,-1403963.8779,1355940.4511,4,29,-27,-2,5,-5,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dfb,CA,-1378963.8779,1355940.4511,12,11,9,-20,2,-2,1,2,-3,0,0,3,-3,2,-2,0,2,6,-8,8,1,10
dfb,CA,-1353963.8779,1355940.4511,4,1,-1,0,0,0,0,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,1
dfb,CA,-2003963.8779,1380940.4511,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-1,-1,27,-25,10
dfb,CA,-1828963.8779,1380940.4511,5,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,-1,0,4,-1,-3
dfb,CA,-1803963.8779,1380940.4511,7,0,0,0,0,1,-1,8,-8,2,-2,1,-1,0,0,0,0,0,1,12,-7,-6
dfb,CA,-1753963.8779,1380940.4511,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,-7,1,0
