SPECIES,SOURCE,X,Y,DEF,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
tcbw,CA,-1828963.8779,2155940.4511,5,60,-555,-7,0,0,0,0,0,0,548,-548,0,0,0,0,0,0,3,-3,0,0
tcbw,CA,-1803963.8779,2155940.4511,4,-251,-739,0,0,0,0,0,0,0,79,-79,0,0,0,0,0,0,57,-57,0,0
tcbw,CA,-1778963.8779,2155940.4511,4,-397,-387,0,0,0,0,0,0,0,133,-133,0,0,0,0,0,0,139,-139,0,0
tcbw,CA,-1678963.8779,2155940.4511,3,-27,13,-13,0,0,0,0,0,0,0,50,-50,0,0,0,0,0,0,0,0,0
tcbw,CA,-1853963.8779,2180940.4511,4,78,-113,0,0,0,0,0,0,0,70,-70,0,0,0,0,0,0,82,-82,0,0
tcbw,CA,-1828963.8779,2180940.4511,5,142,-565,0,0,0,0,0,0,0,83,-83,0,0,0,0,0,0,516,-516,196,-196
tcbw,CA,-1803963.8779,2180940.4511,5,-128,-401,0,0,0,0,0,0,0,9,-9,0,0,0,0,0,0,151,-151,39,-39
tcbw,CA,-1778963.8779,2180940.4511,4,-383,-313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,-104,58,-58
tcbw,CA,-1828963.8779,2205940.4511,4,400,-631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954,-954,510,-510
tcbw,CA,-1803963.8779,2205940.4511,4,413,-697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-4,26,-26
tcbw,CA,-1778963.8779,2205940.4511,3,-22,-215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,-20
tcbw,CA,-1828963.8779,2230940.4511,3,98,-106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,-31
