SOURCE,X,Y,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
USA,-50000,1045000,3.6610312730146,1.53539259008204,0.776544871078655,-3.08837032922837,-1.03128954255795,0.0292558773419547,2.09345802001972,-1.69962851295535,0.360893804863609,0.143296094558659,-0.464480872379147,-0.774607442656661,3.89111972736837,-3.81452431792911,3.41926593882677,-4.06452431563416,-0.697463669539328,2.05403658827637,2.16317253057534,-1.54901298152969,-0.877623035746897,-1.09258463260321,1.73729551400054
USA,-50000,1070000,3.66341767715032,1.61109844496475,0.749157073942247,-3.1354836382936,-1.20046583313954,0.100900752721661,2.0928769337954,-1.77494759964294,0.43483327443906,0.149575285707142,-0.475223386895379,-0.791694714882363,3.89618994807707,-3.9989122001585,3.57850065306852,-4.08817741707998,-0.790564647534994,2.09717707275981,1.99202173676245,-1.27399717650038,-0.769104296289994,-1.11787255885218,1.62799373789806
USA,-25000,970000,3.40548995234072,1.45563607561336,0.81030188591578,-3.26188538874025,-0.372668870193429,-0.399829077857638,2.35276196458443,-1.7405207647623,0.463012393340303,-0.353029736082302,-0.348137044795102,-0.530188022663129,3.31947899786255,-3.165081195348,3.09256214595312,-4.23777886862183,-0.4897041351887,2.14250824091229,2.23889741066013,-1.73159468171344,-1.08336598109113,-0.869615554072351,1.86348525738506
USA,-25000,995000,3.48190201387686,1.42982501901995,0.792451818355503,-3.15526165380851,-0.64590365879765,-0.246565166609959,2.25861288499735,-1.61667456304369,0.406757162718766,-0.256316748991123,-0.417965118926979,-0.479771067617151,3.47338588978213,-3.37084406090404,3.19343257974961,-4.18094478380953,-0.623940301911057,2.08430572515072,2.18901219517444,-1.60985040373251,-1.07215983962287,-0.909675023486741,1.83083947641013
USA,-25000,1020000,3.57909852179356,1.39528034787243,0.741831298945855,-3.06126507322345,-0.897052151859424,-0.0792814943851317,2.12630262181478,-1.52835023726261,0.38102122016149,-0.155228222040751,-0.424324615127577,-0.502302926989542,3.64088350496979,-3.62405452697087,3.3067035763499,-4.09968222675334,-0.7434179863544,2.03434982765304,2.11336091862378,-1.45005440840897,-1.06240969746176,-0.941571559021751,1.77848938778379
USA,-25000,1045000,3.63413558860518,1.34952748780703,0.687854369700676,-3.00125062770153,-1.09439685425061,0.106029477706451,1.97059663881829,-1.53852014554343,0.478982636902921,-0.137479804716508,-0.403274448410572,-0.573375537790194,3.77737428931071,-3.83275719050884,3.42964260855112,-4.08749291156749,-0.826132027864317,2.05320581522022,1.97308734368599,-1.22676431377147,-1.0279674925616,-0.942738523861824,1.72989529116919
USA,-25000,1070000,3.6720324689933,1.37228829132921,0.632980367671006,-2.98613881475617,-1.25393371441023,0.212780864972735,1.93658667325202,-1.57926982128969,0.560002525048719,-0.143367523974731,-0.397757648184331,-0.628480318363628,3.84849280344555,-4.04789880202041,3.59371916221521,-4.08483027583132,-0.924556326595787,2.11816212781297,1.82376702022603,-0.995645869506927,-0.94755485373125,-0.972044681753957,1.66307433911438
USA,0,695000,2.10348435205774,2.24627916750966,0.619220297153093,-4.2555353006014,0.449860264401206,0.810762421109085,1.66744250832506,-1.82406089911045,0.780024794248585,-1.19287365851826,-0.172747488886106,0.237945636740465,2.57466626247835,-2.45493242453075,3.00278449250819,-5.16301500126892,1.20911432414356,1.19309711788191,2.07898986821695,-0.874681474359896,-2.14569707300709,-0.416588658596196,2.19118195275534
USA,0,720000,2.29330241417433,2.18124807813197,0.607358361282608,-4.09997562452855,0.435897331829966,0.680152716475299,1.64419743751404,-1.70380433879494,0.797459693065146,-1.15391712755261,-0.268363042161078,0.2195568232003,2.75988462807145,-2.61737921030508,2.93786694291557,-5.09562466302069,1.10200213357831,1.26005287150186,2.09275710873725,-0.907680213457557,-2.11267241938127,-0.457658761832336,2.29384175257774
USA,0,745000,2.51342880374635,2.13869644171634,0.52037702984255,-3.90527748764038,0.293604284231213,0.594546999475529,1.65488098439447,-1.66944902790731,0.901765488534551,-1.05202108864783,-0.445504783117593,0.178589742843967,3.03856969442371,-2.81986029296703,2.89292349922824,-5.07761912056675,0.980575098701917,1.33851320673,2.07197636433409,-0.979341699010668,-1.98532197722812,-0.52787660696746,2.25867902910911
USA,0,770000,2.67412940391509,2.0698108083189,0.401512211699844,-3.7690041861011,0.0593591145588206,0.610895794385458,1.67849116806275,-1.63910254479142,0.936134615209518,-0.940005957918372,-0.595477784355901,0.185192008806643,3.34994271595789,-3.08970675593407,2.95236188637862,-5.04533536175139,0.738323211040772,1.41117621594899,2.0984064755377,-1.02521105207047,-1.86368683939332,-0.592622955104896,2.2667174467732
USA,0,795000,2.62655424659803,2.03931316454884,0.318084011251137,-3.64750297471883,-0.080068622093272,0.556597603129539,1.60666051240752,-1.53282493898713,0.945111270292422,-0.928000325574224,-0.558094686552849,0.189556266258777,3.40402461635134,-3.18403532836403,3.03174834649551,-4.99885801406453,0.525030919317671,1.48362124913341,2.15395709974046,-1.05612342782952,-1.86099503351382,-0.539716936813054,2.25587853651586
USA,0,820000,2.63744939453226,1.96071776170212,0.281086939435047,-3.54083468371925,-0.174453489006302,0.466856442947849,1.58015711267599,-1.46761274688463,0.892206229412372,-0.864518181205478,-0.474090469645824,0.127714921434088,3.35774400926018,-3.20234303661888,3.07587902905884,-4.86998744189364,0.311296586604657,1.55099786289814,2.1882403955578,-1.0796681994651,-1.87044095016024,-0.509921457391295,2.26602707169473
USA,0,845000,2.86473384486458,1.80004039517638,0.319578865915013,-3.50878165481497,-0.202799609207131,0.381518801882299,1.66199928298756,-1.50916356932465,0.746467941586463,-0.679978182563851,-0.426873589403265,-0.0214910683765424,3.35784734088876,-3.25326420368344,2.99170145287887,-4.57594492514459,0.133670188447736,1.56417573292581,2.19726833551841,-1.1464168053322,-1.79087888340786,-0.570471722306496,2.26722293653113
USA,0,870000,3.10399811642748,1.6738585514364,0.388260250805912,-3.51135919184911,-0.197553460298582,0.274962980647437,1.79736653305801,-1.60322948271456,0.607151417763209,-0.515811692507235,-0.379558027880827,-0.179631887060857,3.41496570848744,-3.30334006684667,2.91906889392468,-4.36919596784668,0.0250961314353404,1.56924808282461,2.21849338553968,-1.22896087227286,-1.69077103525577,-0.652481187407954,2.25853534371708
USA,0,895000,3.19475473621843,1.65767927508545,0.416610234995769,-3.46569552210973,-0.272069942513367,0.0768458781819899,2.04036838830617,-1.77158216770898,0.613401212375157,-0.509010153993257,-0.283207562092704,-0.316314624274973,3.52821398681793,-3.36319488242878,2.93597307114431,-4.29662553256641,-0.11292784828464,1.65914403908138,2.27787386059437,-1.37497404084324,-1.52161058841596,-0.664865782205819,2.22578539795752
