SOURCE,X,Y,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
USA,1350000,90000,0.338760529794576,0.105640060497884,-1.44063217934221,2.15751335399353,-2.31779116048842,4.40150563085674,-0.462378615616798,-3.34266872114517,1.00106951794711,2.10007331106437,-2.5782005145498,0.97967542999994,-1.33117089030732,3.50363348051154,-3.18797743122166,1.13404669433515,0.220643911917396,3.0305608994046,-3.37583278037994,-2.57271805517367,5.77645423951397,-3.46980722865367
USA,1375000,115000,0.0582840689442328,0.541057211768782,-1.85189324145039,2.02370752757821,-1.89971715478243,3.95726848734722,-0.0212353570836656,-3.48932272897888,1.08114289851488,1.62020193067683,-2.06708257245385,0.88520190289496,-1.2959766690447,3.35056584554994,-3.26786360801634,0.967201930078329,0.570138421528431,2.82392681504446,-3.20471386451925,-2.5446595899072,5.82719768823035,-3.4694624688299
USA,1375000,140000,-0.00320552452275535,0.652609708494073,-1.9226089332642,2.12991686490646,-2.03280728324938,4.11833097701925,-0.195285696707016,-3.3547641466945,1.0785046688506,1.53956768849083,-2.02415386245514,0.786558223106226,-1.17238046415101,3.69721050748344,-3.5234347271714,0.775623634606096,0.634625057770068,2.98185414780651,-3.39784737628162,-2.57406803290037,5.95786512842928,-3.53438081745199
USA,1375000,265000,-0.296865282589275,1.19805165127636,-2.14730347865676,2.41737407769012,-2.46110459589284,4.33237338152891,-0.213785598654801,-2.92584405497857,1.25360550867355,0.355052038641032,-1.66039612505735,1.55146770564247,-1.8746522523585,4.06344608293185,-3.6587980950512,0.294078571809728,1.48618866746905,3.24030392588685,-4.28054296637643,-2.62749023545869,5.67805785788981,-3.04256421638515
USA,1375000,290000,-0.448696952868248,1.29885170739512,-2.09594726056565,2.37275903055633,-2.56359193023227,4.46158633537027,-0.234249645226729,-2.73847080785093,1.22452831284662,0.11817550216806,-1.70247364397941,1.7394694791131,-1.89996343660327,3.90318077364735,-3.51326136058044,0.173101326400474,1.53813305553394,3.28134769328468,-4.33274558804767,-2.50443713905407,5.36487226235528,-2.80182182760364
USA,1400000,90000,0.23433413832384,0.700698150289818,-1.9894882994785,1.82160864923822,-1.70598117346492,3.95261112293486,-0.0326011187377417,-3.58225972050953,1.06243112372504,1.23379850989762,-1.73459690136164,1.01684606412243,-1.48257323598439,3.09931906961066,-2.98231781514374,0.703768431183054,0.849501263749186,2.54611395063144,-2.94708614232771,-2.7425843212318,6.16732515759068,-3.67425514317199
USA,1400000,115000,0.0775059467134971,0.798531960624313,-2.14094473181619,1.9339962945094,-1.77012362666572,3.98950376179194,0.0535498057073993,-3.57238614679634,1.06469886641289,1.24304327417162,-1.75964719433399,0.89335684125277,-1.32101284175466,3.34284410214042,-3.27674861980193,0.703162234780933,0.84801944103389,2.71235253157163,-3.19633660920915,-2.59701973711858,6.05081688911532,-3.57922017137098
USA,1400000,140000,-0.0342707637786837,1.07388560654016,-2.41705355450832,1.93887608302307,-1.71511254977285,4.04507589431142,0.356856293346374,-4.02068769567588,1.10539525434109,1.23436509582181,-1.7385598240403,0.999230741406074,-1.31079073041148,3.41385508277312,-3.45013118431835,0.460734089382783,1.2133711154877,2.4963379609311,-3.2289048041963,-2.52746911142584,6.22389119732915,-3.52925794092884
USA,1400000,165000,-0.137395635615032,1.19712439759003,-2.5262137047695,2.02431663641707,-1.8658729682844,4.22588975079139,0.297035917130476,-4.02466122122986,1.19489238217028,1.17834253287469,-1.85158316770703,1.07618351590938,-1.26666804712412,3.73920488001164,-3.85843788452904,0.449201192200779,1.25795467633572,2.68864642109816,-3.52958684468751,-2.59613929533623,6.29223144168758,-3.63616306952308
USA,1400000,190000,-0.188290248165226,1.15713489549797,-2.3739635342675,2.14357670877736,-2.05451499746092,4.36596768862137,0.0814074074250313,-3.71889202490361,1.12377050003369,1.06895682068703,-1.76178986820231,1.1196447695854,-1.40295856997659,4.00500548376453,-4.00523977650379,0.451210647290695,1.31132262856245,2.85746651915718,-3.8416414338753,-2.56973915743746,6.32367491931185,-3.68027576782775
USA,1400000,215000,-0.207178234300339,1.16038438295977,-2.27977561620384,2.19601121922287,-2.23493967005027,4.49977700519022,0.00513437688247254,-3.55396748247125,1.09245406188537,0.845440763383635,-1.69570337012484,1.29264172165463,-1.58517885271218,4.09160184500176,-4.00548294754786,0.431380704439818,1.42070951217895,2.95416448056359,-4.05393170472028,-2.54497624140755,6.21598021663557,-3.57663646817832
USA,1400000,240000,-0.281179179991086,1.24348983002363,-2.1925413076823,2.28501830662933,-2.51547683705217,4.64182217144379,-0.120540222906602,-3.34551362874976,1.12747689596919,0.519399635516887,-1.61539630290682,1.49369123063482,-1.76043213184201,4.11726199627827,-3.92086201421085,0.305774288042587,1.57118675500289,3.08129390938714,-4.27481434016793,-2.59492991824679,6.04803833807966,-3.37260163363341
