SOURCE,X,Y,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
USA,1350000,90000,-2.4470291724758,0.164075661690934,2.05244830269866,-3.34005112488344,2.89902721830437,0.2448592905352,-0.700178562546104,-0.000474312532118271,-1.33597903300397,0.277704754337002,1.10374897253233,-1.05211987623258,-0.128785214752592,1.95142852076258,-0.967999579856614,-0.534335691449299,-0.598389806816117,-2.90165439163825,3.77074126874553,1.84666217141426,1.33791046511355,-2.8533773289413
USA,1375000,115000,-2.32488801827172,-0.00054431045029979,1.86531891722711,-3.21326261416892,3.10786516345409,-0.138903582170773,-0.552367096733071,-0.151066352644682,-0.986942048537221,-0.157807474488823,1.62672914473679,-0.780061186102046,-0.212106233566976,1.72977944536354,-0.842162142734174,-0.765637322391703,-0.893231959090541,-2.70149840823545,3.48181726930742,2.13976709947672,1.16160996347071,-2.40171146955395
USA,1375000,140000,-2.53108287254566,0.124729781954068,1.83954284621787,-3.28833322281085,3.01490814340846,-0.263336631976986,-0.331316831466215,-0.256720506534322,-0.966520629999595,-0.0988796021788078,1.60624833497173,-0.935576524488817,0.0824095299658763,1.63087838569864,-0.733749262910915,-1.06390409370777,-0.772993960171602,-2.81954633384325,3.77440109704141,2.05526707866544,1.18093204367727,-2.31802383672346
USA,1375000,265000,-1.67389908113381,0.0418452960401019,1.10585345568863,-2.58631502225496,3.01571026039534,-0.578555008132532,0.268247584363124,-0.43152119538211,-0.688045234028517,-0.369635688747983,0.72959786162837,-0.33302152531044,-0.0694484909125416,1.83522545585412,-1.16319014060163,-0.717120464680559,-0.768611732352796,-2.51397336691429,3.88537442755946,1.54413280081794,1.02262568818457,-2.06015877990948
USA,1375000,290000,-1.49071976806674,-0.0560593242170659,1.12902251885804,-2.51835250281109,3.12531720430952,-0.674648262377835,0.402269223181797,-0.708534670310636,-0.457072312161197,-0.503648997943412,0.653043531042202,-0.180378224481203,-0.0686560798577096,1.60553947618624,-1.06946817790611,-0.588618902261825,-0.803197290314379,-2.52435574031309,4.06408537602655,1.42835989011654,0.812015979899418,-2.02737173823779
USA,1400000,90000,-1.72803770054209,0.00993229424297093,1.69948276445331,-3.19704451320965,3.35707351039585,-0.157015800122595,-0.652755141295569,-0.0853243153272165,-1.13717188502242,-0.415659210495477,2.00802875910429,-0.731278660611031,-0.397834960334219,1.9559030445314,-0.939388480756447,-0.714290936702141,-0.850221329094097,-2.51405643812878,3.03203610599584,2.03934670339441,1.4450926310193,-2.59903224955906
USA,1400000,115000,-2.05003479063907,0.0223834295369378,1.6722233879693,-3.29352330717875,3.32246080618208,-0.204835292102996,-0.476161993777029,-0.191448330063496,-1.10150030801134,-0.204159783216869,1.85620140506692,-0.775329222810975,-0.154978188705922,1.73600369935175,-0.870614453984464,-0.952082737334698,-0.760497579368751,-2.76181437671446,3.31770028754231,2.16174236856219,1.3584582323021,-2.45151351414166
USA,1400000,140000,-2.21016274861832,0.224685514601963,1.42314950844089,-3.28500785639451,3.29918948007154,-0.277695258240215,-0.209850251778048,-0.416561406011704,-0.977952598886091,-0.176547504775371,1.61738755017292,-0.681851359056159,0.0078544205663138,1.79707868725378,-1.02752992872225,-1.13727076116976,-0.816411069262366,-2.6680603296975,3.16839932530144,2.25532813027153,1.51260911078613,-2.17533297274723
USA,1400000,165000,-2.47922881770643,0.357754728784542,1.26358138473855,-3.24367819053676,3.25211639489066,-0.265609761837832,-0.00116520121933476,-0.791143969120691,-0.778652346723633,-0.0623862137701137,1.307229185051,-0.577749378028439,0.230887610732895,1.74807365174211,-1.02379351096072,-1.44721652282922,-0.619162299207759,-2.82670656103262,3.50909928389602,1.91728480541556,1.66120091438934,-2.26614587147939
USA,1400000,190000,-2.42108504739826,0.0538461959466673,1.37169037279686,-3.05941227138012,3.03832612197598,-0.128389702616189,-0.011574947995774,-0.564761481575185,-0.8538934602472,-0.135359934464616,1.10317164244265,-0.537843206363835,0.274089693236106,1.75840590948137,-1.01916977835282,-1.40696459754987,-0.547294805040979,-2.799707358445,3.68236130050275,1.82564751804268,1.61324782267983,-2.31160788692002
