SOURCE,X,Y,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
USA,-1850000,975000,-1.34678511579681,0.430773847714979,4.78453507154966,-1.39391471168867,-0.3032322218906,-2.24677867662038,2.75776225927829,-0.73262157412773,-3.38466752321445,3.06055813483193,0.578334194714639,0.350108946381818,-2.67939913468163,0.596276855056521,-3.4937315613286,6.77418178725052,-5.79106995566031,1.97304414678122,-1.57383268175805,-0.321656278987788,3.33564087958073,2.38609908924092,-3.79702689276943
USA,-1850000,950000,-1.19955556970401,0.538037352183736,2.74496303196261,-0.924519114925769,0.209655678703914,-1.8454881683205,2.02792752076119,-0.500937435783767,-1.75995277952502,1.4922204482299,0.610759871565332,0.278644548270271,-2.10374712126318,1.09873938775109,-2.29629659414349,3.96457215886633,-3.84936644300647,0.789015099743278,-0.789962981632638,0.349775444872524,1.67332555267495,1.74869784581842,-2.92715597510231
USA,-1825000,1050000,0.513528794541994,0.0541159215283713,3.94267427779589,-1.7475095574879,0.522226430020974,-2.3117671116718,2.57751887937652,-0.639352681701266,-3.02617552700956,2.53873454833649,0.0436410031396957,0.623075858464921,-1.4422604614421,-0.455410486431731,-1.77040109112672,4.42876870033378,-4.42010929078969,0.578788384482946,0.0696374002301763,-0.0601382217315205,1.53897032409625,2.51874047195605,-3.7795425149965
USA,-1825000,1025000,-0.123145401908177,0.300960650834643,3.67355482995593,-1.47185653399731,0.236130564385692,-2.04906418992566,2.17103446182346,-0.44770036302792,-2.85976437890152,2.50950812920964,0.391915763272957,0.157098497246066,-1.57146548411241,0.041702630911713,-2.07815068379104,4.64539525073694,-4.31173776317506,0.617022557449371,-0.298080697213873,0.119843375896753,1.66176822511058,1.99747919747855,-2.92120453804885
USA,-1825000,1e+06,-0.748716276508887,0.613719635571011,3.58239172068072,-1.25434182242792,-0.00382871804367735,-1.87764244261566,1.87753398214873,-0.265500021420604,-2.80306369159331,2.63213357152157,0.235067514781726,-0.0983906722051548,-1.47994458467991,0.158296693333826,-2.50166586158432,5.11729316765104,-4.23720115137372,0.871800707019183,-0.48027043158711,0.0179695421303165,2.0884629204786,1.53987217541327,-2.33731292646828
USA,-1825000,975000,-1.08653404843683,0.751330741789726,3.50988452114388,-1.0559831273408,-0.00155740293762818,-1.77417948665169,1.75124875467634,-0.292887616477995,-2.70893430000853,2.7513021476569,-0.509396374927348,0.128838044595236,-1.25012468807216,0.207907860120638,-2.87383103454851,5.30134682810716,-3.98406110090188,1.15244930757278,-0.664535181488894,-0.452200565738501,2.56805650393555,1.63167662215669,-2.45158237163993
USA,-1825000,950000,-0.849371170454926,0.722508170232834,1.44531633444935,-0.655685835255696,0.329707829166494,-1.3140592364273,1.17510515646792,-0.21892294049454,-0.854564195620441,0.827270478683954,0.802156802102509,-0.119545269458292,-1.69162892250429,1.27070783596515,-1.39525072510915,2.22892668119344,-2.45196893534589,0.0916498331473425,-0.320812995977443,0.819260182862139,0.276105831686874,1.26192100615027,-1.87770957019174
USA,-1800000,1075000,0.258386918027169,0.122715193808089,3.82101057761709,-1.62656956314281,0.446008485844375,-2.09311063459676,2.40561835523272,-0.579824837548073,-2.79452625319294,2.34947902464549,-0.336239466727721,0.32910611892854,-0.59324567974354,-1.01354320207402,-1.24666203900732,3.56408156113577,-3.26636242021479,0.453954418319063,0.528242275306139,-0.233301397278868,0.960174079420087,2.45707413755387,-3.35347793767057
USA,-1800000,1050000,-0.0786178356900837,0.279180245206543,2.26791959177466,-0.954753565221279,0.322605859093849,-1.70664232336503,1.62800475397347,-0.309506236686128,-1.8681278668461,1.66597224339202,0.482269671258995,0.0773665348122297,-1.46024188269127,0.412741703496756,-0.870650188066835,2.21885775949833,-2.57304162487,0.0307631703343212,0.15185714709871,0.585750664166918,0.0046439051655387,1.81086162332702,-2.38367228891154
USA,-1800000,1025000,-0.346725226760663,0.427264335570526,1.73362029774711,-0.747397986949042,0.203526213232939,-1.28345138921601,1.17035425095249,-0.139951049253243,-1.4305263947137,1.38977777438284,0.582051907698356,-0.00211964472350346,-1.53256139635515,0.74289179901661,-0.733403261673784,1.75613093295747,-2.19767836715513,-0.0515272025127755,-0.0325221587625135,0.783670920683509,-0.254485760625097,1.50403317409946,-1.74593485109094
USA,-1800000,1e+06,-0.871315887144895,0.796719186069228,2.13810573303974,-0.81093779151524,0.130557551849888,-1.36507981270765,1.1308543822723,-0.134603973516752,-1.74679480565883,1.91001723601355,0.370028938110111,-0.270808169876001,-1.37814901305893,0.604685034976012,-1.72461932563947,3.12834248246251,-2.48050323277669,-0.0144599923065165,0.00691815654963257,0.275234703799845,1.07560769955009,0.860414490388498,-1.40314305498453
