"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150"
"1",1,0.972727272727273,0.720779220779221,0.690909090909091,0.654545454545455,0.711688311688312,0.732467532467532,0.814285714285714,0.788311688311688,0.736363636363636,0.753246753246753,0.819480519480519,0.781818181818182,0.797402597402597,0.78961038961039,0.538961038961039,0.742857142857143,0.716883116883117,0.814285714285714,0.820779220779221,0.716883116883117,0.725974025974026,0.587012987012987,0.701298701298701,0.698701298701299,0.751948051948052,0.736363636363636,0.672727272727273,0.675324675324675,0.642857142857143,0.579220779220779,0.588311688311688,0.650649350649351,0.719480519480519,0.74025974025974,0.755844155844156,0.757142857142857,0.638961038961039,0.598701298701299,0.574025974025974,0.544155844155844,0.575324675324675,0.481818181818182,0.636363636363636,0.738961038961039,0.801298701298701,0.667532467532468,0.590909090909091,0.558441558441558,0.518181818181818,0.545454545454545,0.598701298701299,0.627272727272727,0.623376623376623,0.676623376623377,0.767532467532468,0.766233766233766,0.750649350649351,0.790909090909091,0.688311688311688,0.642857142857143,0.606493506493507,0.575324675324675,0.601298701298701,0.558441558441558,0.632467532467533,0.651948051948052,0.761038961038961,0.727272727272727,0.738961038961039,0.728571428571429,0.712987012987013,0.628571428571429,0.616883116883117,0.6,0.583116883116883,0.575324675324675,0.64025974025974,0.657142857142857,0.694805194805195,0.706493506493507,0.751948051948052,0.755844155844156,0.703896103896104,0.745454545454545,0.746753246753247,0.641558441558442,0.607792207792208,0.593506493506494,0.588311688311688,0.6,0.644155844155844,0.685714285714286,0.701298701298701,0.746753246753247,0.72987012987013,0.666233766233766,0.62987012987013,0.61038961038961,0.581818181818182,0.557142857142857,0.564935064935065,0.622077922077922,0.693506493506494,0.723376623376623,0.719480519480519,0.738961038961039,0.723376623376623,0.612987012987013,0.579220779220779,0.549350649350649,0.561038961038961,0.531168831168831,0.6,0.676623376623377,0.712987012987013,0.597402597402597,0.603896103896104,0.501298701298701,0.522077922077922,0.487012987012987,0.649350649350649,0.468831168831169,0.467532467532468,0.501298701298701,0.458441558441558,0.475324675324675,0.457142857142857,0.446753246753247,0.466233766233766,0.496103896103896,0.449350649350649,0.436363636363636,0.515584415584416,0.496103896103896,0.487012987012987,0.458441558441558,0.422077922077922,0.477922077922078,0.411688311688312,0.48961038961039,0.479220779220779,0.428571428571429,0.398701298701299,0.427272727272727,0.412987012987013,0.461038961038961,0.436363636363636,0.420779220779221,0.420779220779221
"2",0.972727272727273,1,0.75974025974026,0.742857142857143,0.702597402597403,0.74025974025974,0.748051948051948,0.809090909090909,0.797402597402597,0.750649350649351,0.758441558441558,0.803896103896104,0.77012987012987,0.787012987012987,0.783116883116883,0.588311688311688,0.731168831168831,0.68961038961039,0.807792207792208,0.812987012987013,0.711688311688312,0.719480519480519,0.611688311688312,0.684415584415584,0.679220779220779,0.714285714285714,0.714285714285714,0.668831168831169,0.675324675324675,0.650649350649351,0.580519480519481,0.612987012987013,0.620779220779221,0.675324675324675,0.693506493506494,0.727272727272727,0.748051948051948,0.642857142857143,0.606493506493507,0.588311688311688,0.535064935064935,0.555844155844156,0.471428571428571,0.612987012987013,0.744155844155844,0.81038961038961,0.666233766233766,0.611688311688312,0.571428571428571,0.523376623376623,0.536363636363636,0.580519480519481,0.601298701298701,0.611688311688312,0.642857142857143,0.724675324675325,0.772727272727273,0.762337662337662,0.797402597402597,0.705194805194805,0.67012987012987,0.635064935064935,0.58961038961039,0.6,0.563636363636364,0.609090909090909,0.637662337662338,0.732467532467532,0.697402597402597,0.754545454545455,0.751948051948052,0.74025974025974,0.663636363636364,0.658441558441558,0.620779220779221,0.603896103896104,0.606493506493507,0.638961038961039,0.65974025974026,0.690909090909091,0.687012987012987,0.72987012987013,0.774025974025974,0.714285714285714,0.764935064935065,0.766233766233766,0.685714285714286,0.638961038961039,0.642857142857143,0.61948051948052,0.614285714285714,0.651948051948052,0.685714285714286,0.685714285714286,0.75974025974026,0.749350649350649,0.703896103896104,0.65974025974026,0.648051948051948,0.616883116883117,0.583116883116883,0.58961038961039,0.636363636363636,0.693506493506494,0.709090909090909,0.746753246753247,0.762337662337662,0.749350649350649,0.654545454545455,0.618181818181818,0.574025974025974,0.594805194805195,0.557142857142857,0.609090909090909,0.709090909090909,0.742857142857143,0.646753246753247,0.635064935064935,0.537662337662338,0.555844155844156,0.512987012987013,0.648051948051948,0.507792207792208,0.501298701298701,0.514285714285714,0.472727272727273,0.484415584415584,0.490909090909091,0.483116883116883,0.488311688311688,0.511688311688312,0.467532467532468,0.472727272727273,0.562337662337662,0.537662337662338,0.514285714285714,0.47012987012987,0.457142857142857,0.522077922077922,0.42987012987013,0.52987012987013,0.498701298701299,0.44025974025974,0.419480519480519,0.449350649350649,0.438961038961039,0.487012987012987,0.453246753246753,0.436363636363636,0.436363636363636
"3",0.720779220779221,0.75974025974026,1,0.922077922077922,0.950649350649351,0.983116883116883,0.985714285714286,0.718181818181818,0.884415584415584,0.920779220779221,0.945454545454545,0.618181818181818,0.816883116883117,0.776623376623377,0.827272727272727,0.835064935064935,0.91038961038961,0.91038961038961,0.77012987012987,0.793506493506493,0.784415584415584,0.798701298701299,0.854545454545454,0.884415584415584,0.902597402597403,0.65974025974026,0.735064935064935,0.776623376623377,0.802597402597403,0.820779220779221,0.81038961038961,0.858441558441558,0.853246753246753,0.85974025974026,0.863636363636364,0.696103896103896,0.788311688311688,0.762337662337662,0.753246753246753,0.781818181818182,0.763636363636364,0.790909090909091,0.755844155844156,0.849350649350649,0.714285714285714,0.772727272727273,0.75974025974026,0.738961038961039,0.719480519480519,0.694805194805195,0.736363636363636,0.8,0.838961038961039,0.842857142857143,0.855844155844156,0.757142857142857,0.701298701298701,0.74025974025974,0.794805194805195,0.8,0.790909090909091,0.780519480519481,0.774025974025974,0.788311688311688,0.767532467532468,0.849350649350649,0.84025974025974,0.811688311688312,0.788311688311688,0.719480519480519,0.761038961038961,0.809090909090909,0.788311688311688,0.780519480519481,0.767532467532468,0.792207792207792,0.793506493506493,0.846753246753247,0.846753246753247,0.853246753246753,0.842857142857143,0.777922077922078,0.751948051948052,0.742857142857143,0.772727272727273,0.809090909090909,0.805194805194805,0.781818181818182,0.78961038961039,0.811688311688312,0.81038961038961,0.853246753246753,0.855844155844156,0.846753246753247,0.746753246753247,0.749350649350649,0.788311688311688,0.788311688311688,0.784415584415584,0.766233766233766,0.725974025974026,0.767532467532468,0.802597402597403,0.853246753246753,0.823376623376623,0.748051948051948,0.744155844155844,0.75974025974026,0.748051948051948,0.736363636363636,0.715584415584416,0.749350649350649,0.72987012987013,0.780519480519481,0.718181818181818,0.724675324675325,0.712987012987013,0.764935064935065,0.666233766233766,0.702597402597403,0.679220779220779,0.775324675324675,0.627272727272727,0.633766233766234,0.637662337662338,0.601298701298701,0.622077922077922,0.579220779220779,0.574025974025974,0.584415584415584,0.635064935064935,0.601298701298701,0.545454545454545,0.668831168831169,0.64025974025974,0.628571428571429,0.592207792207792,0.498701298701299,0.588311688311688,0.505194805194805,0.61038961038961,0.602597402597403,0.531168831168831,0.445454545454545,0.484415584415584,0.488311688311688,0.576623376623377,0.524675324675325,0.512987012987013,0.512987012987013
"4",0.690909090909091,0.742857142857143,0.922077922077922,1,0.968831168831169,0.941558441558442,0.925974025974026,0.82987012987013,0.942857142857143,0.949350649350649,0.928571428571429,0.693506493506494,0.897402597402597,0.875324675324675,0.902597402597403,0.91038961038961,0.894805194805195,0.867532467532467,0.853246753246753,0.884415584415584,0.892207792207792,0.902597402597403,0.88961038961039,0.894805194805195,0.884415584415584,0.754545454545455,0.855844155844156,0.892207792207792,0.905194805194805,0.918181818181818,0.871428571428571,0.887012987012987,0.866233766233766,0.827272727272727,0.8,0.785714285714286,0.88961038961039,0.884415584415584,0.875324675324675,0.876623376623377,0.838961038961039,0.842857142857143,0.807792207792208,0.844155844155844,0.777922077922078,0.838961038961039,0.879220779220779,0.877922077922078,0.853246753246753,0.812987012987013,0.820779220779221,0.841558441558442,0.84025974025974,0.844155844155844,0.824675324675325,0.722077922077922,0.733766233766234,0.8,0.858441558441558,0.897402597402597,0.885714285714286,0.874025974025974,0.858441558441558,0.84025974025974,0.837662337662338,0.846753246753247,0.841558441558442,0.797402597402597,0.724675324675325,0.753246753246753,0.825974025974026,0.884415584415584,0.881818181818182,0.871428571428571,0.866233766233766,0.858441558441558,0.835064935064935,0.87012987012987,0.84025974025974,0.827272727272727,0.802597402597403,0.728571428571429,0.780519480519481,0.793506493506493,0.823376623376623,0.87012987012987,0.884415584415584,0.863636363636364,0.846753246753247,0.84025974025974,0.855844155844156,0.883116883116883,0.850649350649351,0.815584415584416,0.767532467532468,0.790909090909091,0.853246753246753,0.874025974025974,0.864935064935065,0.831168831168831,0.798701298701299,0.798701298701299,0.824675324675325,0.846753246753247,0.809090909090909,0.787012987012987,0.793506493506493,0.824675324675325,0.823376623376623,0.822077922077922,0.775324675324675,0.805194805194805,0.772727272727273,0.806493506493506,0.767532467532468,0.779220779220779,0.792207792207792,0.838961038961039,0.749350649350649,0.766233766233766,0.720779220779221,0.788311688311688,0.723376623376623,0.709090909090909,0.71038961038961,0.667532467532468,0.681818181818182,0.687012987012987,0.684415584415584,0.674025974025974,0.709090909090909,0.674025974025974,0.657142857142857,0.738961038961039,0.712987012987013,0.690909090909091,0.671428571428571,0.607792207792208,0.668831168831169,0.602597402597403,0.677922077922078,0.655844155844156,0.620779220779221,0.545454545454545,0.568831168831169,0.581818181818182,0.664935064935065,0.606493506493507,0.607792207792208,0.607792207792208
"5",0.654545454545455,0.702597402597403,0.950649350649351,0.968831168831169,1,0.97012987012987,0.950649350649351,0.767532467532468,0.92987012987013,0.964935064935065,0.941558441558442,0.636363636363636,0.87012987012987,0.845454545454545,0.88051948051948,0.907792207792208,0.914285714285714,0.903896103896104,0.803896103896104,0.846753246753247,0.866233766233766,0.87012987012987,0.919480519480519,0.907792207792208,0.914285714285714,0.703896103896104,0.794805194805195,0.862337662337662,0.879220779220779,0.903896103896104,0.893506493506493,0.923376623376623,0.88961038961039,0.867532467532467,0.855844155844156,0.738961038961039,0.836363636363636,0.838961038961039,0.841558441558442,0.861038961038961,0.835064935064935,0.849350649350649,0.818181818181818,0.868831168831169,0.731168831168831,0.792207792207792,0.819480519480519,0.832467532467532,0.815584415584416,0.777922077922078,0.805194805194805,0.851948051948052,0.862337662337662,0.862337662337662,0.857142857142857,0.772727272727273,0.702597402597403,0.749350649350649,0.818181818181818,0.854545454545454,0.855844155844156,0.844155844155844,0.84025974025974,0.836363636363636,0.823376623376623,0.871428571428571,0.851948051948052,0.833766233766234,0.785714285714286,0.719480519480519,0.781818181818182,0.842857142857143,0.853246753246753,0.838961038961039,0.833766233766234,0.849350649350649,0.823376623376623,0.884415584415584,0.854545454545454,0.848051948051948,0.842857142857143,0.788311688311688,0.750649350649351,0.757142857142857,0.78961038961039,0.844155844155844,0.863636363636364,0.842857142857143,0.832467532467532,0.845454545454545,0.854545454545454,0.88961038961039,0.876623376623377,0.858441558441558,0.744155844155844,0.761038961038961,0.827272727272727,0.85974025974026,0.849350649350649,0.823376623376623,0.790909090909091,0.803896103896104,0.846753246753247,0.872727272727273,0.84025974025974,0.762337662337662,0.761038961038961,0.792207792207792,0.806493506493506,0.801298701298701,0.775324675324675,0.793506493506493,0.776623376623377,0.828571428571429,0.744155844155844,0.746753246753247,0.768831168831169,0.816883116883117,0.74025974025974,0.757142857142857,0.741558441558442,0.816883116883117,0.707792207792208,0.697402597402597,0.712987012987013,0.681818181818182,0.706493506493507,0.672727272727273,0.666233766233766,0.672727272727273,0.709090909090909,0.696103896103896,0.637662337662338,0.725974025974026,0.707792207792208,0.71038961038961,0.692207792207792,0.593506493506494,0.661038961038961,0.601298701298701,0.685714285714286,0.690909090909091,0.642857142857143,0.54025974025974,0.574025974025974,0.575324675324675,0.677922077922078,0.624675324675325,0.615584415584416,0.615584415584416
"6",0.711688311688312,0.74025974025974,0.983116883116883,0.941558441558442,0.97012987012987,1,0.988311688311688,0.767532467532468,0.927272727272727,0.964935064935065,0.974025974025974,0.646753246753247,0.854545454545454,0.835064935064935,0.883116883116883,0.88961038961039,0.944155844155844,0.933766233766234,0.798701298701299,0.837662337662338,0.838961038961039,0.862337662337662,0.896103896103896,0.924675324675325,0.933766233766234,0.688311688311688,0.774025974025974,0.823376623376623,0.853246753246753,0.876623376623377,0.861038961038961,0.893506493506493,0.893506493506493,0.890909090909091,0.881818181818182,0.718181818181818,0.824675324675325,0.809090909090909,0.805194805194805,0.832467532467532,0.812987012987013,0.838961038961039,0.8,0.872727272727273,0.711688311688312,0.781818181818182,0.796103896103896,0.784415584415584,0.77012987012987,0.741558441558442,0.780519480519481,0.842857142857143,0.87012987012987,0.866233766233766,0.875324675324675,0.790909090909091,0.692207792207792,0.732467532467532,0.811688311688312,0.831168831168831,0.828571428571429,0.820779220779221,0.818181818181818,0.820779220779221,0.798701298701299,0.877922077922078,0.855844155844156,0.841558441558442,0.798701298701299,0.706493506493507,0.763636363636364,0.809090909090909,0.811688311688312,0.8,0.811688311688312,0.82987012987013,0.803896103896104,0.879220779220779,0.855844155844156,0.858441558441558,0.858441558441558,0.796103896103896,0.736363636363636,0.737662337662338,0.772727272727273,0.828571428571429,0.819480519480519,0.815584415584416,0.803896103896104,0.833766233766234,0.848051948051948,0.885714285714286,0.874025974025974,0.868831168831169,0.725974025974026,0.738961038961039,0.794805194805195,0.819480519480519,0.807792207792208,0.793506493506493,0.767532467532468,0.8,0.835064935064935,0.871428571428571,0.849350649350649,0.735064935064935,0.741558441558442,0.771428571428571,0.768831168831169,0.762337662337662,0.744155844155844,0.777922077922078,0.762337662337662,0.814285714285714,0.71038961038961,0.720779220779221,0.727272727272727,0.790909090909091,0.698701298701299,0.733766233766234,0.712987012987013,0.802597402597403,0.661038961038961,0.658441558441558,0.675324675324675,0.638961038961039,0.661038961038961,0.615584415584416,0.609090909090909,0.622077922077922,0.671428571428571,0.637662337662338,0.579220779220779,0.693506493506494,0.661038961038961,0.658441558441558,0.632467532467533,0.533766233766234,0.618181818181818,0.541558441558442,0.631168831168831,0.635064935064935,0.577922077922078,0.479220779220779,0.519480519480519,0.520779220779221,0.616883116883117,0.561038961038961,0.549350649350649,0.549350649350649
"7",0.732467532467532,0.748051948051948,0.985714285714286,0.925974025974026,0.950649350649351,0.988311688311688,1,0.753246753246753,0.918181818181818,0.946753246753247,0.976623376623377,0.631168831168831,0.84025974025974,0.816883116883117,0.868831168831169,0.855844155844156,0.948051948051948,0.946753246753247,0.790909090909091,0.822077922077922,0.824675324675325,0.848051948051948,0.887012987012987,0.927272727272727,0.941558441558442,0.683116883116883,0.764935064935065,0.81038961038961,0.838961038961039,0.85974025974026,0.858441558441558,0.88961038961039,0.905194805194805,0.911688311688312,0.903896103896104,0.714285714285714,0.816883116883117,0.793506493506493,0.787012987012987,0.823376623376623,0.815584415584416,0.841558441558442,0.806493506493506,0.88961038961039,0.702597402597403,0.771428571428571,0.78961038961039,0.768831168831169,0.757142857142857,0.736363636363636,0.788311688311688,0.845454545454545,0.887012987012987,0.877922077922078,0.897402597402597,0.798701298701299,0.685714285714286,0.723376623376623,0.802597402597403,0.820779220779221,0.812987012987013,0.811688311688312,0.818181818181818,0.827272727272727,0.803896103896104,0.893506493506493,0.876623376623377,0.85974025974026,0.825974025974026,0.698701298701299,0.757142857142857,0.802597402597403,0.8,0.78961038961039,0.805194805194805,0.828571428571429,0.801298701298701,0.887012987012987,0.87012987012987,0.877922077922078,0.876623376623377,0.81038961038961,0.728571428571429,0.723376623376623,0.767532467532468,0.816883116883117,0.805194805194805,0.805194805194805,0.797402597402597,0.835064935064935,0.851948051948052,0.893506493506493,0.887012987012987,0.88961038961039,0.727272727272727,0.731168831168831,0.779220779220779,0.793506493506493,0.794805194805195,0.785714285714286,0.761038961038961,0.798701298701299,0.838961038961039,0.884415584415584,0.866233766233766,0.724675324675325,0.731168831168831,0.757142857142857,0.745454545454545,0.742857142857143,0.738961038961039,0.775324675324675,0.762337662337662,0.820779220779221,0.692207792207792,0.705194805194805,0.702597402597403,0.774025974025974,0.685714285714286,0.728571428571429,0.714285714285714,0.816883116883117,0.636363636363636,0.649350649350649,0.671428571428571,0.633766233766234,0.661038961038961,0.594805194805195,0.588311688311688,0.605194805194805,0.666233766233766,0.62987012987013,0.557142857142857,0.674025974025974,0.645454545454546,0.649350649350649,0.623376623376623,0.512987012987013,0.6,0.524675324675325,0.618181818181818,0.624675324675325,0.562337662337662,0.462337662337662,0.5,0.506493506493506,0.594805194805195,0.545454545454545,0.533766233766234,0.533766233766234
"8",0.814285714285714,0.809090909090909,0.718181818181818,0.82987012987013,0.767532467532468,0.767532467532468,0.753246753246753,1,0.92987012987013,0.857142857142857,0.835064935064935,0.925974025974026,0.915584415584416,0.957142857142857,0.950649350649351,0.774025974025974,0.819480519480519,0.767532467532468,0.955844155844156,0.951948051948052,0.88961038961039,0.932467532467532,0.741558441558442,0.820779220779221,0.783116883116883,0.91038961038961,0.905194805194805,0.848051948051948,0.846753246753247,0.833766233766234,0.744155844155844,0.728571428571429,0.774025974025974,0.784415584415584,0.737662337662338,0.887012987012987,0.903896103896104,0.828571428571429,0.797402597402597,0.741558441558442,0.694805194805195,0.714285714285714,0.627272727272727,0.679220779220779,0.820779220779221,0.874025974025974,0.854545454545454,0.801298701298701,0.742857142857143,0.693506493506494,0.681818181818182,0.71038961038961,0.703896103896104,0.667532467532468,0.705194805194805,0.780519480519481,0.787012987012987,0.805194805194805,0.88051948051948,0.845454545454545,0.785714285714286,0.738961038961039,0.715584415584416,0.67012987012987,0.642857142857143,0.697402597402597,0.687012987012987,0.792207792207792,0.711688311688312,0.755844155844156,0.835064935064935,0.803896103896104,0.762337662337662,0.735064935064935,0.748051948051948,0.688311688311688,0.633766233766234,0.7,0.666233766233766,0.662337662337662,0.702597402597403,0.75974025974026,0.746753246753247,0.780519480519481,0.815584415584416,0.845454545454545,0.744155844155844,0.727272727272727,0.664935064935065,0.631168831168831,0.677922077922078,0.707792207792208,0.677922077922078,0.7,0.720779220779221,0.754545454545455,0.761038961038961,0.768831168831169,0.728571428571429,0.677922077922078,0.625974025974026,0.593506493506494,0.638961038961039,0.674025974025974,0.744155844155844,0.725974025974026,0.779220779220779,0.81038961038961,0.712987012987013,0.705194805194805,0.635064935064935,0.590909090909091,0.551948051948052,0.614285714285714,0.693506493506494,0.753246753246753,0.694805194805195,0.692207792207792,0.590909090909091,0.55974025974026,0.515584415584416,0.664935064935065,0.568831168831169,0.52987012987013,0.537662337662338,0.488311688311688,0.506493506493506,0.568831168831169,0.54025974025974,0.535064935064935,0.535064935064935,0.484415584415584,0.519480519480519,0.575324675324675,0.537662337662338,0.506493506493506,0.494805194805195,0.471428571428571,0.5,0.463636363636364,0.506493506493506,0.494805194805195,0.475324675324675,0.403896103896104,0.422077922077922,0.442857142857143,0.515584415584416,0.47012987012987,0.477922077922078,0.477922077922078
"9",0.788311688311688,0.797402597402597,0.884415584415584,0.942857142857143,0.92987012987013,0.927272727272727,0.918181818181818,0.92987012987013,1,0.977922077922078,0.964935064935065,0.798701298701299,0.944155844155844,0.966233766233766,0.984415584415584,0.888311688311688,0.951948051948052,0.919480519480519,0.924675324675325,0.958441558441558,0.954545454545455,0.976623376623377,0.909090909090909,0.948051948051948,0.931168831168831,0.846753246753247,0.901298701298701,0.924675324675325,0.936363636363636,0.944155844155844,0.906493506493506,0.897402597402597,0.916883116883117,0.911688311688312,0.88051948051948,0.858441558441558,0.92987012987013,0.901298701298701,0.885714285714286,0.876623376623377,0.849350649350649,0.87012987012987,0.801298701298701,0.862337662337662,0.806493506493506,0.875324675324675,0.898701298701299,0.881818181818182,0.84025974025974,0.807792207792208,0.828571428571429,0.868831168831169,0.872727272727273,0.851948051948052,0.866233766233766,0.84025974025974,0.774025974025974,0.807792207792208,0.894805194805195,0.914285714285714,0.888311688311688,0.864935064935065,0.85974025974026,0.835064935064935,0.81038961038961,0.871428571428571,0.854545454545454,0.893506493506493,0.816883116883117,0.762337662337662,0.845454545454545,0.866233766233766,0.868831168831169,0.846753246753247,0.867532467532467,0.849350649350649,0.793506493506493,0.88051948051948,0.842857142857143,0.837662337662338,0.853246753246753,0.836363636363636,0.775324675324675,0.790909090909091,0.84025974025974,0.897402597402597,0.858441558441558,0.857142857142857,0.815584415584416,0.827272727272727,0.858441558441558,0.888311688311688,0.861038961038961,0.866233766233766,0.766233766233766,0.78961038961039,0.84025974025974,0.868831168831169,0.849350649350649,0.824675324675325,0.790909090909091,0.792207792207792,0.835064935064935,0.858441558441558,0.881818181818182,0.776623376623377,0.802597402597403,0.841558441558442,0.806493506493506,0.811688311688312,0.780519480519481,0.776623376623377,0.753246753246753,0.816883116883117,0.744155844155844,0.777922077922078,0.77012987012987,0.818181818181818,0.735064935064935,0.74025974025974,0.720779220779221,0.82987012987013,0.697402597402597,0.683116883116883,0.707792207792208,0.67012987012987,0.694805194805195,0.681818181818182,0.664935064935065,0.672727272727273,0.701298701298701,0.667532467532468,0.637662337662338,0.719480519480519,0.687012987012987,0.680519480519481,0.67012987012987,0.594805194805195,0.650649350649351,0.598701298701299,0.661038961038961,0.667532467532468,0.636363636363636,0.533766233766234,0.566233766233766,0.581818181818182,0.664935064935065,0.618181818181818,0.618181818181818,0.618181818181818
"10",0.736363636363636,0.750649350649351,0.920779220779221,0.949350649350649,0.964935064935065,0.964935064935065,0.946753246753247,0.857142857142857,0.977922077922078,1,0.976623376623377,0.724675324675325,0.927272727272727,0.928571428571429,0.958441558441558,0.922077922077922,0.968831168831169,0.950649350649351,0.872727272727273,0.923376623376623,0.936363636363636,0.946753246753247,0.945454545454545,0.963636363636364,0.962337662337662,0.784415584415584,0.85974025974026,0.915584415584416,0.936363636363636,0.950649350649351,0.92987012987013,0.94025974025974,0.942857142857143,0.931168831168831,0.91038961038961,0.805194805194805,0.901298701298701,0.894805194805195,0.896103896103896,0.901298701298701,0.881818181818182,0.902597402597403,0.848051948051948,0.903896103896104,0.77012987012987,0.846753246753247,0.875324675324675,0.879220779220779,0.862337662337662,0.82987012987013,0.851948051948052,0.902597402597403,0.911688311688312,0.897402597402597,0.906493506493506,0.855844155844156,0.744155844155844,0.781818181818182,0.875324675324675,0.906493506493506,0.903896103896104,0.888311688311688,0.881818181818182,0.872727272727273,0.851948051948052,0.915584415584416,0.892207792207792,0.906493506493506,0.844155844155844,0.748051948051948,0.823376623376623,0.862337662337662,0.883116883116883,0.863636363636364,0.881818181818182,0.883116883116883,0.833766233766234,0.915584415584416,0.881818181818182,0.879220779220779,0.890909090909091,0.853246753246753,0.767532467532468,0.781818181818182,0.82987012987013,0.893506493506493,0.88051948051948,0.885714285714286,0.848051948051948,0.862337662337662,0.888311688311688,0.919480519480519,0.901298701298701,0.903896103896104,0.764935064935065,0.788311688311688,0.849350649350649,0.885714285714286,0.874025974025974,0.854545454545454,0.827272727272727,0.832467532467532,0.876623376623377,0.898701298701299,0.901298701298701,0.781818181818182,0.798701298701299,0.837662337662338,0.833766233766234,0.833766233766234,0.812987012987013,0.815584415584416,0.797402597402597,0.858441558441558,0.75974025974026,0.777922077922078,0.793506493506493,0.848051948051948,0.772727272727273,0.780519480519481,0.762337662337662,0.862337662337662,0.738961038961039,0.725974025974026,0.749350649350649,0.714285714285714,0.735064935064935,0.712987012987013,0.701298701298701,0.712987012987013,0.744155844155844,0.714285714285714,0.675324675324675,0.757142857142857,0.728571428571429,0.727272727272727,0.715584415584416,0.636363636363636,0.696103896103896,0.642857142857143,0.706493506493507,0.715584415584416,0.677922077922078,0.583116883116883,0.618181818181818,0.620779220779221,0.706493506493507,0.65974025974026,0.653246753246753,0.653246753246753
