"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120"
"1",1,1,0.976623376623377,0.997402597402597,0.998701298701299,0.998701298701299,0.98961038961039,0.967532467532468,0.901298701298701,0.987012987012987,0.945454545454545,0.979220779220779,0.825974025974026,0.974025974025974,0.792207792207792,0.78961038961039,0.816883116883117,0.798701298701299,0.790909090909091,0.798701298701299,0.797402597402597,0.811688311688312,0.798701298701299,0.815584415584416,0.794805194805195,0.794805194805195,0.78961038961039,0.798701298701299,0.794805194805195,0.798701298701299,0.814285714285714,0.8,0.814285714285714,0.819480519480519,0.814285714285714,0.812987012987013,0.784415584415584,0.798701298701299,0.815584415584416,0.815584415584416,0.825974025974026,0.814285714285714,0.768831168831169,0.774025974025974,0.784415584415584,0.797402597402597,0.802597402597403,0.825974025974026,0.814285714285714,0.814285714285714,0.809090909090909,0.768831168831169,0.784415584415584,0.796103896103896,0.806493506493506,0.806493506493506,0.805194805194805,0.805194805194805,0.8,0.796103896103896,0.801298701298701,0.797402597402597,0.793506493506493,0.776623376623377,0.785714285714286,0.807792207792208,0.77012987012987,0.776623376623377,0.776623376623377,0.783116883116883,0.797402597402597,0.803896103896104,0.81038961038961,0.819480519480519,0.798701298701299,0.77012987012987,0.774025974025974,0.774025974025974,0.780519480519481,0.792207792207792,0.794805194805195,0.802597402597403,0.801298701298701,0.803896103896104,0.767532467532468,0.774025974025974,0.777922077922078,0.780519480519481,0.792207792207792,0.801298701298701,0.802597402597403,0.802597402597403,0.809090909090909,0.754545454545455,0.781818181818182,0.766233766233766,0.774025974025974,0.777922077922078,0.78961038961039,0.792207792207792,0.790909090909091,0.787012987012987,0.751948051948052,0.757142857142857,0.767532467532468,0.758441558441558,0.77012987012987,0.781818181818182,0.781818181818182,0.748051948051948,0.755844155844156,0.761038961038961,0.77012987012987,0.798701298701299,0.735064935064935,0.755844155844156,0.754545454545455,0.758441558441558,0.758441558441558,0.751948051948052
"2",1,1,0.976623376623377,0.997402597402597,0.998701298701299,0.998701298701299,0.98961038961039,0.967532467532468,0.901298701298701,0.987012987012987,0.945454545454545,0.979220779220779,0.825974025974026,0.974025974025974,0.792207792207792,0.78961038961039,0.816883116883117,0.798701298701299,0.790909090909091,0.798701298701299,0.797402597402597,0.811688311688312,0.798701298701299,0.815584415584416,0.794805194805195,0.794805194805195,0.78961038961039,0.798701298701299,0.794805194805195,0.798701298701299,0.814285714285714,0.8,0.814285714285714,0.819480519480519,0.814285714285714,0.812987012987013,0.784415584415584,0.798701298701299,0.815584415584416,0.815584415584416,0.825974025974026,0.814285714285714,0.768831168831169,0.774025974025974,0.784415584415584,0.797402597402597,0.802597402597403,0.825974025974026,0.814285714285714,0.814285714285714,0.809090909090909,0.768831168831169,0.784415584415584,0.796103896103896,0.806493506493506,0.806493506493506,0.805194805194805,0.805194805194805,0.8,0.796103896103896,0.801298701298701,0.797402597402597,0.793506493506493,0.776623376623377,0.785714285714286,0.807792207792208,0.77012987012987,0.776623376623377,0.776623376623377,0.783116883116883,0.797402597402597,0.803896103896104,0.81038961038961,0.819480519480519,0.798701298701299,0.77012987012987,0.774025974025974,0.774025974025974,0.780519480519481,0.792207792207792,0.794805194805195,0.802597402597403,0.801298701298701,0.803896103896104,0.767532467532468,0.774025974025974,0.777922077922078,0.780519480519481,0.792207792207792,0.801298701298701,0.802597402597403,0.802597402597403,0.809090909090909,0.754545454545455,0.781818181818182,0.766233766233766,0.774025974025974,0.777922077922078,0.78961038961039,0.792207792207792,0.790909090909091,0.787012987012987,0.751948051948052,0.757142857142857,0.767532467532468,0.758441558441558,0.77012987012987,0.781818181818182,0.781818181818182,0.748051948051948,0.755844155844156,0.761038961038961,0.77012987012987,0.798701298701299,0.735064935064935,0.755844155844156,0.754545454545455,0.758441558441558,0.758441558441558,0.751948051948052
"3",0.976623376623377,0.976623376623377,1,0.983116883116883,0.980519480519481,0.980519480519481,0.957142857142857,0.980519480519481,0.872727272727273,0.992207792207792,0.916883116883117,0.988311688311688,0.77012987012987,0.983116883116883,0.864935064935065,0.85974025974026,0.888311688311688,0.871428571428571,0.864935064935065,0.867532467532467,0.866233766233766,0.877922077922078,0.875324675324675,0.888311688311688,0.871428571428571,0.871428571428571,0.862337662337662,0.867532467532467,0.87012987012987,0.875324675324675,0.888311688311688,0.876623376623377,0.888311688311688,0.88961038961039,0.881818181818182,0.879220779220779,0.854545454545454,0.874025974025974,0.887012987012987,0.887012987012987,0.893506493506493,0.88051948051948,0.84025974025974,0.845454545454545,0.854545454545454,0.866233766233766,0.874025974025974,0.893506493506493,0.88051948051948,0.88051948051948,0.875324675324675,0.84025974025974,0.855844155844156,0.864935064935065,0.874025974025974,0.874025974025974,0.874025974025974,0.874025974025974,0.868831168831169,0.864935064935065,0.871428571428571,0.867532467532467,0.862337662337662,0.848051948051948,0.855844155844156,0.876623376623377,0.842857142857143,0.848051948051948,0.848051948051948,0.855844155844156,0.866233766233766,0.876623376623377,0.879220779220779,0.885714285714286,0.864935064935065,0.842857142857143,0.845454545454545,0.845454545454545,0.853246753246753,0.863636363636364,0.864935064935065,0.871428571428571,0.867532467532467,0.87012987012987,0.84025974025974,0.845454545454545,0.850649350649351,0.853246753246753,0.862337662337662,0.87012987012987,0.871428571428571,0.871428571428571,0.875324675324675,0.832467532467532,0.854545454545454,0.838961038961039,0.845454545454545,0.850649350649351,0.85974025974026,0.862337662337662,0.862337662337662,0.861038961038961,0.825974025974026,0.828571428571429,0.838961038961039,0.832467532467532,0.841558441558442,0.854545454545454,0.851948051948052,0.825974025974026,0.831168831168831,0.835064935064935,0.841558441558442,0.863636363636364,0.812987012987013,0.831168831168831,0.831168831168831,0.832467532467532,0.832467532467532,0.828571428571429
"4",0.997402597402597,0.997402597402597,0.983116883116883,1,0.998701298701299,0.998701298701299,0.984415584415584,0.975324675324675,0.9,0.987012987012987,0.945454545454545,0.987012987012987,0.820779220779221,0.980519480519481,0.806493506493506,0.803896103896104,0.832467532467532,0.814285714285714,0.805194805194805,0.811688311688312,0.809090909090909,0.823376623376623,0.818181818181818,0.832467532467532,0.811688311688312,0.811688311688312,0.802597402597403,0.811688311688312,0.814285714285714,0.818181818181818,0.831168831168831,0.816883116883117,0.831168831168831,0.836363636363636,0.82987012987013,0.825974025974026,0.803896103896104,0.816883116883117,0.832467532467532,0.832467532467532,0.842857142857143,0.832467532467532,0.785714285714286,0.792207792207792,0.803896103896104,0.815584415584416,0.819480519480519,0.842857142857143,0.832467532467532,0.832467532467532,0.827272727272727,0.785714285714286,0.803896103896104,0.814285714285714,0.824675324675325,0.824675324675325,0.823376623376623,0.823376623376623,0.818181818181818,0.814285714285714,0.822077922077922,0.816883116883117,0.811688311688312,0.797402597402597,0.805194805194805,0.827272727272727,0.790909090909091,0.796103896103896,0.796103896103896,0.803896103896104,0.816883116883117,0.825974025974026,0.828571428571429,0.837662337662338,0.815584415584416,0.790909090909091,0.793506493506493,0.793506493506493,0.801298701298701,0.812987012987013,0.816883116883117,0.823376623376623,0.819480519480519,0.822077922077922,0.788311688311688,0.793506493506493,0.798701298701299,0.801298701298701,0.812987012987013,0.822077922077922,0.823376623376623,0.823376623376623,0.827272727272727,0.776623376623377,0.801298701298701,0.785714285714286,0.793506493506493,0.798701298701299,0.81038961038961,0.812987012987013,0.812987012987013,0.81038961038961,0.772727272727273,0.776623376623377,0.787012987012987,0.780519480519481,0.792207792207792,0.803896103896104,0.803896103896104,0.771428571428571,0.777922077922078,0.783116883116883,0.792207792207792,0.816883116883117,0.758441558441558,0.777922077922078,0.779220779220779,0.781818181818182,0.781818181818182,0.774025974025974
"5",0.998701298701299,0.998701298701299,0.980519480519481,0.998701298701299,1,1,0.987012987012987,0.974025974025974,0.898701298701299,0.988311688311688,0.946753246753247,0.985714285714286,0.816883116883117,0.979220779220779,0.802597402597403,0.8,0.827272727272727,0.809090909090909,0.801298701298701,0.807792207792208,0.806493506493506,0.820779220779221,0.81038961038961,0.825974025974026,0.805194805194805,0.805194805194805,0.798701298701299,0.807792207792208,0.806493506493506,0.81038961038961,0.824675324675325,0.81038961038961,0.824675324675325,0.82987012987013,0.823376623376623,0.822077922077922,0.796103896103896,0.809090909090909,0.825974025974026,0.825974025974026,0.836363636363636,0.825974025974026,0.779220779220779,0.784415584415584,0.796103896103896,0.807792207792208,0.812987012987013,0.836363636363636,0.825974025974026,0.825974025974026,0.820779220779221,0.779220779220779,0.796103896103896,0.806493506493506,0.816883116883117,0.816883116883117,0.816883116883117,0.816883116883117,0.811688311688312,0.806493506493506,0.812987012987013,0.809090909090909,0.803896103896104,0.788311688311688,0.797402597402597,0.819480519480519,0.783116883116883,0.78961038961039,0.78961038961039,0.797402597402597,0.81038961038961,0.818181818181818,0.823376623376623,0.832467532467532,0.811688311688312,0.783116883116883,0.787012987012987,0.787012987012987,0.794805194805195,0.806493506493506,0.809090909090909,0.816883116883117,0.814285714285714,0.816883116883117,0.780519480519481,0.787012987012987,0.792207792207792,0.794805194805195,0.806493506493506,0.815584415584416,0.816883116883117,0.816883116883117,0.822077922077922,0.768831168831169,0.794805194805195,0.779220779220779,0.787012987012987,0.792207792207792,0.803896103896104,0.806493506493506,0.806493506493506,0.803896103896104,0.764935064935065,0.77012987012987,0.781818181818182,0.774025974025974,0.785714285714286,0.797402597402597,0.797402597402597,0.763636363636364,0.771428571428571,0.776623376623377,0.785714285714286,0.811688311688312,0.750649350649351,0.771428571428571,0.771428571428571,0.774025974025974,0.774025974025974,0.767532467532468
"6",0.998701298701299,0.998701298701299,0.980519480519481,0.998701298701299,1,1,0.987012987012987,0.974025974025974,0.898701298701299,0.988311688311688,0.946753246753247,0.985714285714286,0.816883116883117,0.979220779220779,0.802597402597403,0.8,0.827272727272727,0.809090909090909,0.801298701298701,0.807792207792208,0.806493506493506,0.820779220779221,0.81038961038961,0.825974025974026,0.805194805194805,0.805194805194805,0.798701298701299,0.807792207792208,0.806493506493506,0.81038961038961,0.824675324675325,0.81038961038961,0.824675324675325,0.82987012987013,0.823376623376623,0.822077922077922,0.796103896103896,0.809090909090909,0.825974025974026,0.825974025974026,0.836363636363636,0.825974025974026,0.779220779220779,0.784415584415584,0.796103896103896,0.807792207792208,0.812987012987013,0.836363636363636,0.825974025974026,0.825974025974026,0.820779220779221,0.779220779220779,0.796103896103896,0.806493506493506,0.816883116883117,0.816883116883117,0.816883116883117,0.816883116883117,0.811688311688312,0.806493506493506,0.812987012987013,0.809090909090909,0.803896103896104,0.788311688311688,0.797402597402597,0.819480519480519,0.783116883116883,0.78961038961039,0.78961038961039,0.797402597402597,0.81038961038961,0.818181818181818,0.823376623376623,0.832467532467532,0.811688311688312,0.783116883116883,0.787012987012987,0.787012987012987,0.794805194805195,0.806493506493506,0.809090909090909,0.816883116883117,0.814285714285714,0.816883116883117,0.780519480519481,0.787012987012987,0.792207792207792,0.794805194805195,0.806493506493506,0.815584415584416,0.816883116883117,0.816883116883117,0.822077922077922,0.768831168831169,0.794805194805195,0.779220779220779,0.787012987012987,0.792207792207792,0.803896103896104,0.806493506493506,0.806493506493506,0.803896103896104,0.764935064935065,0.77012987012987,0.781818181818182,0.774025974025974,0.785714285714286,0.797402597402597,0.797402597402597,0.763636363636364,0.771428571428571,0.776623376623377,0.785714285714286,0.811688311688312,0.750649350649351,0.771428571428571,0.771428571428571,0.774025974025974,0.774025974025974,0.767532467532468
"7",0.98961038961039,0.98961038961039,0.957142857142857,0.984415584415584,0.987012987012987,0.987012987012987,1,0.954545454545455,0.894805194805195,0.976623376623377,0.957142857142857,0.967532467532468,0.82987012987013,0.962337662337662,0.738961038961039,0.738961038961039,0.766233766233766,0.746753246753247,0.738961038961039,0.745454545454545,0.742857142857143,0.757142857142857,0.744155844155844,0.762337662337662,0.742857142857143,0.742857142857143,0.735064935064935,0.745454545454545,0.738961038961039,0.744155844155844,0.762337662337662,0.748051948051948,0.762337662337662,0.766233766233766,0.757142857142857,0.75974025974026,0.727272727272727,0.748051948051948,0.763636363636364,0.763636363636364,0.772727272727273,0.757142857142857,0.706493506493507,0.714285714285714,0.727272727272727,0.744155844155844,0.750649350649351,0.772727272727273,0.757142857142857,0.757142857142857,0.751948051948052,0.706493506493507,0.727272727272727,0.741558441558442,0.753246753246753,0.753246753246753,0.748051948051948,0.748051948051948,0.742857142857143,0.741558441558442,0.749350649350649,0.741558441558442,0.738961038961039,0.724675324675325,0.736363636363636,0.758441558441558,0.723376623376623,0.732467532467532,0.732467532467532,0.74025974025974,0.753246753246753,0.754545454545455,0.757142857142857,0.766233766233766,0.746753246753247,0.723376623376623,0.731168831168831,0.731168831168831,0.738961038961039,0.749350649350649,0.746753246753247,0.753246753246753,0.749350649350649,0.750649350649351,0.722077922077922,0.731168831168831,0.736363636363636,0.738961038961039,0.749350649350649,0.758441558441558,0.753246753246753,0.753246753246753,0.755844155844156,0.701298701298701,0.733766233766234,0.719480519480519,0.731168831168831,0.736363636363636,0.748051948051948,0.749350649350649,0.749350649350649,0.74025974025974,0.702597402597403,0.71038961038961,0.724675324675325,0.718181818181818,0.72987012987013,0.74025974025974,0.74025974025974,0.701298701298701,0.711688311688312,0.720779220779221,0.72987012987013,0.748051948051948,0.688311688311688,0.711688311688312,0.71038961038961,0.716883116883117,0.716883116883117,0.714285714285714
"8",0.967532467532468,0.967532467532468,0.980519480519481,0.975324675324675,0.974025974025974,0.974025974025974,0.954545454545455,1,0.837662337662338,0.976623376623377,0.903896103896104,0.990909090909091,0.737662337662338,0.987012987012987,0.833766233766234,0.82987012987013,0.858441558441558,0.842857142857143,0.836363636363636,0.841558441558442,0.836363636363636,0.848051948051948,0.842857142857143,0.853246753246753,0.84025974025974,0.84025974025974,0.835064935064935,0.841558441558442,0.838961038961039,0.842857142857143,0.855844155844156,0.844155844155844,0.855844155844156,0.85974025974026,0.854545454545454,0.853246753246753,0.823376623376623,0.84025974025974,0.854545454545454,0.854545454545454,0.862337662337662,0.850649350649351,0.802597402597403,0.811688311688312,0.823376623376623,0.833766233766234,0.841558441558442,0.862337662337662,0.850649350649351,0.850649350649351,0.846753246753247,0.802597402597403,0.823376623376623,0.832467532467532,0.842857142857143,0.842857142857143,0.84025974025974,0.84025974025974,0.836363636363636,0.832467532467532,0.845454545454545,0.836363636363636,0.82987012987013,0.820779220779221,0.832467532467532,0.854545454545454,0.819480519480519,0.828571428571429,0.828571428571429,0.838961038961039,0.849350649350649,0.857142857142857,0.853246753246753,0.863636363636364,0.84025974025974,0.819480519480519,0.825974025974026,0.825974025974026,0.836363636363636,0.848051948051948,0.848051948051948,0.851948051948052,0.844155844155844,0.850649350649351,0.816883116883117,0.825974025974026,0.833766233766234,0.836363636363636,0.849350649350649,0.858441558441558,0.851948051948052,0.851948051948052,0.854545454545454,0.801298701298701,0.827272727272727,0.811688311688312,0.825974025974026,0.833766233766234,0.846753246753247,0.849350649350649,0.853246753246753,0.845454545454545,0.794805194805195,0.801298701298701,0.818181818181818,0.818181818181818,0.831168831168831,0.844155844155844,0.842857142857143,0.8,0.809090909090909,0.820779220779221,0.831168831168831,0.842857142857143,0.787012987012987,0.809090909090909,0.824675324675325,0.827272727272727,0.827272727272727,0.825974025974026
"9",0.901298701298701,0.901298701298701,0.872727272727273,0.9,0.898701298701299,0.898701298701299,0.894805194805195,0.837662337662338,1,0.88051948051948,0.951948051948052,0.883116883116883,0.925974025974026,0.877922077922078,0.677922077922078,0.668831168831169,0.709090909090909,0.684415584415584,0.668831168831169,0.680519480519481,0.685714285714286,0.705194805194805,0.702597402597403,0.719480519480519,0.679220779220779,0.679220779220779,0.664935064935065,0.680519480519481,0.697402597402597,0.702597402597403,0.71038961038961,0.690909090909091,0.71038961038961,0.712987012987013,0.703896103896104,0.7,0.711688311688312,0.706493506493507,0.723376623376623,0.723376623376623,0.737662337662338,0.74025974025974,0.711688311688312,0.702597402597403,0.711688311688312,0.722077922077922,0.716883116883117,0.737662337662338,0.74025974025974,0.74025974025974,0.728571428571429,0.711688311688312,0.720779220779221,0.723376623376623,0.728571428571429,0.728571428571429,0.735064935064935,0.735064935064935,0.723376623376623,0.723376623376623,0.725974025974026,0.723376623376623,0.725974025974026,0.715584415584416,0.714285714285714,0.727272727272727,0.727272727272727,0.728571428571429,0.728571428571429,0.733766233766234,0.738961038961039,0.728571428571429,0.732467532467532,0.737662337662338,0.725974025974026,0.727272727272727,0.731168831168831,0.731168831168831,0.736363636363636,0.74025974025974,0.733766233766234,0.745454545454545,0.737662337662338,0.741558441558442,0.72987012987013,0.731168831168831,0.738961038961039,0.736363636363636,0.738961038961039,0.745454545454545,0.745454545454545,0.745454545454545,0.753246753246753,0.711688311688312,0.738961038961039,0.735064935064935,0.731168831168831,0.738961038961039,0.741558441558442,0.738961038961039,0.735064935064935,0.736363636363636,0.720779220779221,0.736363636363636,0.745454545454545,0.72987012987013,0.732467532467532,0.728571428571429,0.736363636363636,0.715584415584416,0.728571428571429,0.727272727272727,0.732467532467532,0.755844155844156,0.709090909090909,0.728571428571429,0.722077922077922,0.715584415584416,0.715584415584416,0.705194805194805
"10",0.987012987012987,0.987012987012987,0.992207792207792,0.987012987012987,0.988311688311688,0.988311688311688,0.976623376623377,0.976623376623377,0.88051948051948,1,0.932467532467532,0.985714285714286,0.8,0.985714285714286,0.846753246753247,0.842857142857143,0.867532467532467,0.851948051948052,0.844155844155844,0.846753246753247,0.845454545454545,0.857142857142857,0.846753246753247,0.863636363636364,0.845454545454545,0.845454545454545,0.84025974025974,0.846753246753247,0.842857142857143,0.846753246753247,0.861038961038961,0.849350649350649,0.861038961038961,0.864935064935065,0.857142857142857,0.858441558441558,0.827272727272727,0.846753246753247,0.85974025974026,0.85974025974026,0.867532467532467,0.853246753246753,0.812987012987013,0.818181818181818,0.827272727272727,0.84025974025974,0.846753246753247,0.867532467532467,0.853246753246753,0.853246753246753,0.849350649350649,0.812987012987013,0.827272727272727,0.838961038961039,0.849350649350649,0.849350649350649,0.848051948051948,0.848051948051948,0.844155844155844,0.838961038961039,0.845454545454545,0.84025974025974,0.836363636363636,0.820779220779221,0.831168831168831,0.853246753246753,0.816883116883117,0.824675324675325,0.824675324675325,0.832467532467532,0.845454545454545,0.850649350649351,0.857142857142857,0.862337662337662,0.842857142857143,0.816883116883117,0.822077922077922,0.822077922077922,0.82987012987013,0.841558441558442,0.837662337662338,0.845454545454545,0.844155844155844,0.845454545454545,0.814285714285714,0.822077922077922,0.827272727272727,0.82987012987013,0.837662337662338,0.846753246753247,0.845454545454545,0.845454545454545,0.849350649350649,0.801298701298701,0.828571428571429,0.812987012987013,0.822077922077922,0.827272727272727,0.835064935064935,0.837662337662338,0.838961038961039,0.833766233766234,0.798701298701299,0.803896103896104,0.816883116883117,0.81038961038961,0.818181818181818,0.82987012987013,0.82987012987013,0.798701298701299,0.806493506493506,0.812987012987013,0.818181818181818,0.838961038961039,0.785714285714286,0.806493506493506,0.801298701298701,0.806493506493506,0.806493506493506,0.803896103896104
