"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147"
"1",1,0.988311688311688,0.981818181818182,0.967532467532468,0.977922077922078,0.974025974025974,0.974025974025974,0.95974025974026,0.955844155844156,0.957142857142857,0.95974025974026,0.961038961038961,0.948051948051948,0.905194805194805,0.964935064935065,0.890909090909091,0.955844155844156,0.927272727272727,0.942857142857143,0.95974025974026,0.944155844155844,0.951948051948052,0.966233766233766,0.937662337662338,0.953246753246753,0.931168831168831,0.946753246753247,0.936363636363636,0.944155844155844,0.946753246753247,0.962337662337662,0.884415584415584,0.925974025974026,0.927272727272727,0.922077922077922,0.906493506493506,0.907792207792208,0.916883116883117,0.915584415584416,0.911688311688312,0.916883116883117,0.912987012987013,0.888311688311688,0.91038961038961,0.887012987012987,0.902597402597403,0.953246753246753,0.915584415584416,0.906493506493506,0.902597402597403,0.902597402597403,0.901298701298701,0.867532467532467,0.901298701298701,0.887012987012987,0.849350649350649,0.9,0.885714285714286,0.884415584415584,0.85974025974026,0.881818181818182,0.881818181818182,0.881818181818182,0.877922077922078,0.864935064935065,0.864935064935065,0.854545454545454,0.853246753246753,0.809090909090909,0.835064935064935,0.835064935064935,0.797402597402597,0.825974025974026,0.837662337662338,0.844155844155844,0.815584415584416,0.831168831168831,0.801298701298701,0.803896103896104,0.779220779220779,0.8,0.806493506493506,0.823376623376623,0.794805194805195,0.776623376623377,0.784415584415584,0.78961038961039,0.75974025974026,0.748051948051948,0.722077922077922,0.635064935064935,0.67012987012987,0.674025974025974,0.646753246753247,0.564935064935065,0.614285714285714,0.651948051948052,0.655844155844156,0.633766233766234,0.606493506493507,0.558441558441558,0.55974025974026,0.612987012987013,0.636363636363636,0.61948051948052,0.602597402597403,0.596103896103896,0.58961038961039,0.571428571428571,0.48961038961039,0.623376623376623,0.55974025974026,0.615584415584416,0.602597402597403,0.612987012987013,0.574025974025974,0.564935064935065,0.54025974025974,0.612987012987013,0.579220779220779,0.541558441558442,0.602597402597403,0.564935064935065,0.536363636363636,0.527272727272727,0.54025974025974,0.6,0.538961038961039,0.557142857142857,0.467532467532468,0.515584415584416,0.514285714285714,0.501298701298701,0.519480519480519,0.497402597402597,0.498701298701299,0.522077922077922,0.562337662337662,0.523376623376623,0.506493506493506,0.512987012987013,0.501298701298701,0.487012987012987,0.515584415584416,0.516883116883117,0.487012987012987,0.511688311688312
"2",0.988311688311688,1,0.980519480519481,0.985714285714286,0.972727272727273,0.976623376623377,0.990909090909091,0.980519480519481,0.974025974025974,0.941558441558442,0.961038961038961,0.976623376623377,0.968831168831169,0.928571428571429,0.975324675324675,0.906493506493506,0.95974025974026,0.925974025974026,0.944155844155844,0.976623376623377,0.964935064935065,0.97012987012987,0.976623376623377,0.951948051948052,0.958441558441558,0.924675324675325,0.954545454545455,0.927272727272727,0.961038961038961,0.963636363636364,0.968831168831169,0.909090909090909,0.938961038961039,0.925974025974026,0.914285714285714,0.901298701298701,0.898701298701299,0.924675324675325,0.92987012987013,0.923376623376623,0.920779220779221,0.909090909090909,0.883116883116883,0.924675324675325,0.890909090909091,0.911688311688312,0.954545454545455,0.915584415584416,0.901298701298701,0.897402597402597,0.911688311688312,0.911688311688312,0.876623376623377,0.911688311688312,0.893506493506493,0.854545454545454,0.894805194805195,0.897402597402597,0.902597402597403,0.875324675324675,0.892207792207792,0.883116883116883,0.883116883116883,0.879220779220779,0.879220779220779,0.879220779220779,0.87012987012987,0.861038961038961,0.818181818181818,0.837662337662338,0.837662337662338,0.794805194805195,0.838961038961039,0.853246753246753,0.861038961038961,0.827272727272727,0.837662337662338,0.812987012987013,0.802597402597403,0.783116883116883,0.814285714285714,0.823376623376623,0.838961038961039,0.806493506493506,0.78961038961039,0.797402597402597,0.802597402597403,0.772727272727273,0.757142857142857,0.738961038961039,0.679220779220779,0.711688311688312,0.714285714285714,0.674025974025974,0.623376623376623,0.663636363636364,0.694805194805195,0.698701298701299,0.672727272727273,0.644155844155844,0.58961038961039,0.615584415584416,0.662337662337662,0.680519480519481,0.664935064935065,0.648051948051948,0.64025974025974,0.631168831168831,0.603896103896104,0.555844155844156,0.679220779220779,0.615584415584416,0.664935064935065,0.650649350649351,0.657142857142857,0.614285714285714,0.597402597402597,0.603896103896104,0.667532467532468,0.632467532467533,0.593506493506494,0.650649350649351,0.612987012987013,0.575324675324675,0.590909090909091,0.603896103896104,0.651948051948052,0.590909090909091,0.607792207792208,0.527272727272727,0.581818181818182,0.571428571428571,0.558441558441558,0.57012987012987,0.564935064935065,0.555844155844156,0.576623376623377,0.614285714285714,0.557142857142857,0.566233766233766,0.568831168831169,0.558441558441558,0.54025974025974,0.571428571428571,0.575324675324675,0.54025974025974,0.566233766233766
"3",0.981818181818182,0.980519480519481,1,0.984415584415584,0.985714285714286,0.996103896103896,0.979220779220779,0.976623376623377,0.974025974025974,0.966233766233766,0.980519480519481,0.987012987012987,0.972727272727273,0.945454545454545,0.977922077922078,0.931168831168831,0.964935064935065,0.942857142857143,0.95974025974026,0.976623376623377,0.97012987012987,0.974025974025974,0.979220779220779,0.968831168831169,0.967532467532468,0.953246753246753,0.963636363636364,0.950649350649351,0.966233766233766,0.97012987012987,0.980519480519481,0.935064935064935,0.963636363636364,0.958441558441558,0.944155844155844,0.927272727272727,0.925974025974026,0.945454545454545,0.957142857142857,0.953246753246753,0.953246753246753,0.942857142857143,0.911688311688312,0.936363636363636,0.922077922077922,0.938961038961039,0.97012987012987,0.948051948051948,0.938961038961039,0.935064935064935,0.924675324675325,0.925974025974026,0.907792207792208,0.932467532467532,0.928571428571429,0.888311688311688,0.92987012987013,0.911688311688312,0.914285714285714,0.901298701298701,0.918181818181818,0.920779220779221,0.920779220779221,0.916883116883117,0.9,0.9,0.893506493506493,0.897402597402597,0.853246753246753,0.877922077922078,0.877922077922078,0.827272727272727,0.861038961038961,0.875324675324675,0.881818181818182,0.861038961038961,0.876623376623377,0.851948051948052,0.849350649350649,0.812987012987013,0.841558441558442,0.849350649350649,0.866233766233766,0.844155844155844,0.828571428571429,0.824675324675325,0.831168831168831,0.809090909090909,0.798701298701299,0.774025974025974,0.683116883116883,0.715584415584416,0.720779220779221,0.692207792207792,0.623376623376623,0.667532467532468,0.7,0.701298701298701,0.677922077922078,0.658441558441558,0.614285714285714,0.616883116883117,0.664935064935065,0.687012987012987,0.67012987012987,0.651948051948052,0.645454545454546,0.642857142857143,0.61948051948052,0.549350649350649,0.675324675324675,0.616883116883117,0.668831168831169,0.654545454545455,0.663636363636364,0.624675324675325,0.620779220779221,0.598701298701299,0.663636363636364,0.632467532467533,0.597402597402597,0.654545454545455,0.615584415584416,0.590909090909091,0.585714285714286,0.598701298701299,0.651948051948052,0.592207792207792,0.611688311688312,0.519480519480519,0.577922077922078,0.57012987012987,0.555844155844156,0.572727272727273,0.55974025974026,0.555844155844156,0.577922077922078,0.618181818181818,0.579220779220779,0.564935064935065,0.571428571428571,0.555844155844156,0.544155844155844,0.575324675324675,0.575324675324675,0.544155844155844,0.568831168831169
"4",0.967532467532468,0.985714285714286,0.984415584415584,1,0.972727272727273,0.983116883116883,0.994805194805195,0.994805194805195,0.990909090909091,0.933766233766234,0.964935064935065,0.983116883116883,0.983116883116883,0.95974025974026,0.987012987012987,0.944155844155844,0.967532467532468,0.924675324675325,0.942857142857143,0.988311688311688,0.975324675324675,0.985714285714286,0.988311688311688,0.975324675324675,0.971428571428571,0.944155844155844,0.953246753246753,0.92987012987013,0.967532467532468,0.974025974025974,0.983116883116883,0.944155844155844,0.961038961038961,0.948051948051948,0.932467532467532,0.914285714285714,0.911688311688312,0.935064935064935,0.953246753246753,0.950649350649351,0.936363636363636,0.931168831168831,0.897402597402597,0.936363636363636,0.911688311688312,0.927272727272727,0.963636363636364,0.935064935064935,0.927272727272727,0.922077922077922,0.916883116883117,0.920779220779221,0.897402597402597,0.924675324675325,0.915584415584416,0.872727272727273,0.916883116883117,0.905194805194805,0.915584415584416,0.892207792207792,0.907792207792208,0.906493506493506,0.906493506493506,0.901298701298701,0.892207792207792,0.892207792207792,0.884415584415584,0.884415584415584,0.837662337662338,0.858441558441558,0.858441558441558,0.809090909090909,0.850649350649351,0.867532467532467,0.874025974025974,0.848051948051948,0.857142857142857,0.833766233766234,0.82987012987013,0.796103896103896,0.82987012987013,0.84025974025974,0.854545454545454,0.828571428571429,0.814285714285714,0.812987012987013,0.816883116883117,0.794805194805195,0.780519480519481,0.763636363636364,0.719480519480519,0.746753246753247,0.745454545454545,0.706493506493507,0.679220779220779,0.706493506493507,0.733766233766234,0.735064935064935,0.706493506493507,0.685714285714286,0.633766233766234,0.67012987012987,0.707792207792208,0.722077922077922,0.707792207792208,0.694805194805195,0.685714285714286,0.676623376623377,0.646753246753247,0.611688311688312,0.724675324675325,0.67012987012987,0.707792207792208,0.694805194805195,0.7,0.654545454545455,0.641558441558442,0.653246753246753,0.714285714285714,0.679220779220779,0.649350649350649,0.694805194805195,0.661038961038961,0.627272727272727,0.638961038961039,0.653246753246753,0.7,0.645454545454546,0.654545454545455,0.577922077922078,0.631168831168831,0.618181818181818,0.609090909090909,0.622077922077922,0.615584415584416,0.607792207792208,0.625974025974026,0.65974025974026,0.606493506493507,0.618181818181818,0.618181818181818,0.609090909090909,0.58961038961039,0.618181818181818,0.620779220779221,0.58961038961039,0.61038961038961
"5",0.977922077922078,0.972727272727273,0.985714285714286,0.972727272727273,1,0.984415584415584,0.975324675324675,0.968831168831169,0.95974025974026,0.977922077922078,0.976623376623377,0.977922077922078,0.961038961038961,0.933766233766234,0.97012987012987,0.925974025974026,0.95974025974026,0.966233766233766,0.971428571428571,0.980519480519481,0.961038961038961,0.966233766233766,0.971428571428571,0.955844155844156,0.966233766233766,0.954545454545455,0.979220779220779,0.963636363636364,0.97012987012987,0.966233766233766,0.976623376623377,0.915584415584416,0.951948051948052,0.954545454545455,0.948051948051948,0.94025974025974,0.941558441558442,0.950649350649351,0.951948051948052,0.944155844155844,0.945454545454545,0.944155844155844,0.931168831168831,0.951948051948052,0.933766233766234,0.946753246753247,0.97012987012987,0.949350649350649,0.941558441558442,0.937662337662338,0.942857142857143,0.942857142857143,0.916883116883117,0.944155844155844,0.937662337662338,0.903896103896104,0.94025974025974,0.933766233766234,0.931168831168831,0.912987012987013,0.931168831168831,0.935064935064935,0.935064935064935,0.931168831168831,0.916883116883117,0.916883116883117,0.91038961038961,0.909090909090909,0.872727272727273,0.893506493506493,0.893506493506493,0.85974025974026,0.884415584415584,0.896103896103896,0.9,0.879220779220779,0.892207792207792,0.87012987012987,0.867532467532467,0.848051948051948,0.868831168831169,0.875324675324675,0.887012987012987,0.862337662337662,0.848051948051948,0.857142857142857,0.861038961038961,0.836363636363636,0.827272727272727,0.806493506493506,0.684415584415584,0.715584415584416,0.725974025974026,0.722077922077922,0.620779220779221,0.667532467532468,0.698701298701299,0.703896103896104,0.68961038961039,0.676623376623377,0.649350649350649,0.618181818181818,0.662337662337662,0.683116883116883,0.668831168831169,0.65974025974026,0.654545454545455,0.666233766233766,0.646753246753247,0.546753246753247,0.672727272727273,0.618181818181818,0.666233766233766,0.657142857142857,0.667532467532468,0.646753246753247,0.651948051948052,0.592207792207792,0.666233766233766,0.628571428571429,0.598701298701299,0.657142857142857,0.628571428571429,0.614285714285714,0.579220779220779,0.592207792207792,0.649350649350649,0.597402597402597,0.612987012987013,0.514285714285714,0.568831168831169,0.567532467532468,0.558441558441558,0.579220779220779,0.554545454545455,0.554545454545455,0.574025974025974,0.616883116883117,0.603896103896104,0.557142857142857,0.566233766233766,0.558441558441558,0.548051948051948,0.567532467532468,0.576623376623377,0.548051948051948,0.55974025974026
"6",0.974025974025974,0.976623376623377,0.996103896103896,0.983116883116883,0.984415584415584,1,0.979220779220779,0.979220779220779,0.975324675324675,0.972727272727273,0.988311688311688,0.992207792207792,0.974025974025974,0.949350649350649,0.980519480519481,0.931168831168831,0.974025974025974,0.957142857142857,0.971428571428571,0.977922077922078,0.976623376623377,0.977922077922078,0.981818181818182,0.967532467532468,0.976623376623377,0.962337662337662,0.972727272727273,0.962337662337662,0.971428571428571,0.974025974025974,0.983116883116883,0.937662337662338,0.962337662337662,0.963636363636364,0.955844155844156,0.94025974025974,0.938961038961039,0.957142857142857,0.961038961038961,0.954545454545455,0.955844155844156,0.954545454545455,0.922077922077922,0.942857142857143,0.932467532467532,0.950649350649351,0.975324675324675,0.957142857142857,0.951948051948052,0.948051948051948,0.933766233766234,0.933766233766234,0.919480519480519,0.942857142857143,0.941558441558442,0.9,0.941558441558442,0.922077922077922,0.922077922077922,0.912987012987013,0.92987012987013,0.932467532467532,0.932467532467532,0.928571428571429,0.909090909090909,0.909090909090909,0.905194805194805,0.91038961038961,0.867532467532467,0.893506493506493,0.893506493506493,0.837662337662338,0.872727272727273,0.887012987012987,0.893506493506493,0.875324675324675,0.893506493506493,0.871428571428571,0.867532467532467,0.824675324675325,0.854545454545454,0.862337662337662,0.877922077922078,0.861038961038961,0.848051948051948,0.837662337662338,0.845454545454545,0.82987012987013,0.820779220779221,0.796103896103896,0.683116883116883,0.716883116883117,0.725974025974026,0.7,0.620779220779221,0.668831168831169,0.701298701298701,0.701298701298701,0.681818181818182,0.67012987012987,0.631168831168831,0.616883116883117,0.664935064935065,0.68961038961039,0.671428571428571,0.653246753246753,0.648051948051948,0.653246753246753,0.633766233766234,0.542857142857143,0.674025974025974,0.616883116883117,0.67012987012987,0.655844155844156,0.666233766233766,0.635064935064935,0.636363636363636,0.596103896103896,0.662337662337662,0.62987012987013,0.597402597402597,0.655844155844156,0.618181818181818,0.601298701298701,0.583116883116883,0.596103896103896,0.649350649350649,0.590909090909091,0.611688311688312,0.511688311688312,0.576623376623377,0.567532467532468,0.553246753246753,0.572727272727273,0.558441558441558,0.553246753246753,0.575324675324675,0.618181818181818,0.594805194805195,0.55974025974026,0.57012987012987,0.553246753246753,0.545454545454545,0.572727272727273,0.575324675324675,0.545454545454545,0.563636363636364
"7",0.974025974025974,0.990909090909091,0.979220779220779,0.994805194805195,0.975324675324675,0.979220779220779,1,0.996103896103896,0.98961038961039,0.942857142857143,0.964935064935065,0.983116883116883,0.983116883116883,0.951948051948052,0.98961038961039,0.935064935064935,0.971428571428571,0.933766233766234,0.951948051948052,0.992207792207792,0.977922077922078,0.988311688311688,0.990909090909091,0.972727272727273,0.974025974025974,0.946753246753247,0.962337662337662,0.936363636363636,0.974025974025974,0.979220779220779,0.984415584415584,0.937662337662338,0.955844155844156,0.946753246753247,0.937662337662338,0.918181818181818,0.916883116883117,0.937662337662338,0.951948051948052,0.948051948051948,0.933766233766234,0.933766233766234,0.903896103896104,0.944155844155844,0.914285714285714,0.931168831168831,0.97012987012987,0.938961038961039,0.927272727272727,0.923376623376623,0.92987012987013,0.931168831168831,0.901298701298701,0.92987012987013,0.919480519480519,0.884415584415584,0.920779220779221,0.916883116883117,0.924675324675325,0.897402597402597,0.914285714285714,0.91038961038961,0.91038961038961,0.906493506493506,0.901298701298701,0.901298701298701,0.892207792207792,0.890909090909091,0.849350649350649,0.867532467532467,0.867532467532467,0.825974025974026,0.866233766233766,0.877922077922078,0.887012987012987,0.858441558441558,0.866233766233766,0.842857142857143,0.837662337662338,0.812987012987013,0.844155844155844,0.853246753246753,0.866233766233766,0.837662337662338,0.824675324675325,0.828571428571429,0.832467532467532,0.809090909090909,0.793506493506493,0.780519480519481,0.716883116883117,0.746753246753247,0.746753246753247,0.715584415584416,0.668831168831169,0.702597402597403,0.732467532467532,0.733766233766234,0.709090909090909,0.692207792207792,0.644155844155844,0.663636363636364,0.703896103896104,0.720779220779221,0.705194805194805,0.690909090909091,0.683116883116883,0.679220779220779,0.65974025974026,0.598701298701299,0.720779220779221,0.663636363636364,0.703896103896104,0.690909090909091,0.696103896103896,0.654545454545455,0.651948051948052,0.644155844155844,0.71038961038961,0.672727272727273,0.641558441558442,0.690909090909091,0.658441558441558,0.628571428571429,0.631168831168831,0.644155844155844,0.693506493506494,0.637662337662338,0.649350649350649,0.566233766233766,0.622077922077922,0.61038961038961,0.601298701298701,0.616883116883117,0.606493506493507,0.597402597402597,0.618181818181818,0.653246753246753,0.611688311688312,0.605194805194805,0.606493506493507,0.601298701298701,0.581818181818182,0.603896103896104,0.61038961038961,0.581818181818182,0.594805194805195
"8",0.95974025974026,0.980519480519481,0.976623376623377,0.994805194805195,0.968831168831169,0.979220779220779,0.996103896103896,1,0.996103896103896,0.936363636363636,0.961038961038961,0.981818181818182,0.985714285714286,0.962337662337662,0.992207792207792,0.942857142857143,0.976623376623377,0.931168831168831,0.951948051948052,0.993506493506494,0.977922077922078,0.990909090909091,0.993506493506494,0.977922077922078,0.980519480519481,0.954545454545455,0.962337662337662,0.936363636363636,0.972727272727273,0.979220779220779,0.988311688311688,0.946753246753247,0.955844155844156,0.953246753246753,0.946753246753247,0.920779220779221,0.918181818181818,0.94025974025974,0.955844155844156,0.953246753246753,0.92987012987013,0.945454545454545,0.909090909090909,0.945454545454545,0.920779220779221,0.936363636363636,0.974025974025974,0.946753246753247,0.941558441558442,0.937662337662338,0.931168831168831,0.932467532467532,0.909090909090909,0.933766233766234,0.927272727272727,0.884415584415584,0.932467532467532,0.919480519480519,0.927272727272727,0.902597402597403,0.919480519480519,0.920779220779221,0.920779220779221,0.916883116883117,0.905194805194805,0.905194805194805,0.897402597402597,0.901298701298701,0.854545454545454,0.879220779220779,0.879220779220779,0.827272727272727,0.867532467532467,0.881818181818182,0.890909090909091,0.866233766233766,0.877922077922078,0.854545454545454,0.853246753246753,0.814285714285714,0.848051948051948,0.85974025974026,0.871428571428571,0.848051948051948,0.836363636363636,0.831168831168831,0.836363636363636,0.819480519480519,0.805194805194805,0.790909090909091,0.722077922077922,0.750649350649351,0.750649350649351,0.718181818181818,0.680519480519481,0.709090909090909,0.737662337662338,0.737662337662338,0.714285714285714,0.701298701298701,0.655844155844156,0.674025974025974,0.711688311688312,0.728571428571429,0.712987012987013,0.698701298701299,0.692207792207792,0.688311688311688,0.671428571428571,0.606493506493507,0.727272727272727,0.674025974025974,0.711688311688312,0.697402597402597,0.702597402597403,0.662337662337662,0.663636363636364,0.650649350649351,0.715584415584416,0.679220779220779,0.653246753246753,0.697402597402597,0.668831168831169,0.641558441558442,0.636363636363636,0.650649350649351,0.7,0.648051948051948,0.655844155844156,0.571428571428571,0.627272727272727,0.615584415584416,0.609090909090909,0.627272727272727,0.611688311688312,0.603896103896104,0.623376623376623,0.658441558441558,0.624675324675325,0.609090909090909,0.611688311688312,0.609090909090909,0.592207792207792,0.607792207792208,0.616883116883117,0.592207792207792,0.597402597402597
"9",0.955844155844156,0.974025974025974,0.974025974025974,0.990909090909091,0.95974025974026,0.975324675324675,0.98961038961039,0.996103896103896,1,0.92987012987013,0.958441558441558,0.975324675324675,0.987012987012987,0.968831168831169,0.994805194805195,0.946753246753247,0.983116883116883,0.920779220779221,0.949350649350649,0.988311688311688,0.974025974025974,0.98961038961039,0.996103896103896,0.980519480519481,0.985714285714286,0.962337662337662,0.954545454545455,0.937662337662338,0.968831168831169,0.977922077922078,0.992207792207792,0.950649350649351,0.957142857142857,0.962337662337662,0.953246753246753,0.924675324675325,0.920779220779221,0.941558441558442,0.957142857142857,0.957142857142857,0.927272727272727,0.953246753246753,0.91038961038961,0.938961038961039,0.923376623376623,0.935064935064935,0.977922077922078,0.951948051948052,0.950649350649351,0.946753246753247,0.924675324675325,0.927272727272727,0.909090909090909,0.931168831168831,0.928571428571429,0.881818181818182,0.94025974025974,0.911688311688312,0.918181818181818,0.897402597402597,0.916883116883117,0.923376623376623,0.923376623376623,0.919480519480519,0.897402597402597,0.897402597402597,0.88961038961039,0.901298701298701,0.850649350649351,0.883116883116883,0.883116883116883,0.819480519480519,0.858441558441558,0.874025974025974,0.883116883116883,0.863636363636364,0.879220779220779,0.854545454545454,0.85974025974026,0.802597402597403,0.837662337662338,0.850649350649351,0.863636363636364,0.846753246753247,0.835064935064935,0.818181818181818,0.823376623376623,0.812987012987013,0.798701298701299,0.781818181818182,0.720779220779221,0.746753246753247,0.745454545454545,0.707792207792208,0.679220779220779,0.707792207792208,0.736363636363636,0.733766233766234,0.706493506493507,0.692207792207792,0.646753246753247,0.67012987012987,0.71038961038961,0.727272727272727,0.711688311688312,0.693506493506494,0.687012987012987,0.676623376623377,0.666233766233766,0.601298701298701,0.722077922077922,0.67012987012987,0.709090909090909,0.692207792207792,0.697402597402597,0.650649350649351,0.653246753246753,0.642857142857143,0.707792207792208,0.674025974025974,0.651948051948052,0.692207792207792,0.662337662337662,0.636363636363636,0.628571428571429,0.642857142857143,0.694805194805195,0.644155844155844,0.650649350649351,0.566233766233766,0.615584415584416,0.609090909090909,0.602597402597403,0.623376623376623,0.598701298701299,0.594805194805195,0.615584415584416,0.648051948051948,0.618181818181818,0.601298701298701,0.602597402597403,0.602597402597403,0.587012987012987,0.598701298701299,0.606493506493507,0.587012987012987,0.588311688311688
"10",0.957142857142857,0.941558441558442,0.966233766233766,0.933766233766234,0.977922077922078,0.972727272727273,0.942857142857143,0.936363636363636,0.92987012987013,1,0.981818181818182,0.967532467532468,0.944155844155844,0.909090909090909,0.946753246753247,0.893506493506493,0.948051948051948,0.987012987012987,0.987012987012987,0.949350649350649,0.954545454545455,0.948051948051948,0.949350649350649,0.936363636363636,0.953246753246753,0.951948051948052,0.983116883116883,0.987012987012987,0.961038961038961,0.955844155844156,0.957142857142857,0.911688311688312,0.941558441558442,0.954545454545455,0.950649350649351,0.966233766233766,0.968831168831169,0.964935064935065,0.949350649350649,0.94025974025974,0.951948051948052,0.946753246753247,0.953246753246753,0.954545454545455,0.953246753246753,0.95974025974026,0.97012987012987,0.962337662337662,0.949350649350649,0.944155844155844,0.957142857142857,0.954545454545455,0.94025974025974,0.957142857142857,0.954545454545455,0.92987012987013,0.946753246753247,0.948051948051948,0.938961038961039,0.935064935064935,0.951948051948052,0.948051948051948,0.948051948051948,0.942857142857143,0.933766233766234,0.933766233766234,0.931168831168831,0.933766233766234,0.905194805194805,0.915584415584416,0.915584415584416,0.890909090909091,0.91038961038961,0.919480519480519,0.923376623376623,0.907792207792208,0.915584415584416,0.894805194805195,0.887012987012987,0.874025974025974,0.892207792207792,0.894805194805195,0.906493506493506,0.893506493506493,0.877922077922078,0.876623376623377,0.884415584415584,0.87012987012987,0.857142857142857,0.832467532467532,0.664935064935065,0.703896103896104,0.719480519480519,0.72987012987013,0.576623376623377,0.644155844155844,0.680519480519481,0.685714285714286,0.680519480519481,0.679220779220779,0.668831168831169,0.580519480519481,0.638961038961039,0.667532467532468,0.651948051948052,0.633766233766234,0.631168831168831,0.655844155844156,0.65974025974026,0.490909090909091,0.644155844155844,0.580519480519481,0.642857142857143,0.633766233766234,0.651948051948052,0.644155844155844,0.666233766233766,0.551948051948052,0.632467532467533,0.597402597402597,0.564935064935065,0.633766233766234,0.6,0.605194805194805,0.54025974025974,0.551948051948052,0.61948051948052,0.562337662337662,0.592207792207792,0.464935064935065,0.52987012987013,0.536363636363636,0.520779220779221,0.551948051948052,0.514285714285714,0.516883116883117,0.544155844155844,0.593506493506494,0.607792207792208,0.516883116883117,0.536363636363636,0.520779220779221,0.519480519480519,0.536363636363636,0.542857142857143,0.519480519480519,0.525974025974026
