"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73"
"1",1,0.977922077922078,0.967532467532468,0.950649350649351,0.779220779220779,0.00649350649350649,-0.00649350649350649,0.397402597402597,-0.107792207792208,-0.188311688311688,-0.128571428571429,0.0480519480519481,0.642857142857143,0.0818181818181818,0.0948051948051948,0.18961038961039,0.192207792207792,0.348051948051948,0.649350649350649,0.0922077922077922,0.12987012987013,0.685714285714286,0.0857142857142857,0.205194805194805,0.194805194805195,0.0415584415584416,0.0402597402597403,0.0974025974025974,0.585714285714286,0.620779220779221,-0.103896103896104,-0.0181818181818182,0.0025974025974026,0.0272727272727273,0.0337662337662338,0.362337662337662,0.542857142857143,-0.0246753246753247,0.0311688311688312,0.1,0.642857142857143,0.676623376623377,0.209090909090909,0.425974025974026,0.594805194805195,0.0675324675324675,0.0701298701298701,0.125974025974026,0.0324675324675325,0.0467532467532468,0.0441558441558442,0.0831168831168831,0.42987012987013,0.102597402597403,0.0896103896103896,-0.00909090909090909,-0.0181818181818182,-0.0103896103896104,0.0584415584415584,0.0376623376623377,0.466233766233766,-0.190909090909091,-0.115584415584416,-0.0207792207792208,0.0337662337662338,-0.0142857142857143,0.0142857142857143,0.0454545454545455,0.0688311688311688,-0.00649350649350649,-0.0142857142857143,0.0532467532467532,-0.0103896103896104
"2",0.977922077922078,1,0.992207792207792,0.981818181818182,0.77012987012987,0.0597402597402597,0.0571428571428571,0.424675324675325,-0.087012987012987,-0.171428571428571,-0.132467532467532,0.107792207792208,0.666233766233766,0.109090909090909,0.131168831168831,0.222077922077922,0.218181818181818,0.380519480519481,0.651948051948052,0.118181818181818,0.149350649350649,0.67012987012987,0.115584415584416,0.250649350649351,0.235064935064935,0.0766233766233766,0.0766233766233766,0.12987012987013,0.568831168831169,0.596103896103896,-0.0766233766233766,0.012987012987013,0.0376623376623377,0.0675324675324675,0.0675324675324675,0.379220779220779,0.538961038961039,-0.0012987012987013,0.0571428571428571,0.145454545454545,0.62987012987013,0.666233766233766,0.222077922077922,0.445454545454545,0.587012987012987,0.0623376623376623,0.0636363636363636,0.145454545454545,0.0623376623376623,0.0831168831168831,0.0766233766233766,0.109090909090909,0.44025974025974,0.0818181818181818,0.087012987012987,0.0168831168831169,0.0207792207792208,0.0285714285714286,0.0896103896103896,0.061038961038961,0.481818181818182,-0.133766233766234,-0.118181818181818,-0.0038961038961039,-0.0025974025974026,-0.0012987012987013,0.00909090909090909,0.0298701298701299,0.0467532467532468,-0.0857142857142857,-0.0857142857142857,-0.0285714285714286,-0.0753246753246753
"3",0.967532467532468,0.992207792207792,1,0.983116883116883,0.763636363636364,0.0909090909090909,0.0857142857142857,0.449350649350649,-0.087012987012987,-0.157142857142857,-0.118181818181818,0.142857142857143,0.662337662337662,0.141558441558442,0.166233766233766,0.241558441558442,0.232467532467532,0.393506493506494,0.662337662337662,0.146753246753247,0.163636363636364,0.680519480519481,0.148051948051948,0.271428571428571,0.245454545454545,0.0831168831168831,0.0948051948051948,0.154545454545455,0.587012987012987,0.612987012987013,-0.074025974025974,0.0181818181818182,0.0584415584415584,0.0896103896103896,0.0909090909090909,0.390909090909091,0.563636363636364,0.0142857142857143,0.0831168831168831,0.177922077922078,0.653246753246753,0.687012987012987,0.251948051948052,0.475324675324675,0.602597402597403,0.0922077922077922,0.103896103896104,0.18961038961039,0.0792207792207792,0.105194805194805,0.0987012987012987,0.125974025974026,0.455844155844156,0.116883116883117,0.133766233766234,0.0233766233766234,0.0324675324675325,0.0454545454545455,0.114285714285714,0.0818181818181818,0.5,-0.0935064935064935,-0.0766233766233766,0.0376623376623377,0.038961038961039,0.0480519480519481,0.0493506493506493,0.0792207792207792,0.0922077922077922,-0.0376623376623377,-0.0337662337662338,0.0207792207792208,-0.0168831168831169
"4",0.950649350649351,0.981818181818182,0.983116883116883,1,0.767532467532468,0.0779220779220779,0.0831168831168831,0.396103896103896,-0.0909090909090909,-0.154545454545455,-0.118181818181818,0.15974025974026,0.623376623376623,0.155844155844156,0.177922077922078,0.233766233766234,0.212987012987013,0.362337662337662,0.609090909090909,0.153246753246753,0.168831168831169,0.625974025974026,0.153246753246753,0.262337662337662,0.241558441558442,0.119480519480519,0.123376623376623,0.153246753246753,0.511688311688312,0.550649350649351,-0.0480519480519481,0.0467532467532468,0.0844155844155844,0.118181818181818,0.115584415584416,0.358441558441558,0.492207792207792,0.0441558441558442,0.102597402597403,0.184415584415584,0.602597402597403,0.644155844155844,0.246753246753247,0.419480519480519,0.568831168831169,0.0350649350649351,0.0415584415584416,0.162337662337662,0.0974025974025974,0.122077922077922,0.118181818181818,0.144155844155844,0.453246753246753,0.0584415584415584,0.0974025974025974,0.0441558441558442,0.0558441558441558,0.0701298701298701,0.135064935064935,0.0909090909090909,0.450649350649351,-0.115584415584416,-0.0792207792207792,0.0324675324675325,0.0155844155844156,0.0311688311688312,0.0363636363636364,0.0623376623376623,0.0727272727272727,-0.115584415584416,-0.11038961038961,-0.0649350649350649,-0.0974025974025974
"5",0.779220779220779,0.77012987012987,0.763636363636364,0.767532467532468,1,0.146753246753247,0.158441558441558,0.435064935064935,0.0922077922077922,0.0233766233766234,0.0688311688311688,0.161038961038961,0.52987012987013,0.211688311688312,0.188311688311688,0.246753246753247,0.284415584415584,0.32987012987013,0.522077922077922,0.161038961038961,0.135064935064935,0.546753246753247,0.209090909090909,0.257142857142857,0.276623376623377,0.258441558441558,0.218181818181818,0.145454545454545,0.450649350649351,0.571428571428571,0.154545454545455,0.194805194805195,0.209090909090909,0.161038961038961,0.177922077922078,0.350649350649351,0.441558441558442,0.158441558441558,0.185714285714286,0.181818181818182,0.406493506493507,0.448051948051948,0.34025974025974,0.333766233766234,0.371428571428571,0.442857142857143,0.411688311688312,0.455844155844156,0.272727272727273,0.248051948051948,0.237662337662338,0.249350649350649,0.546753246753247,0.423376623376623,0.436363636363636,0.262337662337662,0.251948051948052,0.232467532467532,0.242857142857143,0.242857142857143,0.27012987012987,0.123376623376623,0.0441558441558442,0.155844155844156,0.157142857142857,0.206493506493507,0.148051948051948,0.219480519480519,0.241558441558442,-0.119480519480519,-0.142857142857143,-0.116883116883117,-0.163636363636364
"6",0.00649350649350649,0.0597402597402597,0.0909090909090909,0.0779220779220779,0.146753246753247,1,0.955844155844156,0.772727272727273,0.851948051948052,0.894805194805195,0.855844155844156,0.815584415584416,0.479220779220779,0.77012987012987,0.793506493506493,0.783116883116883,0.792207792207792,0.71038961038961,0.435064935064935,0.749350649350649,0.653246753246753,0.406493506493507,0.750649350649351,0.764935064935065,0.780519480519481,0.780519480519481,0.785714285714286,0.728571428571429,0.411688311688312,0.403896103896104,0.812987012987013,0.797402597402597,0.790909090909091,0.794805194805195,0.772727272727273,0.650649350649351,0.414285714285714,0.780519480519481,0.754545454545455,0.794805194805195,0.368831168831169,0.392207792207792,0.620779220779221,0.45974025974026,0.398701298701299,0.172727272727273,0.237662337662338,0.205194805194805,0.771428571428571,0.781818181818182,0.763636363636364,0.744155844155844,-0.0324675324675325,0.24025974025974,0.251948051948052,0.768831168831169,0.766233766233766,0.772727272727273,0.754545454545455,0.771428571428571,0.318181818181818,0.306493506493506,0.161038961038961,0.141558441558442,0.0714285714285714,0.338961038961039,0.1,0.205194805194805,0.167532467532468,-0.0272727272727273,-0.0246753246753247,-0.087012987012987,0.0025974025974026
"7",-0.00649350649350649,0.0571428571428571,0.0857142857142857,0.0831168831168831,0.158441558441558,0.955844155844156,1,0.797402597402597,0.871428571428571,0.902597402597403,0.879220779220779,0.919480519480519,0.52987012987013,0.894805194805195,0.901298701298701,0.868831168831169,0.846753246753247,0.732467532467532,0.485714285714286,0.88051948051948,0.780519480519481,0.435064935064935,0.87012987012987,0.861038961038961,0.867532467532467,0.861038961038961,0.868831168831169,0.862337662337662,0.416883116883117,0.396103896103896,0.85974025974026,0.877922077922078,0.88961038961039,0.897402597402597,0.888311688311688,0.714285714285714,0.425974025974026,0.87012987012987,0.874025974025974,0.909090909090909,0.383116883116883,0.418181818181818,0.597402597402597,0.454545454545455,0.425974025974026,0.14025974025974,0.218181818181818,0.197402597402597,0.851948051948052,0.867532467532467,0.862337662337662,0.866233766233766,-0.0350649350649351,0.224675324675325,0.249350649350649,0.827272727272727,0.836363636363636,0.846753246753247,0.848051948051948,0.858441558441558,0.362337662337662,0.394805194805195,0.264935064935065,0.222077922077922,0.166233766233766,0.435064935064935,0.187012987012987,0.306493506493506,0.271428571428571,-0.0025974025974026,-0.00519480519480519,-0.0597402597402597,0.012987012987013
"8",0.397402597402597,0.424675324675325,0.449350649350649,0.396103896103896,0.435064935064935,0.772727272727273,0.797402597402597,1,0.693506493506494,0.683116883116883,0.694805194805195,0.702597402597403,0.848051948051948,0.718181818181818,0.77012987012987,0.898701298701299,0.922077922077922,0.898701298701299,0.806493506493506,0.746753246753247,0.728571428571429,0.762337662337662,0.78961038961039,0.9,0.909090909090909,0.694805194805195,0.71038961038961,0.794805194805195,0.757142857142857,0.745454545454545,0.651948051948052,0.685714285714286,0.696103896103896,0.706493506493507,0.727272727272727,0.894805194805195,0.763636363636364,0.65974025974026,0.719480519480519,0.805194805194805,0.687012987012987,0.693506493506494,0.642857142857143,0.638961038961039,0.666233766233766,0.164935064935065,0.222077922077922,0.232467532467532,0.753246753246753,0.772727272727273,0.766233766233766,0.766233766233766,0.106493506493506,0.264935064935065,0.292207792207792,0.693506493506494,0.702597402597403,0.706493506493507,0.75974025974026,0.775324675324675,0.563636363636364,0.327272727272727,0.174025974025974,0.207792207792208,0.17012987012987,0.338961038961039,0.161038961038961,0.284415584415584,0.25974025974026,0.0454545454545455,0.0246753246753247,0.0792207792207792,0.0727272727272727
"9",-0.107792207792208,-0.087012987012987,-0.087012987012987,-0.0909090909090909,0.0922077922077922,0.851948051948052,0.871428571428571,0.693506493506494,1,0.967532467532468,0.954545454545455,0.792207792207792,0.476623376623377,0.761038961038961,0.794805194805195,0.776623376623377,0.8,0.683116883116883,0.455844155844156,0.744155844155844,0.744155844155844,0.368831168831169,0.775324675324675,0.748051948051948,0.777922077922078,0.858441558441558,0.841558441558442,0.749350649350649,0.396103896103896,0.409090909090909,0.925974025974026,0.896103896103896,0.849350649350649,0.82987012987013,0.823376623376623,0.65974025974026,0.403896103896104,0.851948051948052,0.802597402597403,0.783116883116883,0.287012987012987,0.316883116883117,0.627272727272727,0.449350649350649,0.383116883116883,0.184415584415584,0.21038961038961,0.115584415584416,0.853246753246753,0.831168831168831,0.812987012987013,0.772727272727273,-0.0649350649350649,0.236363636363636,0.212987012987013,0.883116883116883,0.85974025974026,0.855844155844156,0.794805194805195,0.82987012987013,0.31038961038961,0.372727272727273,0.294805194805195,0.225974025974026,0.154545454545455,0.385714285714286,0.214285714285714,0.277922077922078,0.244155844155844,0.0714285714285714,0.0649350649350649,-0.0155844155844156,0.0285714285714286
"10",-0.188311688311688,-0.171428571428571,-0.157142857142857,-0.154545454545455,0.0233766233766234,0.894805194805195,0.902597402597403,0.683116883116883,0.967532467532468,1,0.976623376623377,0.790909090909091,0.390909090909091,0.781818181818182,0.809090909090909,0.783116883116883,0.801298701298701,0.650649350649351,0.37012987012987,0.768831168831169,0.718181818181818,0.296103896103896,0.785714285714286,0.744155844155844,0.772727272727273,0.831168831168831,0.828571428571429,0.748051948051948,0.327272727272727,0.338961038961039,0.909090909090909,0.877922077922078,0.849350649350649,0.832467532467532,0.825974025974026,0.625974025974026,0.338961038961039,0.851948051948052,0.816883116883117,0.792207792207792,0.237662337662338,0.255844155844156,0.612987012987013,0.398701298701299,0.320779220779221,0.192207792207792,0.24025974025974,0.185714285714286,0.855844155844156,0.841558441558442,0.825974025974026,0.788311688311688,-0.0805194805194805,0.262337662337662,0.283116883116883,0.866233766233766,0.854545454545454,0.855844155844156,0.815584415584416,0.845454545454545,0.25974025974026,0.422077922077922,0.316883116883117,0.254545454545455,0.209090909090909,0.448051948051948,0.225974025974026,0.336363636363636,0.294805194805195,0.0844155844155844,0.0883116883116883,0.0025974025974026,0.0428571428571429
