"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191"
"1",0,201.556443707464,176.776695296637,55.9016994374947,35.3553390593274,230.488611432322,206.155281280883,182.002747232013,158.113883008419,134.629120178363,111.803398874989,90.1387818865997,70.7106781186548,55.9016994374947,50,285.043856274785,237.170824512628,213.600093632938,190.394327646598,167.705098312484,145.773797371133,125,106.066017177982,90.1387818865997,79.0569415042095,246.221445044903,223.606797749979,201.556443707464,180.277563773199,160.078105935821,141.42135623731,125,111.803398874989,103.077640640442,100,279.508497187474,257.390753524675,235.849528301415,215.058131676066,195.256241897666,176.776695296637,160.078105935821,145.773797371133,134.629120178363,250,230.488611432322,212.132034355964,195.256241897666,180.277563773199,167.705098312484,158.113883008419,305.163890393343,285.043856274785,247.487373415292,230.488611432322,215.058131676066,201.556443707464,320.156211871642,301.039864469807,282.842712474619,265.753645318366,250,235.849528301415,223.606797749979,375,336.340601176843,318.198051533946,301.039864469807,285.043856274785,270.416345659799,257.390753524675,371.651718682963,353.553390593274,336.340601176843,320.156211871642,305.163890393343,291.547594742265,425.73465914816,388.908729652601,371.651718682963,355.316760088797,340.036762718386,325.960120260132,276.134025429682,406.970514902493,390.512483795333,375,360.555127546399,347.311099736245,335.410196624968,304.138126514911,301.039864469807,459.619407771256,442.295150323853,425.73465914816,410.030486671418,395.284707521047,381.608438061844,369.120576505835,357.945526581909,333.541601603158,328.823660949148,325.960120260132,477.62432936357,445.112345369121,430.116263352131,416.082924427331,403.112887414927,391.311896062463,380.788655293195,371.651718682963,364.005494464026,357.945526581909,353.553390593274,350.891721190455,350,465.026880943457,450.693909432999,437.321392113398,413.823633931171,403.887360535088,395.284707521047,388.104367406501,382.426463519459,378.318648760539,375.832409459323,375,531.507290636732,427.200187265877,419.076365356005,412.310562561766,406.970514902493,566.789202437732,550.567888638631,535.023363975817,520.21630116712,618.970920156997,602.079728939615,585.768725692999,570.087712549569,555.090082779363,540.832691319598,527.375577743225,654.31261641512,637.377439199098,620.987117418711,605.18592184551,590.021186060297,575.543221661067,561.805126356106,536.772763839597,525.594901040716,725,656.220237420334,640.312423743285,625,610.327780786685,596.343022093828,583.09518948453,797.260935955099,742.462120245875,675.462804305315,660.018939122204,645.174395028197,630.971473206198,617.454451761423,604.669331122391,813.941029804985,743.303437365925,726.722092687432,710.633520177595,695.071938722892,680.073525436772,665.676347784717,651.920240520265,638.846616959032,761.987532706409,745.821694508815,715.017482303754,700.446286306095,686.476510887299,673.145600891813,735.272058492637,721.110255092798,707.548584904245,742.041103982792,728.868986855663,716.32743909472,776.611228350453,763.216876123687,750.416550990182
"2",201.556443707464,0,25,150,175,35.3553390593274,25,35.3553390593274,55.9016994374947,79.0569415042095,103.077640640442,127.47548783982,152.069063257455,176.776695296637,201.556443707464,90.1387818865997,55.9016994374947,50,55.9016994374947,70.7106781186548,90.1387818865997,111.803398874989,134.629120178363,158.113883008419,182.002747232013,79.0569415042095,75,79.0569415042095,90.1387818865997,106.066017177982,125,145.773797371133,167.705098312484,190.394327646598,213.600093632938,111.803398874989,103.077640640442,100,103.077640640442,111.803398874989,125,141.42135623731,160.078105935821,180.277563773199,125,127.47548783982,134.629120178363,145.773797371133,160.078105935821,176.776695296637,195.256241897666,158.113883008419,152.069063257455,152.069063257455,158.113883008419,167.705098312484,180.277563773199,182.002747232013,176.776695296637,175,176.776695296637,182.002747232013,190.394327646598,201.556443707464,223.606797749979,206.155281280883,201.556443707464,200,201.556443707464,206.155281280883,213.600093632938,237.170824512628,230.488611432322,226.384628453435,225,226.384628453435,230.488611432322,279.508497187474,261.007662722764,254.950975679639,251.246890528022,250,251.246890528022,305.163890393343,285.043856274785,279.508497187474,276.134025429682,275,276.134025429682,279.508497187474,313.249102153542,325.960120260132,325,316.227766016838,309.232921921325,304.138126514911,301.039864469807,300,301.039864469807,304.138126514911,325,335.410196624968,347.311099736245,348.209706929603,333.541601603158,328.823660949148,325.960120260132,325,325.960120260132,328.823660949148,333.541601603158,340.036762718386,348.209706929603,357.945526581909,369.120576505835,381.608438061844,357.945526581909,353.553390593274,350.891721190455,350.891721190455,353.553390593274,357.945526581909,364.005494464026,371.651718682963,380.788655293195,391.311896062463,403.112887414927,403.887360535088,378.318648760539,382.426463519459,388.104367406501,395.284707521047,436.606229914325,427.200187265877,419.076365356005,412.310562561766,480.884601541784,469.707355701398,459.619407771256,450.693909432999,443.001128666734,436.606229914325,431.566912540802,514.78150704935,503.115294937453,492.442890089805,482.830197895699,474.341649025257,467.038542306735,460.977222864644,452.769256906871,450.693909432999,575.543221661067,525.594901040716,515.388203202208,506.211418282915,498.121471129282,491.172067609713,485.41219597369,640.312423743285,596.343022093828,548.292804986533,538.51648071345,529.740502510427,522.015325445528,515.388203202208,509.901951359278,660.018939122204,604.669331122391,592.663479556485,581.48516748065,571.182982939793,561.805126356106,553.398590529466,546.008241696039,539.675828623073,626.498204307083,614.918693812442,594.243216200236,585.234995535981,577.16981903076,570.087712549569,617.454451761423,608.789783094296,601.040764008565,632.455532033676,625,618.465843842649,664.266512779321,656.220237420334,649.037749287358
"3",176.776695296637,25,0,125,150,55.9016994374947,35.3553390593274,25,35.3553390593274,55.9016994374947,79.0569415042095,103.077640640442,127.47548783982,152.069063257455,176.776695296637,111.803398874989,70.7106781186548,55.9016994374947,50,55.9016994374947,70.7106781186548,90.1387818865997,111.803398874989,134.629120178363,158.113883008419,90.1387818865997,79.0569415042095,75,79.0569415042095,90.1387818865997,106.066017177982,125,145.773797371133,167.705098312484,190.394327646598,125,111.803398874989,103.077640640442,100,103.077640640442,111.803398874989,125,141.42135623731,160.078105935821,127.47548783982,125,127.47548783982,134.629120178363,145.773797371133,160.078105935821,176.776695296637,167.705098312484,158.113883008419,150,152.069063257455,158.113883008419,167.705098312484,190.394327646598,182.002747232013,176.776695296637,175,176.776695296637,182.002747232013,190.394327646598,235.849528301415,213.600093632938,206.155281280883,201.556443707464,200,201.556443707464,206.155281280883,246.221445044903,237.170824512628,230.488611432322,226.384628453435,225,226.384628453435,291.547594742265,269.258240356725,261.007662722764,254.950975679639,251.246890528022,250,291.547594742265,292.617497767991,285.043856274785,279.508497187474,276.134025429682,275,276.134025429682,302.076149339864,313.249102153542,335.410196624968,325,316.227766016838,309.232921921325,304.138126514911,301.039864469807,300,301.039864469807,316.227766016838,325,335.410196624968,357.945526581909,340.036762718386,333.541601603158,328.823660949148,325.960120260132,325,325.960120260132,328.823660949148,333.541601603158,340.036762718386,348.209706929603,357.945526581909,369.120576505835,364.005494464026,357.945526581909,353.553390593274,350,350.891721190455,353.553390593274,357.945526581909,364.005494464026,371.651718682963,380.788655293195,391.311896062463,413.823633931171,375.832409459323,378.318648760539,382.426463519459,388.104367406501,447.213595499958,436.606229914325,427.200187265877,419.076365356005,493.0770730829,480.884601541784,469.707355701398,459.619407771256,450.693909432999,443.001128666734,436.606229914325,527.375577743225,514.78150704935,503.115294937453,492.442890089805,482.830197895699,474.341649025257,467.038542306735,456.207189772366,452.769256906871,590.021186060297,536.772763839597,525.594901040716,515.388203202208,506.211418282915,498.121471129282,491.172067609713,656.220237420334,610.327780786685,559.016994374947,548.292804986533,538.51648071345,529.740502510427,522.015325445528,515.388203202208,675.462804305315,617.454451761423,604.669331122391,592.663479556485,581.48516748065,571.182982939793,561.805126356106,553.398590529466,546.008241696039,638.846616959032,626.498204307083,604.152298679729,594.243216200236,585.234995535981,577.16981903076,626.996810199223,617.454451761423,608.789783094296,640.800280898815,632.455532033676,625,673.145600891813,664.266512779321,656.220237420334
"4",55.9016994374947,150,125,0,25,176.776695296637,152.069063257455,127.47548783982,103.077640640442,79.0569415042095,55.9016994374947,35.3553390593274,25,35.3553390593274,55.9016994374947,230.488611432322,182.002747232013,158.113883008419,134.629120178363,111.803398874989,90.1387818865997,70.7106781186548,55.9016994374947,50,55.9016994374947,190.394327646598,167.705098312484,145.773797371133,125,106.066017177982,90.1387818865997,79.0569415042095,75,79.0569415042095,90.1387818865997,223.606797749979,201.556443707464,180.277563773199,160.078105935821,141.42135623731,125,111.803398874989,103.077640640442,100,195.256241897666,176.776695296637,160.078105935821,145.773797371133,134.629120178363,127.47548783982,125,250,230.488611432322,195.256241897666,180.277563773199,167.705098312484,158.113883008419,265.753645318366,247.487373415292,230.488611432322,215.058131676066,201.556443707464,190.394327646598,182.002747232013,320.156211871642,282.842712474619,265.753645318366,250,235.849528301415,223.606797749979,213.600093632938,318.198051533946,301.039864469807,285.043856274785,270.416345659799,257.390753524675,246.221445044903,371.651718682963,336.340601176843,320.156211871642,305.163890393343,291.547594742265,279.508497187474,251.246890528022,355.316760088797,340.036762718386,325.960120260132,313.249102153542,302.076149339864,292.617497767991,275,276.134025429682,406.970514902493,390.512483795333,375,360.555127546399,347.311099736245,335.410196624968,325,316.227766016838,301.039864469807,300,301.039864469807,425.73465914816,395.284707521047,381.608438061844,369.120576505835,357.945526581909,348.209706929603,340.036762718386,333.541601603158,328.823660949148,325.960120260132,325,325.960120260132,328.823660949148,416.082924427331,403.112887414927,391.311896062463,371.651718682963,364.005494464026,357.945526581909,353.553390593274,350.891721190455,350,350.891721190455,353.553390593274,480.234317807464,388.104367406501,382.426463519459,378.318648760539,375.832409459323,515.388203202208,500,485.41219597369,471.69905660283,566.789202437732,550.567888638631,535.023363975817,520.21630116712,506.211418282915,493.0770730829,480.884601541784,602.079728939615,585.768725692999,570.087712549569,555.090082779363,540.832691319598,527.375577743225,514.78150704935,492.442890089805,482.830197895699,671.75144212722,605.18592184551,590.021186060297,575.543221661067,561.805126356106,548.862460002504,536.772763839597,743.303437365925,689.655711206686,625,610.327780786685,596.343022093828,583.09518948453,570.635610525666,559.016994374947,760.345316287277,691.465834296967,675.462804305315,660.018939122204,645.174395028197,630.971473206198,617.454451761423,604.669331122391,592.663479556485,710.633520177595,695.071938722892,665.676347784717,651.920240520265,638.846616959032,626.498204307083,686.476510887299,673.145600891813,660.492240681145,694.62219947249,682.367203197809,670.820393249937,728.868986855663,716.32743909472,704.450140180269
"5",35.3553390593274,175,150,25,0,201.556443707464,176.776695296637,152.069063257455,127.47548783982,103.077640640442,79.0569415042095,55.9016994374947,35.3553390593274,25,35.3553390593274,254.950975679639,206.155281280883,182.002747232013,158.113883008419,134.629120178363,111.803398874989,90.1387818865997,70.7106781186548,55.9016994374947,50,213.600093632938,190.394327646598,167.705098312484,145.773797371133,125,106.066017177982,90.1387818865997,79.0569415042095,75,79.0569415042095,246.221445044903,223.606797749979,201.556443707464,180.277563773199,160.078105935821,141.42135623731,125,111.803398874989,103.077640640442,215.058131676066,195.256241897666,176.776695296637,160.078105935821,145.773797371133,134.629120178363,127.47548783982,270.416345659799,250,212.132034355964,195.256241897666,180.277563773199,167.705098312484,285.043856274785,265.753645318366,247.487373415292,230.488611432322,215.058131676066,201.556443707464,190.394327646598,340.036762718386,301.039864469807,282.842712474619,265.753645318366,250,235.849528301415,223.606797749979,336.340601176843,318.198051533946,301.039864469807,285.043856274785,270.416345659799,257.390753524675,390.512483795333,353.553390593274,336.340601176843,320.156211871642,305.163890393343,291.547594742265,250,371.651718682963,355.316760088797,340.036762718386,325.960120260132,313.249102153542,302.076149339864,276.134025429682,275,424.264068711928,406.970514902493,390.512483795333,375,360.555127546399,347.311099736245,335.410196624968,325,304.138126514911,301.039864469807,300,442.295150323853,410.030486671418,395.284707521047,381.608438061844,369.120576505835,357.945526581909,348.209706929603,340.036762718386,333.541601603158,328.823660949148,325.960120260132,325,325.960120260132,430.116263352131,416.082924427331,403.112887414927,380.788655293195,371.651718682963,364.005494464026,357.945526581909,353.553390593274,350.891721190455,350,350.891721190455,496.23583103198,395.284707521047,388.104367406501,382.426463519459,378.318648760539,531.507290636732,515.388203202208,500,485.41219597369,583.630876496438,566.789202437732,550.567888638631,535.023363975817,520.21630116712,506.211418282915,493.0770730829,618.970920156997,602.079728939615,585.768725692999,570.087712549569,555.090082779363,540.832691319598,527.375577743225,503.115294937453,492.442890089805,689.655711206686,620.987117418711,605.18592184551,590.021186060297,575.543221661067,561.805126356106,548.862460002504,761.987532706409,707.106781186547,640.312423743285,625,610.327780786685,596.343022093828,583.09518948453,570.635610525666,778.620575119872,707.990112925315,691.465834296967,675.462804305315,660.018939122204,645.174395028197,630.971473206198,617.454451761423,604.669331122391,726.722092687432,710.633520177595,680.073525436772,665.676347784717,651.920240520265,638.846616959032,700.446286306095,686.476510887299,673.145600891813,707.548584904245,694.62219947249,682.367203197809,742.041103982792,728.868986855663,716.32743909472
"6",230.488611432322,35.3553390593274,55.9016994374947,176.776695296637,201.556443707464,0,25,50,75,100,125,150,175,200,225,55.9016994374947,25,35.3553390593274,55.9016994374947,79.0569415042095,103.077640640442,127.47548783982,152.069063257455,176.776695296637,201.556443707464,50,55.9016994374947,70.7106781186548,90.1387818865997,111.803398874989,134.629120178363,158.113883008419,182.002747232013,206.155281280883,230.488611432322,79.0569415042095,75,79.0569415042095,90.1387818865997,106.066017177982,125,145.773797371133,167.705098312484,190.394327646598,103.077640640442,111.803398874989,125,141.42135623731,160.078105935821,180.277563773199,201.556443707464,127.47548783982,125,134.629120178363,145.773797371133,160.078105935821,176.776695296637,152.069063257455,150,152.069063257455,158.113883008419,167.705098312484,180.277563773199,195.256241897666,190.394327646598,176.776695296637,175,176.776695296637,182.002747232013,190.394327646598,201.556443707464,206.155281280883,201.556443707464,200,201.556443707464,206.155281280883,213.600093632938,246.221445044903,230.488611432322,226.384628453435,225,226.384628453435,230.488611432322,301.039864469807,254.950975679639,251.246890528022,250,251.246890528022,254.950975679639,261.007662722764,305.163890393343,320.156211871642,292.617497767991,285.043856274785,279.508497187474,276.134025429682,275,276.134025429682,279.508497187474,285.043856274785,313.249102153542,325.960120260132,340.036762718386,316.227766016838,304.138126514911,301.039864469807,300,301.039864469807,304.138126514911,309.232921921325,316.227766016838,325,335.410196624968,347.311099736245,360.555127546399,375,328.823660949148,325.960120260132,325,328.823660949148,333.541601603158,340.036762718386,348.209706929603,357.945526581909,369.120576505835,381.608438061844,395.284707521047,371.651718682963,357.945526581909,364.005494464026,371.651718682963,380.788655293195,403.887360535088,395.284707521047,388.104367406501,382.426463519459,447.213595499958,436.606229914325,427.200187265877,419.076365356005,412.310562561766,406.970514902493,403.112887414927,480.884601541784,469.707355701398,459.619407771256,450.693909432999,443.001128666734,436.606229914325,431.566912540802,425.73465914816,425,540.832691319598,492.442890089805,482.830197895699,474.341649025257,467.038542306735,460.977222864644,456.207189772366,605.18592184551,561.805126356106,515.388203202208,506.211418282915,498.121471129282,491.172067609713,485.41219597369,480.884601541784,625,570.635610525666,559.016994374947,548.292804986533,538.51648071345,529.740502510427,522.015325445528,515.388203202208,509.901951359278,592.663479556485,581.48516748065,561.805126356106,553.398590529466,546.008241696039,539.675828623073,585.234995535981,577.16981903076,570.087712549569,601.040764008565,594.243216200236,588.430114796991,632.455532033676,625,618.465843842649
"7",206.155281280883,25,35.3553390593274,152.069063257455,176.776695296637,25,0,25,50,75,100,125,150,175,200,79.0569415042095,35.3553390593274,25,35.3553390593274,55.9016994374947,79.0569415042095,103.077640640442,127.47548783982,152.069063257455,176.776695296637,55.9016994374947,50,55.9016994374947,70.7106781186548,90.1387818865997,111.803398874989,134.629120178363,158.113883008419,182.002747232013,206.155281280883,90.1387818865997,79.0569415042095,75,79.0569415042095,90.1387818865997,106.066017177982,125,145.773797371133,167.705098312484,100,103.077640640442,111.803398874989,125,141.42135623731,160.078105935821,180.277563773199,134.629120178363,127.47548783982,127.47548783982,134.629120178363,145.773797371133,160.078105935821,158.113883008419,152.069063257455,150,152.069063257455,158.113883008419,167.705098312484,180.277563773199,201.556443707464,182.002747232013,176.776695296637,175,176.776695296637,182.002747232013,190.394327646598,213.600093632938,206.155281280883,201.556443707464,200,201.556443707464,206.155281280883,257.390753524675,237.170824512628,230.488611432322,226.384628453435,225,226.384628453435,285.043856274785,261.007662722764,254.950975679639,251.246890528022,250,251.246890528022,254.950975679639,291.547594742265,305.163890393343,302.076149339864,292.617497767991,285.043856274785,279.508497187474,276.134025429682,275,276.134025429682,279.508497187474,302.076149339864,313.249102153542,325.960120260132,325,309.232921921325,304.138126514911,301.039864469807,300,301.039864469807,304.138126514911,309.232921921325,316.227766016838,325,335.410196624968,347.311099736245,360.555127546399,333.541601603158,328.823660949148,325.960120260132,325.960120260132,328.823660949148,333.541601603158,340.036762718386,348.209706929603,357.945526581909,369.120576505835,381.608438061844,380.788655293195,353.553390593274,357.945526581909,364.005494464026,371.651718682963,413.823633931171,403.887360535088,395.284707521047,388.104367406501,458.938993767146,447.213595499958,436.606229914325,427.200187265877,419.076365356005,412.310562561766,406.970514902493,493.0770730829,480.884601541784,469.707355701398,459.619407771256,450.693909432999,443.001128666734,436.606229914325,427.931069215592,425.73465914816,555.090082779363,503.115294937453,492.442890089805,482.830197895699,474.341649025257,467.038542306735,460.977222864644,620.987117418711,575.543221661067,525.594901040716,515.388203202208,506.211418282915,498.121471129282,491.172067609713,485.41219597369,640.312423743285,583.09518948453,570.635610525666,559.016994374947,548.292804986533,538.51648071345,529.740502510427,522.015325445528,515.388203202208,604.669331122391,592.663479556485,571.182982939793,561.805126356106,553.398590529466,546.008241696039,594.243216200236,585.234995535981,577.16981903076,608.789783094296,601.040764008565,594.243216200236,640.800280898815,632.455532033676,625
"8",182.002747232013,35.3553390593274,25,127.47548783982,152.069063257455,50,25,0,25,50,75,100,125,150,175,103.077640640442,55.9016994374947,35.3553390593274,25,35.3553390593274,55.9016994374947,79.0569415042095,103.077640640442,127.47548783982,152.069063257455,70.7106781186548,55.9016994374947,50,55.9016994374947,70.7106781186548,90.1387818865997,111.803398874989,134.629120178363,158.113883008419,182.002747232013,106.066017177982,90.1387818865997,79.0569415042095,75,79.0569415042095,90.1387818865997,106.066017177982,125,145.773797371133,103.077640640442,100,103.077640640442,111.803398874989,125,141.42135623731,160.078105935821,145.773797371133,134.629120178363,125,127.47548783982,134.629120178363,145.773797371133,167.705098312484,158.113883008419,152.069063257455,150,152.069063257455,158.113883008419,167.705098312484,215.058131676066,190.394327646598,182.002747232013,176.776695296637,175,176.776695296637,182.002747232013,223.606797749979,213.600093632938,206.155281280883,201.556443707464,200,201.556443707464,270.416345659799,246.221445044903,237.170824512628,230.488611432322,226.384628453435,225,270.416345659799,269.258240356725,261.007662722764,254.950975679639,251.246890528022,250,251.246890528022,279.508497187474,291.547594742265,313.249102153542,302.076149339864,292.617497767991,285.043856274785,279.508497187474,276.134025429682,275,276.134025429682,292.617497767991,302.076149339864,313.249102153542,335.410196624968,316.227766016838,309.232921921325,304.138126514911,301.039864469807,300,301.039864469807,304.138126514911,309.232921921325,316.227766016838,325,335.410196624968,347.311099736245,340.036762718386,333.541601603158,328.823660949148,325,325.960120260132,328.823660949148,333.541601603158,340.036762718386,348.209706929603,357.945526581909,369.120576505835,391.311896062463,350.891721190455,353.553390593274,357.945526581909,364.005494464026,425,413.823633931171,403.887360535088,395.284707521047,471.69905660283,458.938993767146,447.213595499958,436.606229914325,427.200187265877,419.076365356005,412.310562561766,506.211418282915,493.0770730829,480.884601541784,469.707355701398,459.619407771256,450.693909432999,443.001128666734,431.566912540802,427.931069215592,570.087712549569,514.78150704935,503.115294937453,492.442890089805,482.830197895699,474.341649025257,467.038542306735,637.377439199098,590.021186060297,536.772763839597,525.594901040716,515.388203202208,506.211418282915,498.121471129282,491.172067609713,656.220237420334,596.343022093828,583.09518948453,570.635610525666,559.016994374947,548.292804986533,538.51648071345,529.740502510427,522.015325445528,617.454451761423,604.669331122391,581.48516748065,571.182982939793,561.805126356106,553.398590529466,604.152298679729,594.243216200236,585.234995535981,617.454451761423,608.789783094296,601.040764008565,650,640.800280898815,632.455532033676
"9",158.113883008419,55.9016994374947,35.3553390593274,103.077640640442,127.47548783982,75,50,25,0,25,50,75,100,125,150,127.47548783982,79.0569415042095,55.9016994374947,35.3553390593274,25,35.3553390593274,55.9016994374947,79.0569415042095,103.077640640442,127.47548783982,90.1387818865997,70.7106781186548,55.9016994374947,50,55.9016994374947,70.7106781186548,90.1387818865997,111.803398874989,134.629120178363,158.113883008419,125,106.066017177982,90.1387818865997,79.0569415042095,75,79.0569415042095,90.1387818865997,106.066017177982,125,111.803398874989,103.077640640442,100,103.077640640442,111.803398874989,125,141.42135623731,160.078105935821,145.773797371133,127.47548783982,125,127.47548783982,134.629120178363,180.277563773199,167.705098312484,158.113883008419,152.069063257455,150,152.069063257455,158.113883008419,230.488611432322,201.556443707464,190.394327646598,182.002747232013,176.776695296637,175,176.776695296637,235.849528301415,223.606797749979,213.600093632938,206.155281280883,201.556443707464,200,285.043856274785,257.390753524675,246.221445044903,237.170824512628,230.488611432322,226.384628453435,257.390753524675,279.508497187474,269.258240356725,261.007662722764,254.950975679639,251.246890528022,250,269.258240356725,279.508497187474,325.960120260132,313.249102153542,302.076149339864,292.617497767991,285.043856274785,279.508497187474,276.134025429682,275,285.043856274785,292.617497767991,302.076149339864,347.311099736245,325,316.227766016838,309.232921921325,304.138126514911,301.039864469807,300,301.039864469807,304.138126514911,309.232921921325,316.227766016838,325,335.410196624968,348.209706929603,340.036762718386,333.541601603158,325.960120260132,325,325.960120260132,328.823660949148,333.541601603158,340.036762718386,348.209706929603,357.945526581909,403.112887414927,350,350.891721190455,353.553390593274,357.945526581909,437.321392113398,425,413.823633931171,403.887360535088,485.41219597369,471.69905660283,458.938993767146,447.213595499958,436.606229914325,427.200187265877,419.076365356005,520.21630116712,506.211418282915,493.0770730829,480.884601541784,469.707355701398,459.619407771256,450.693909432999,436.606229914325,431.566912540802,585.768725692999,527.375577743225,514.78150704935,503.115294937453,492.442890089805,482.830197895699,474.341649025257,654.31261641512,605.18592184551,548.862460002504,536.772763839597,525.594901040716,515.388203202208,506.211418282915,498.121471129282,672.681202353686,610.327780786685,596.343022093828,583.09518948453,570.635610525666,559.016994374947,548.292804986533,538.51648071345,529.740502510427,630.971473206198,617.454451761423,592.663479556485,581.48516748065,571.182982939793,561.805126356106,614.918693812442,604.152298679729,594.243216200236,626.996810199223,617.454451761423,608.789783094296,660.018939122204,650,640.800280898815
"10",134.629120178363,79.0569415042095,55.9016994374947,79.0569415042095,103.077640640442,100,75,50,25,0,25,50,75,100,125,152.069063257455,103.077640640442,79.0569415042095,55.9016994374947,35.3553390593274,25,35.3553390593274,55.9016994374947,79.0569415042095,103.077640640442,111.803398874989,90.1387818865997,70.7106781186548,55.9016994374947,50,55.9016994374947,70.7106781186548,90.1387818865997,111.803398874989,134.629120178363,145.773797371133,125,106.066017177982,90.1387818865997,79.0569415042095,75,79.0569415042095,90.1387818865997,106.066017177982,125,111.803398874989,103.077640640442,100,103.077640640442,111.803398874989,125,176.776695296637,160.078105935821,134.629120178363,127.47548783982,125,127.47548783982,195.256241897666,180.277563773199,167.705098312484,158.113883008419,152.069063257455,150,152.069063257455,247.487373415292,215.058131676066,201.556443707464,190.394327646598,182.002747232013,176.776695296637,175,250,235.849528301415,223.606797749979,213.600093632938,206.155281280883,201.556443707464,301.039864469807,270.416345659799,257.390753524675,246.221445044903,237.170824512628,230.488611432322,246.221445044903,291.547594742265,279.508497187474,269.258240356725,261.007662722764,254.950975679639,251.246890528022,261.007662722764,269.258240356725,340.036762718386,325.960120260132,313.249102153542,302.076149339864,292.617497767991,285.043856274785,279.508497187474,276.134025429682,279.508497187474,285.043856274785,292.617497767991,360.555127546399,335.410196624968,325,316.227766016838,309.232921921325,304.138126514911,301.039864469807,300,301.039864469807,304.138126514911,309.232921921325,316.227766016838,325,357.945526581909,348.209706929603,340.036762718386,328.823660949148,325.960120260132,325,325.960120260132,328.823660949148,333.541601603158,340.036762718386,348.209706929603,416.082924427331,350.891721190455,350,350.891721190455,353.553390593274,450.693909432999,437.321392113398,425,413.823633931171,500,485.41219597369,471.69905660283,458.938993767146,447.213595499958,436.606229914325,427.200187265877,535.023363975817,520.21630116712,506.211418282915,493.0770730829,480.884601541784,469.707355701398,459.619407771256,443.001128666734,436.606229914325,602.079728939615,540.832691319598,527.375577743225,514.78150704935,503.115294937453,492.442890089805,482.830197895699,671.75144212722,620.987117418711,561.805126356106,548.862460002504,536.772763839597,525.594901040716,515.388203202208,506.211418282915,689.655711206686,625,610.327780786685,596.343022093828,583.09518948453,570.635610525666,559.016994374947,548.292804986533,538.51648071345,645.174395028197,630.971473206198,604.669331122391,592.663479556485,581.48516748065,571.182982939793,626.498204307083,614.918693812442,604.152298679729,637.377439199098,626.996810199223,617.454451761423,670.820393249937,660.018939122204,650
