"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147"
"1",0,25,35.3553390593274,55.9016994374947,55.9016994374947,50,55.9016994374947,70.7106781186548,90.1387818865997,79.0569415042095,75,79.0569415042095,90.1387818865997,106.066017177982,125,145.773797371133,167.705098312484,111.803398874989,103.077640640442,100,103.077640640442,111.803398874989,125,141.42135623731,160.078105935821,180.277563773199,134.629120178363,127.47548783982,125,127.47548783982,134.629120178363,145.773797371133,160.078105935821,176.776695296637,195.256241897666,152.069063257455,150,152.069063257455,158.113883008419,167.705098312484,180.277563773199,195.256241897666,182.002747232013,176.776695296637,175,176.776695296637,182.002747232013,190.394327646598,201.556443707464,215.058131676066,206.155281280883,201.556443707464,200,201.556443707464,206.155281280883,213.600093632938,223.606797749979,230.488611432322,226.384628453435,225,226.384628453435,230.488611432322,237.170824512628,246.221445044903,254.950975679639,251.246890528022,250,251.246890528022,254.950975679639,261.007662722764,269.258240356725,285.043856274785,279.508497187474,276.134025429682,275,276.134025429682,279.508497187474,285.043856274785,292.617497767991,309.232921921325,304.138126514911,301.039864469807,300,301.039864469807,304.138126514911,328.823660949148,325.960120260132,325.960120260132,328.823660949148,353.553390593274,492.442890089805,482.830197895699,474.341649025257,456.207189772366,525.594901040716,515.388203202208,506.211418282915,491.172067609713,485.41219597369,480.884601541784,477.62432936357,548.292804986533,538.516480713451,529.740502510427,522.015325445528,515.388203202208,509.901951359278,505.593710403917,502.493781056044,581.48516748065,571.182982939793,561.805126356106,553.398590529466,546.008241696039,539.675828623073,530.330085889911,527.375577743225,604.152298679729,594.243216200236,585.234995535981,577.16981903076,570.087712549569,564.025708633924,555.090082779363,626.996810199223,617.454451761423,608.789783094296,601.040764008565,594.243216200236,650,640.800280898815,632.455532033676,625,618.465843842649,664.266512779321,656.220237420334,649.037749287358,642.748006609122,626.996810199223,687.84082460988,680.073525436772,673.145600891813,667.083203206317,704.006392016436,697.316284049068,691.465834296967,728.010988928052
"2",25,0,25,50,35.3553390593274,25,35.3553390593274,55.9016994374947,79.0569415042095,55.9016994374947,50,55.9016994374947,70.7106781186548,90.1387818865997,111.803398874989,134.629120178363,158.113883008419,90.1387818865997,79.0569415042095,75,79.0569415042095,90.1387818865997,106.066017177982,125,145.773797371133,167.705098312484,111.803398874989,103.077640640442,100,103.077640640442,111.803398874989,125,141.42135623731,160.078105935821,180.277563773199,127.47548783982,125,127.47548783982,134.629120178363,145.773797371133,160.078105935821,176.776695296637,158.113883008419,152.069063257455,150,152.069063257455,158.113883008419,167.705098312484,180.277563773199,195.256241897666,182.002747232013,176.776695296637,175,176.776695296637,182.002747232013,190.394327646598,201.556443707464,206.155281280883,201.556443707464,200,201.556443707464,206.155281280883,213.600093632938,223.606797749979,230.488611432322,226.384628453435,225,226.384628453435,230.488611432322,237.170824512628,246.221445044903,261.007662722764,254.950975679639,251.246890528022,250,251.246890528022,254.950975679639,261.007662722764,269.258240356725,285.043856274785,279.508497187474,276.134025429682,275,276.134025429682,279.508497187474,304.138126514911,301.039864469807,301.039864469807,304.138126514911,328.823660949148,469.707355701399,459.619407771256,450.693909432999,431.566912540802,503.115294937453,492.442890089805,482.830197895699,467.038542306735,460.977222864644,456.207189772366,452.769256906871,525.594901040716,515.388203202208,506.211418282915,498.121471129282,491.172067609713,485.41219597369,480.884601541784,477.62432936357,559.016994374948,548.292804986533,538.516480713451,529.740502510427,522.015325445528,515.388203202208,505.593710403917,502.493781056044,581.48516748065,571.182982939793,561.805126356106,553.398590529466,546.008241696039,539.675828623073,530.330085889911,604.152298679729,594.243216200236,585.234995535981,577.16981903076,570.087712549569,626.996810199223,617.454451761423,608.789783094296,601.040764008565,594.243216200236,640.800280898815,632.455532033676,625,618.465843842649,602.079728939615,664.266512779321,656.220237420334,649.037749287358,642.748006609122,680.073525436772,673.145600891813,667.083203206317,704.006392016436
"3",35.3553390593274,25,0,25,55.9016994374947,35.3553390593274,25,35.3553390593274,55.9016994374947,70.7106781186548,55.9016994374947,50,55.9016994374947,70.7106781186548,90.1387818865997,111.803398874989,134.629120178363,106.066017177982,90.1387818865997,79.0569415042095,75,79.0569415042095,90.1387818865997,106.066017177982,125,145.773797371133,125,111.803398874989,103.077640640442,100,103.077640640442,111.803398874989,125,141.42135623731,160.078105935821,134.629120178363,127.47548783982,125,127.47548783982,134.629120178363,145.773797371133,160.078105935821,167.705098312484,158.113883008419,152.069063257455,150,152.069063257455,158.113883008419,167.705098312484,180.277563773199,190.394327646598,182.002747232013,176.776695296637,175,176.776695296637,182.002747232013,190.394327646598,213.600093632938,206.155281280883,201.556443707464,200,201.556443707464,206.155281280883,213.600093632938,237.170824512628,230.488611432322,226.384628453435,225,226.384628453435,230.488611432322,237.170824512628,269.258240356725,261.007662722764,254.950975679639,251.246890528022,250,251.246890528022,254.950975679639,261.007662722764,292.617497767991,285.043856274785,279.508497187474,276.134025429682,275,276.134025429682,309.232921921325,304.138126514911,300,301.039864469807,325.960120260132,480.884601541784,469.707355701399,459.619407771256,436.606229914325,514.78150704935,503.115294937453,492.442890089805,474.341649025257,467.038542306735,460.977222864644,456.207189772366,536.772763839597,525.594901040716,515.388203202208,506.211418282915,498.121471129282,491.172067609713,485.41219597369,480.884601541784,570.635610525666,559.016994374948,548.292804986533,538.516480713451,529.740502510427,522.015325445528,509.901951359278,505.593710403917,592.663479556485,581.48516748065,571.182982939793,561.805126356106,553.398590529466,546.008241696039,534.438958160799,614.918693812442,604.152298679729,594.243216200236,585.234995535981,577.16981903076,637.377439199098,626.996810199223,617.454451761423,608.789783094296,601.040764008565,650,640.800280898815,632.455532033676,625,604.669331122391,673.145600891813,664.266512779321,656.220237420334,649.037749287358,687.84082460988,680.073525436772,673.145600891813,711.512473537886
"4",55.9016994374947,50,25,0,79.0569415042095,55.9016994374947,35.3553390593274,25,35.3553390593274,90.1387818865997,70.7106781186548,55.9016994374947,50,55.9016994374947,70.7106781186548,90.1387818865997,111.803398874989,125,106.066017177982,90.1387818865997,79.0569415042095,75,79.0569415042095,90.1387818865997,106.066017177982,125,141.42135623731,125,111.803398874989,103.077640640442,100,103.077640640442,111.803398874989,125,141.42135623731,145.773797371133,134.629120178363,127.47548783982,125,127.47548783982,134.629120178363,145.773797371133,180.277563773199,167.705098312484,158.113883008419,152.069063257455,150,152.069063257455,158.113883008419,167.705098312484,201.556443707464,190.394327646598,182.002747232013,176.776695296637,175,176.776695296637,182.002747232013,223.606797749979,213.600093632938,206.155281280883,201.556443707464,200,201.556443707464,206.155281280883,246.221445044903,237.170824512628,230.488611432322,226.384628453435,225,226.384628453435,230.488611432322,279.508497187474,269.258240356725,261.007662722764,254.950975679639,251.246890528022,250,251.246890528022,254.950975679639,302.076149339864,292.617497767991,285.043856274785,279.508497187474,276.134025429682,275,316.227766016838,309.232921921325,301.039864469807,300,325,493.077073082901,480.884601541784,469.707355701398,443.001128666734,527.375577743225,514.78150704935,503.115294937453,482.830197895699,474.341649025257,467.038542306735,460.977222864644,548.862460002504,536.772763839597,525.594901040716,515.388203202208,506.211418282915,498.121471129282,491.172067609713,485.41219597369,583.09518948453,570.635610525666,559.016994374948,548.292804986533,538.51648071345,529.740502510427,515.388203202208,509.901951359278,604.669331122391,592.663479556485,581.48516748065,571.182982939793,561.805126356106,553.398590529466,539.675828623073,626.498204307083,614.918693812442,604.152298679729,594.243216200236,585.234995535981,648.556088553643,637.377439199098,626.996810199223,617.454451761423,608.789783094296,660.018939122204,650,640.800280898815,632.455532033676,608.276253029822,682.825014187383,673.145600891813,664.266512779321,656.220237420334,696.419413859206,687.84082460988,680.073525436772,719.809002444399
"5",55.9016994374947,35.3553390593274,55.9016994374947,79.0569415042095,0,25,50,75,100,25,35.3553390593274,55.9016994374947,79.0569415042095,103.077640640442,127.47548783982,152.069063257455,176.776695296637,55.9016994374947,50,55.9016994374947,70.7106781186548,90.1387818865997,111.803398874989,134.629120178363,158.113883008419,182.002747232013,79.0569415042095,75,79.0569415042095,90.1387818865997,106.066017177982,125,145.773797371133,167.705098312484,190.394327646598,100,103.077640640442,111.803398874989,125,141.42135623731,160.078105935821,180.277563773199,127.47548783982,125,127.47548783982,134.629120178363,145.773797371133,160.078105935821,176.776695296637,195.256241897666,152.069063257455,150,152.069063257455,158.113883008419,167.705098312484,180.277563773199,195.256241897666,176.776695296637,175,176.776695296637,182.002747232013,190.394327646598,201.556443707464,215.058131676066,201.556443707464,200,201.556443707464,206.155281280883,213.600093632938,223.606797749979,235.849528301415,230.488611432322,226.384628453435,225,226.384628453435,230.488611432322,237.170824512628,246.221445044903,257.390753524675,254.950975679639,251.246890528022,250,251.246890528022,254.950975679639,261.007662722764,276.134025429682,275,279.508497187474,285.043856274785,309.232921921325,436.606229914325,427.200187265877,419.076365356005,403.112887414927,469.707355701399,459.619407771256,450.693909432999,436.606229914325,431.566912540802,427.931069215592,425.73465914816,492.442890089805,482.830197895699,474.341649025257,467.038542306735,460.977222864644,456.207189772366,452.769256906871,450.693909432999,525.594901040716,515.388203202208,506.211418282915,498.121471129282,491.172067609713,485.41219597369,477.62432936357,475.657439761011,548.292804986533,538.516480713451,529.740502510427,522.015325445528,515.388203202208,509.901951359278,502.493781056044,571.182982939793,561.805126356106,553.398590529466,546.008241696039,539.675828623073,594.243216200236,585.234995535981,577.16981903076,570.087712549569,564.025708633924,608.789783094296,601.040764008565,594.243216200236,588.430114796991,575.543221661067,632.455532033676,625,618.465843842649,612.882533606563,649.037749287358,642.748006609122,637.377439199098,673.145600891813
"6",50,25,35.3553390593274,55.9016994374947,25,0,25,50,75,35.3553390593274,25,35.3553390593274,55.9016994374947,79.0569415042095,103.077640640442,127.47548783982,152.069063257455,70.7106781186548,55.9016994374947,50,55.9016994374947,70.7106781186548,90.1387818865997,111.803398874989,134.629120178363,158.113883008419,90.1387818865997,79.0569415042095,75,79.0569415042095,90.1387818865997,106.066017177982,125,145.773797371133,167.705098312484,103.077640640442,100,103.077640640442,111.803398874989,125,141.42135623731,160.078105935821,134.629120178363,127.47548783982,125,127.47548783982,134.629120178363,145.773797371133,160.078105935821,176.776695296637,158.113883008419,152.069063257455,150,152.069063257455,158.113883008419,167.705098312484,180.277563773199,182.002747232013,176.776695296637,175,176.776695296637,182.002747232013,190.394327646598,201.556443707464,206.155281280883,201.556443707464,200,201.556443707464,206.155281280883,213.600093632938,223.606797749979,237.170824512628,230.488611432322,226.384628453435,225,226.384628453435,230.488611432322,237.170824512628,246.221445044903,261.007662722764,254.950975679639,251.246890528022,250,251.246890528022,254.950975679639,279.508497187474,276.134025429682,276.134025429682,279.508497187474,304.138126514911,447.213595499958,436.606229914325,427.200187265877,406.970514902493,480.884601541784,469.707355701399,459.619407771256,443.001128666734,436.606229914325,431.566912540802,427.931069215592,503.115294937453,492.442890089805,482.830197895699,474.341649025257,467.038542306735,460.977222864644,456.207189772366,452.769256906871,536.772763839597,525.594901040716,515.388203202208,506.211418282915,498.121471129282,491.172067609713,480.884601541784,477.62432936357,559.016994374948,548.292804986533,538.516480713451,529.740502510427,522.015325445528,515.388203202208,505.593710403917,581.48516748065,571.182982939793,561.805126356106,553.398590529466,546.008241696039,604.152298679729,594.243216200236,585.234995535981,577.16981903076,570.087712549569,617.454451761423,608.789783094296,601.040764008565,594.243216200236,577.16981903076,640.800280898815,632.455532033676,625,618.465843842649,656.220237420334,649.037749287358,642.748006609122,680.073525436772
"7",55.9016994374947,35.3553390593274,25,35.3553390593274,50,25,0,25,50,55.9016994374947,35.3553390593274,25,35.3553390593274,55.9016994374947,79.0569415042095,103.077640640442,127.47548783982,90.1387818865997,70.7106781186548,55.9016994374947,50,55.9016994374947,70.7106781186548,90.1387818865997,111.803398874989,134.629120178363,106.066017177982,90.1387818865997,79.0569415042095,75,79.0569415042095,90.1387818865997,106.066017177982,125,145.773797371133,111.803398874989,103.077640640442,100,103.077640640442,111.803398874989,125,141.42135623731,145.773797371133,134.629120178363,127.47548783982,125,127.47548783982,134.629120178363,145.773797371133,160.078105935821,167.705098312484,158.113883008419,152.069063257455,150,152.069063257455,158.113883008419,167.705098312484,190.394327646598,182.002747232013,176.776695296637,175,176.776695296637,182.002747232013,190.394327646598,213.600093632938,206.155281280883,201.556443707464,200,201.556443707464,206.155281280883,213.600093632938,246.221445044903,237.170824512628,230.488611432322,226.384628453435,225,226.384628453435,230.488611432322,237.170824512628,269.258240356725,261.007662722764,254.950975679639,251.246890528022,250,251.246890528022,285.043856274785,279.508497187474,275,276.134025429682,301.039864469807,458.938993767146,447.213595499958,436.606229914325,412.310562561766,493.077073082901,480.884601541784,469.707355701399,450.693909432999,443.001128666734,436.606229914325,431.566912540802,514.78150704935,503.115294937453,492.442890089805,482.830197895699,474.341649025257,467.038542306735,460.977222864644,456.207189772366,548.862460002504,536.772763839597,525.594901040716,515.388203202208,506.211418282915,498.121471129282,485.41219597369,480.884601541784,570.635610525666,559.016994374948,548.292804986533,538.516480713451,529.740502510427,522.015325445528,509.901951359278,592.663479556485,581.48516748065,571.182982939793,561.805126356106,553.398590529466,614.918693812442,604.152298679729,594.243216200236,585.234995535981,577.16981903076,626.996810199223,617.454451761423,608.789783094296,601.040764008565,579.87067523716,650,640.800280898815,632.455532033676,625,664.266512779321,656.220237420334,649.037749287358,687.84082460988
"8",70.7106781186548,55.9016994374947,35.3553390593274,25,75,50,25,0,25,79.0569415042095,55.9016994374947,35.3553390593274,25,35.3553390593274,55.9016994374947,79.0569415042095,103.077640640442,111.803398874989,90.1387818865997,70.7106781186548,55.9016994374947,50,55.9016994374947,70.7106781186548,90.1387818865997,111.803398874989,125,106.066017177982,90.1387818865997,79.0569415042095,75,79.0569415042095,90.1387818865997,106.066017177982,125,125,111.803398874989,103.077640640442,100,103.077640640442,111.803398874989,125,160.078105935821,145.773797371133,134.629120178363,127.47548783982,125,127.47548783982,134.629120178363,145.773797371133,180.277563773199,167.705098312484,158.113883008419,152.069063257455,150,152.069063257455,158.113883008419,201.556443707464,190.394327646598,182.002747232013,176.776695296637,175,176.776695296637,182.002747232013,223.606797749979,213.600093632938,206.155281280883,201.556443707464,200,201.556443707464,206.155281280883,257.390753524675,246.221445044903,237.170824512628,230.488611432322,226.384628453435,225,226.384628453435,230.488611432322,279.508497187474,269.258240356725,261.007662722764,254.950975679639,251.246890528022,250,292.617497767991,285.043856274785,276.134025429682,275,300,471.69905660283,458.938993767146,447.213595499958,419.076365356005,506.211418282915,493.077073082901,480.884601541784,459.619407771256,450.693909432999,443.001128666734,436.606229914325,527.375577743225,514.78150704935,503.115294937453,492.442890089805,482.830197895699,474.341649025257,467.038542306735,460.977222864644,561.805126356106,548.862460002504,536.772763839597,525.594901040716,515.388203202208,506.211418282915,491.172067609713,485.41219597369,583.09518948453,570.635610525666,559.016994374948,548.292804986533,538.51648071345,529.740502510427,515.388203202208,604.669331122391,592.663479556485,581.48516748065,571.182982939793,561.805126356106,626.498204307083,614.918693812442,604.152298679729,594.243216200236,585.234995535981,637.377439199098,626.996810199223,617.454451761423,608.789783094296,583.630876496438,660.018939122204,650,640.800280898815,632.455532033676,673.145600891813,664.266512779321,656.220237420334,696.419413859206
"9",90.1387818865997,79.0569415042095,55.9016994374947,35.3553390593274,100,75,50,25,0,103.077640640442,79.0569415042095,55.9016994374947,35.3553390593274,25,35.3553390593274,55.9016994374947,79.0569415042095,134.629120178363,111.803398874989,90.1387818865997,70.7106781186548,55.9016994374947,50,55.9016994374947,70.7106781186548,90.1387818865997,145.773797371133,125,106.066017177982,90.1387818865997,79.0569415042095,75,79.0569415042095,90.1387818865997,106.066017177982,141.42135623731,125,111.803398874989,103.077640640442,100,103.077640640442,111.803398874989,176.776695296637,160.078105935821,145.773797371133,134.629120178363,127.47548783982,125,127.47548783982,134.629120178363,195.256241897666,180.277563773199,167.705098312484,158.113883008419,152.069063257455,150,152.069063257455,215.058131676066,201.556443707464,190.394327646598,182.002747232013,176.776695296637,175,176.776695296637,235.849528301415,223.606797749979,213.600093632938,206.155281280883,201.556443707464,200,201.556443707464,270.416345659799,257.390753524675,246.221445044903,237.170824512628,230.488611432322,226.384628453435,225,226.384628453435,291.547594742265,279.508497187474,269.258240356725,261.007662722764,254.950975679639,251.246890528022,302.076149339864,292.617497767991,279.508497187474,276.134025429682,301.039864469807,485.41219597369,471.69905660283,458.938993767146,427.200187265877,520.21630116712,506.211418282915,493.077073082901,469.707355701398,459.619407771256,450.693909432999,443.001128666734,540.832691319598,527.375577743225,514.78150704935,503.115294937453,492.442890089805,482.830197895699,474.341649025257,467.038542306735,575.543221661067,561.805126356106,548.862460002504,536.772763839597,525.594901040716,515.388203202208,498.121471129282,491.172067609713,596.343022093828,583.09518948453,570.635610525666,559.016994374948,548.292804986533,538.51648071345,522.015325445528,617.454451761423,604.669331122391,592.663479556485,581.48516748065,571.182982939793,638.846616959032,626.498204307083,614.918693812442,604.152298679729,594.243216200236,648.556088553643,637.377439199098,626.996810199223,617.454451761423,588.430114796991,670.820393249937,660.018939122204,650,640.800280898815,682.825014187383,673.145600891813,664.266512779321,705.779710674655
"10",79.0569415042095,55.9016994374947,70.7106781186548,90.1387818865997,25,35.3553390593274,55.9016994374947,79.0569415042095,103.077640640442,0,25,50,75,100,125,150,175,35.3553390593274,25,35.3553390593274,55.9016994374947,79.0569415042095,103.077640640442,127.47548783982,152.069063257455,176.776695296637,55.9016994374947,50,55.9016994374947,70.7106781186548,90.1387818865997,111.803398874989,134.629120178363,158.113883008419,182.002747232013,75,79.0569415042095,90.1387818865997,106.066017177982,125,145.773797371133,167.705098312484,103.077640640442,100,103.077640640442,111.803398874989,125,141.42135623731,160.078105935821,180.277563773199,127.47548783982,125,127.47548783982,134.629120178363,145.773797371133,160.078105935821,176.776695296637,152.069063257455,150,152.069063257455,158.113883008419,167.705098312484,180.277563773199,195.256241897666,176.776695296637,175,176.776695296637,182.002747232013,190.394327646598,201.556443707464,215.058131676066,206.155281280883,201.556443707464,200,201.556443707464,206.155281280883,213.600093632938,223.606797749979,235.849528301415,230.488611432322,226.384628453435,225,226.384628453435,230.488611432322,237.170824512628,251.246890528022,250,254.950975679639,261.007662722764,285.043856274785,413.823633931171,403.887360535088,395.284707521047,378.318648760539,447.213595499958,436.606229914325,427.200187265877,412.310562561766,406.970514902493,403.112887414927,400.780488547035,469.707355701399,459.619407771256,450.693909432999,443.001128666734,436.606229914325,431.566912540802,427.931069215592,425.73465914816,503.115294937453,492.442890089805,482.830197895699,474.341649025257,467.038542306735,460.977222864644,452.769256906871,450.693909432999,525.594901040716,515.388203202208,506.211418282915,498.121471129282,491.172067609713,485.41219597369,477.62432936357,548.292804986533,538.516480713451,529.740502510427,522.015325445528,515.388203202208,571.182982939793,561.805126356106,553.398590529466,546.008241696039,539.675828623073,585.234995535981,577.16981903076,570.087712549569,564.025708633924,550.567888638631,608.789783094296,601.040764008565,594.243216200236,588.430114796991,625,618.465843842649,612.882533606563,649.037749287358
