"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153"
"1",0,175,35.3553390593274,152.069063257455,176.776695296637,201.556443707464,226.384628453435,50,55.9016994374947,158.113883008419,182.002747232013,206.155281280883,230.488611432322,254.950975679639,279.508497187474,145.773797371133,167.705098312484,190.394327646598,213.600093632938,237.170824512628,261.007662722764,285.043856274785,309.232921921325,160.078105935821,201.556443707464,246.221445044903,269.258240356725,292.617497767991,316.227766016838,340.036762718386,364.005494464026,145.773797371133,195.256241897666,235.849528301415,257.390753524675,279.508497187474,302.076149339864,167.705098312484,230.488611432322,201.556443707464,206.155281280883,340.036762718386,360.555127546399,425,230.488611432322,237.170824512628,270.416345659799,395.284707521047,416.082924427331,437.321392113398,254.950975679639,261.007662722764,410.030486671418,388.908729652601,406.970514902493,425.73465914816,445.112345369121,390.512483795333,406.970514902493,424.264068711928,442.295150323853,460.977222864644,395.284707521047,410.030486671418,425.73465914816,645.174395028197,665.676347784717,412.310562561766,695.071938722892,715.017482303754,691.465834296967,525.594901040716,536.772763839597,548.862460002504,561.805126356106,575.543221661067,548.292804986533,559.016994374947,570.635610525666,571.182982939793,581.48516748065,604.669331122391,626.498204307083,617.454451761423,626.996810199223,637.377439199098,650,660.018939122204,693.271231193102,704.450140180269,696.419413859206,705.779710674655,715.891053163818,726.722092687432,711.512473537885,719.809002444399,728.868986855663,738.664335134708,749.166203188585,735.272058492637,743.303437365925,752.080447824566,845.946215784432,875,752.080447824566,759.111322534449,766.893082508898,775.403120963541,895.125689498408,910.013736160065,776.208734813001,783.022988168291,798.827265433523,901.387818865997,915.491671180028,930.053761886914,800.390529679106,807.000619578449,814.324873745117,822.344210169926,896.172416446746,831.038506929733,838.152730712011,873.212459828649,905.883546599672,917.877987534291,930.38970329642,943.39811320566,906.228448019593,916.856041044612,928.035559663529,939.747306460625,951.971638232989,964.689069078737,919.238815542512,929.045208803102,939.414711402797,950.328890437411,961.769203083567,973.717104707522,917.196816392207,942.403841248538,951.971638232989,972.753822917186,983.933432707721,995.615387586994,965.660395791398,975,995.301461869719,1006.23058987491,1017.65662185238,1028.65203057205,1039.83171715427
"2",175,0,152.069063257455,35.3553390593274,25,35.3553390593274,55.9016994374947,182.002747232013,158.113883008419,55.9016994374947,50,55.9016994374947,70.7106781186548,90.1387818865997,111.803398874989,90.1387818865997,79.0569415042095,75,79.0569415042095,90.1387818865997,106.066017177982,125,145.773797371133,111.803398874989,100,111.803398874989,125,141.42135623731,160.078105935821,180.277563773199,201.556443707464,160.078105935821,127.47548783982,127.47548783982,134.629120178363,145.773797371133,160.078105935821,180.277563773199,176.776695296637,250,235.849528301415,223.606797749979,235.849528301415,282.842712474619,257.390753524675,246.221445044903,226.384628453435,270.416345659799,285.043856274785,301.039864469807,279.508497187474,269.258240356725,291.547594742265,292.617497767991,302.076149339864,313.249102153542,325.960120260132,309.232921921325,316.227766016838,325,335.410196624968,347.311099736245,328.823660949148,333.541601603158,340.036762718386,512.95711321708,530.330085889911,406.970514902493,566.789202437732,583.630876496438,570.087712549569,477.62432936357,480.884601541784,485.41219597369,491.172067609713,498.121471129282,502.493781056044,505.593710403917,509.901951359278,527.375577743225,530.330085889911,539.675828623073,564.025708633924,577.16981903076,579.87067523716,583.630876496438,604.669331122391,608.276253029822,637.377439199098,642.748006609122,654.31261641512,657.647321898295,661.910114743686,667.083203206317,676.849318534044,679.153885360306,682.367203197809,686.476510887299,691.465834296967,701.78344238091,704.006392016436,707.106781186547,761.577310586391,782.623792124926,725.430906427345,726.722092687432,728.868986855663,731.864058415222,805.062109405231,816.241385865725,750.416550990182,751.664818918645,756.637297521078,817.389136213591,827.647267862342,838.525491562421,775.403120963541,776.611228350453,778.620575119872,781.424980404389,822.344210169926,801.56097709407,803.50793399941,818.91696770796,838.152730712011,845.946215784432,854.400374531753,863.495801958527,848.896342317482,855.131568824354,862.046982478333,869.626356546304,877.852493303972,886.70739254841,867.827747885489,873.212459828649,879.275269753449,886.002257333467,893.378419260282,901.387818865997,880.695747690427,892.328414878737,897.566153550812,910.013736160065,917.196816392207,925,916.856041044612,921.954445729289,934.07708461347,941.076511235936,948.683298050514,965.012953280939,972.432516938836
"3",35.3553390593274,152.069063257455,0,125,150,175,200,35.3553390593274,25,127.47548783982,152.069063257455,176.776695296637,201.556443707464,226.384628453435,251.246890528022,111.803398874989,134.629120178363,158.113883008419,182.002747232013,206.155281280883,230.488611432322,254.950975679639,279.508497187474,125,167.705098312484,213.600093632938,237.170824512628,261.007662722764,285.043856274785,309.232921921325,333.541601603158,111.803398874989,160.078105935821,201.556443707464,223.606797749979,246.221445044903,269.258240356725,134.629120178363,195.256241897666,175,176.776695296637,305.163890393343,325.960120260132,391.311896062463,201.556443707464,206.155281280883,235.849528301415,360.555127546399,381.608438061844,403.112887414927,226.384628453435,230.488611432322,375,353.553390593274,371.651718682963,390.512483795333,410.030486671418,355.316760088797,371.651718682963,388.908729652601,406.970514902493,425.73465914816,360.555127546399,375,390.512483795333,610.327780786685,630.971473206198,382.426463519459,660.018939122204,680.073525436772,656.220237420334,492.442890089805,503.115294937453,514.78150704935,527.375577743225,540.832691319598,515.388203202208,525.594901040716,536.772763839597,538.51648071345,548.292804986533,570.635610525666,592.663479556485,585.234995535981,594.243216200236,604.152298679729,617.454451761423,626.996810199223,660.018939122204,670.820393249937,664.266512779321,673.145600891813,682.825014187383,693.271231193102,680.073525436772,687.84082460988,696.419413859206,705.779710674655,715.891053163818,704.006392016436,711.512473537885,719.809002444399,811.249036979398,840.014880820572,721.543484483091,728.010988928052,735.272058492637,743.303437365925,860.232526704263,875,745.821694508815,752.080447824566,766.893082508898,866.746791167986,880.695747690427,895.125689498408,770.146090037468,776.208734813001,783.022988168291,790.569415042095,862.046982478333,800.390529679106,807.000619578449,840.386815698581,872.13817712562,883.883476483184,896.172416446746,908.982948134892,873.212459828649,883.529852353615,894.427190999916,905.883546599672,917.877987534291,930.38970329642,886.70739254841,896.172416446746,906.228448019593,916.856041044612,928.035559663529,939.747306460625,886.002257333467,910.013736160065,919.238815542512,939.414711402797,950.328890437411,961.769203083567,933.407735129723,942.403841248538,962.094070244693,972.753822917186,983.933432707721,995.301461869719,1006.23058987491
"4",152.069063257455,35.3553390593274,125,0,25,50,75,152.069063257455,127.47548783982,25,35.3553390593274,55.9016994374947,79.0569415042095,103.077640640442,127.47548783982,55.9016994374947,50,55.9016994374947,70.7106781186548,90.1387818865997,111.803398874989,134.629120178363,158.113883008419,79.0569415042095,79.0569415042095,106.066017177982,125,145.773797371133,167.705098312484,190.394327646598,213.600093632938,125,100,111.803398874989,125,141.42135623731,160.078105935821,145.773797371133,150,215.058131676066,201.556443707464,215.058131676066,230.488611432322,285.043856274785,223.606797749979,213.600093632938,200,265.753645318366,282.842712474619,301.039864469807,246.221445044903,237.170824512628,285.043856274785,279.508497187474,291.547594742265,305.163890393343,320.156211871642,292.617497767991,302.076149339864,313.249102153542,325.960120260132,340.036762718386,309.232921921325,316.227766016838,325,512.95711321708,531.507290636732,378.318648760539,565.685424949238,583.630876496438,566.789202437732,456.207189772366,460.977222864644,467.038542306735,474.341649025257,482.830197895699,480.884601541784,485.41219597369,491.172067609713,505.593710403917,509.901951359278,522.015325445528,546.008241696039,555.090082779363,559.016994374947,564.025708633924,583.630876496438,588.430114796991,618.465843842649,625,632.949445058608,637.377439199098,642.748006609122,649.037749287358,654.31261641512,657.647321898295,661.910114743686,667.083203206317,673.145600891813,679.153885360306,682.367203197809,686.476510887299,749.166203188585,772.172260574025,701.78344238091,704.006392016436,707.106781186547,711.073132666395,794.11900871343,806.225774829855,726.722092687432,728.868986855663,735.696948478108,805.062109405231,816.241385865725,828.02475808396,751.664818918645,753.740671584067,756.637297521078,760.345316287277,807.774721070176,778.620575119872,781.424980404389,800.390529679106,822.344210169926,831.038506929733,840.386815698581,850.367567584747,831.038506929733,838.152730712011,845.946215784432,854.400374531753,863.495801958527,873.212459828649,848.896342317482,855.131568824354,862.046982478333,869.626356546304,877.852493303972,886.70739254841,859.142013871979,873.212459828649,879.275269753449,893.378419260282,901.387818865997,910.013736160065,897.566153550812,903.465549979633,917.196816392207,925,933.407735129723,948.683298050514,956.882960450232
"5",176.776695296637,25,150,25,0,25,50,176.776695296637,152.069063257455,35.3553390593274,25,35.3553390593274,55.9016994374947,79.0569415042095,103.077640640442,70.7106781186548,55.9016994374947,50,55.9016994374947,70.7106781186548,90.1387818865997,111.803398874989,134.629120178363,90.1387818865997,75,90.1387818865997,106.066017177982,125,145.773797371133,167.705098312484,190.394327646598,141.42135623731,103.077640640442,103.077640640442,111.803398874989,125,141.42135623731,160.078105935821,152.069063257455,230.488611432322,215.058131676066,201.556443707464,215.058131676066,265.753645318366,235.849528301415,223.606797749979,201.556443707464,250,265.753645318366,282.842712474619,257.390753524675,246.221445044903,270.416345659799,269.258240356725,279.508497187474,291.547594742265,305.163890393343,285.043856274785,292.617497767991,302.076149339864,313.249102153542,325.960120260132,304.138126514911,309.232921921325,316.227766016838,494.974746830583,512.95711321708,382.426463519459,548.292804986533,565.685424949238,550.567888638631,452.769256906871,456.207189772366,460.977222864644,467.038542306735,474.341649025257,477.62432936357,480.884601541784,485.41219597369,502.493781056044,505.593710403917,515.388203202208,539.675828623073,552.268050859363,555.090082779363,559.016994374947,579.87067523716,583.630876496438,612.882533606563,618.465843842649,629.483915600709,632.949445058608,637.377439199098,642.748006609122,651.920240520265,654.31261641512,657.647321898295,661.910114743686,667.083203206317,676.849318534044,679.153885360306,682.367203197809,738.664335134708,760.345316287277,700.446286306095,701.78344238091,704.006392016436,707.106781186547,782.623792124926,794.11900871343,725.430906427345,726.722092687432,731.864058415222,794.512429103535,805.062109405231,816.241385865725,750.416550990182,751.664818918645,753.740671584067,756.637297521078,798.827265433523,776.611228350453,778.620575119872,794.512429103535,814.324873745117,822.344210169926,831.038506929733,840.386815698581,824.621125123532,831.038506929733,838.152730712011,845.946215784432,854.400374531753,863.495801958527,843.35638967165,848.896342317482,855.131568824354,862.046982478333,869.626356546304,877.852493303972,855.862138431184,867.827747885489,873.212459828649,886.002257333467,893.378419260282,901.387818865997,892.328414878737,897.566153550812,910.013736160065,917.196816392207,925,941.076511235936,948.683298050514
"6",201.556443707464,35.3553390593274,175,50,25,0,25,201.556443707464,176.776695296637,55.9016994374947,35.3553390593274,25,35.3553390593274,55.9016994374947,79.0569415042095,90.1387818865997,70.7106781186548,55.9016994374947,50,55.9016994374947,70.7106781186548,90.1387818865997,111.803398874989,106.066017177982,79.0569415042095,79.0569415042095,90.1387818865997,106.066017177982,125,145.773797371133,167.705098312484,160.078105935821,111.803398874989,100,103.077640640442,111.803398874989,125,176.776695296637,158.113883008419,247.487373415292,230.488611432322,190.394327646598,201.556443707464,247.487373415292,250,235.849528301415,206.155281280883,235.849528301415,250,265.753645318366,270.416345659799,257.390753524675,257.390753524675,261.007662722764,269.258240356725,279.508497187474,291.547594742265,279.508497187474,285.043856274785,292.617497767991,302.076149339864,313.249102153542,301.039864469807,304.138126514911,309.232921921325,477.62432936357,494.974746830583,388.104367406501,531.507290636732,548.292804986533,535.023363975817,450.693909432999,452.769256906871,456.207189772366,460.977222864644,467.038542306735,475.657439761011,477.62432936357,480.884601541784,500.62460986252,502.493781056044,509.901951359278,534.438958160799,550.567888638631,552.268050859363,555.090082779363,577.16981903076,579.87067523716,608.276253029822,612.882533606563,626.996810199223,629.483915600709,632.949445058608,637.377439199098,650.480591562884,651.920240520265,654.31261641512,657.647321898295,661.910114743686,675.462804305315,676.849318534044,679.153885360306,728.868986855663,749.166203188585,700,700.446286306095,701.78344238091,704.006392016436,771.767452021657,782.623792124926,725,725.430906427345,728.868986855663,784.617741323761,794.512429103535,805.062109405231,750,750.416550990182,751.664818918645,753.740671584067,790.569415042095,775.403120963541,776.611228350453,789.382670192347,807.000619578449,814.324873745117,822.344210169926,831.038506929733,818.91696770796,824.621125123532,831.038506929733,838.152730712011,845.946215784432,854.400374531753,838.525491562421,843.35638967165,848.896342317482,855.131568824354,862.046982478333,869.626356546304,853.302408293801,863.133825081604,867.827747885489,879.275269753449,886.002257333467,893.378419260282,887.764045228235,892.328414878737,903.465549979633,910.013736160065,917.196816392207,934.07708461347,941.076511235936
"7",226.384628453435,55.9016994374947,200,75,50,25,0,226.384628453435,201.556443707464,79.0569415042095,55.9016994374947,35.3553390593274,25,35.3553390593274,55.9016994374947,111.803398874989,90.1387818865997,70.7106781186548,55.9016994374947,50,55.9016994374947,70.7106781186548,90.1387818865997,125,90.1387818865997,75,79.0569415042095,90.1387818865997,106.066017177982,125,145.773797371133,180.277563773199,125,103.077640640442,100,103.077640640442,111.803398874989,195.256241897666,167.705098312484,265.753645318366,247.487373415292,182.002747232013,190.394327646598,230.488611432322,265.753645318366,250,213.600093632938,223.606797749979,235.849528301415,250,285.043856274785,270.416345659799,246.221445044903,254.950975679639,261.007662722764,269.258240356725,279.508497187474,276.134025429682,279.508497187474,285.043856274785,292.617497767991,302.076149339864,300,301.039864469807,304.138126514911,460.977222864644,477.62432936357,395.284707521047,515.388203202208,531.507290636732,520.21630116712,450,450.693909432999,452.769256906871,456.207189772366,460.977222864644,475,475.657439761011,477.62432936357,500,500.62460986252,505.593710403917,530.330085889911,550,550.567888638631,552.268050859363,575.543221661067,577.16981903076,604.669331122391,608.276253029822,625.49980015984,626.996810199223,629.483915600709,632.949445058608,650,650.480591562884,651.920240520265,654.31261641512,657.647321898295,675,675.462804305315,676.849318534044,719.809002444399,738.664335134708,700.446286306095,700,700.446286306095,701.78344238091,761.577310586391,771.767452021657,725.430906427345,725,726.722092687432,775.403120963541,784.617741323761,794.512429103535,750.416550990182,750,750.416550990182,751.664818918645,783.022988168291,775,775.403120963541,785.015923405379,800.390529679106,807.000619578449,814.324873745117,822.344210169926,813.941029804985,818.91696770796,824.621125123532,831.038506929733,838.152730712011,845.946215784432,834.415963413932,838.525491562421,843.35638967165,848.896342317482,855.131568824354,862.046982478333,851.46931829632,859.142013871979,863.133825081604,873.212459828649,879.275269753449,886.002257333467,883.883476483184,887.764045228235,897.566153550812,903.465549979633,910.013736160065,927.698765763974,934.07708461347
"8",50,182.002747232013,35.3553390593274,152.069063257455,176.776695296637,201.556443707464,226.384628453435,0,25,150,175,200,225,250,275,127.47548783982,152.069063257455,176.776695296637,201.556443707464,226.384628453435,251.246890528022,276.134025429682,301.039864469807,134.629120178363,182.002747232013,230.488611432322,254.950975679639,279.508497187474,304.138126514911,328.823660949148,353.553390593274,106.066017177982,167.705098312484,213.600093632938,237.170824512628,261.007662722764,285.043856274785,125,195.256241897666,152.069063257455,158.113883008419,313.249102153542,335.410196624968,403.887360535088,182.002747232013,190.394327646598,230.488611432322,369.120576505835,391.311896062463,413.823633931171,206.155281280883,213.600093632938,381.608438061844,355.316760088797,375,395.284707521047,416.082924427331,353.553390593274,371.651718682963,390.512483795333,410.030486671418,430.116263352131,355.316760088797,371.651718682963,388.908729652601,617.454451761423,638.846616959032,364.005494464026,665.676347784717,686.476510887299,660.018939122204,480.884601541784,493.0770730829,506.211418282915,520.21630116712,535.023363975817,503.115294937453,514.78150704935,527.375577743225,525.594901040716,536.772763839597,561.805126356106,583.09518948453,571.182982939793,581.48516748065,592.663479556485,604.152298679729,614.918693812442,648.556088553642,660.492240681145,650,660.018939122204,670.820393249937,682.367203197809,664.266512779321,673.145600891813,682.825014187383,693.271231193102,704.450140180269,687.84082460988,696.419413859206,705.779710674655,805.062109405231,835.53874835342,704.006392016436,711.512473537885,719.809002444399,728.868986855663,855.131568824354,870.7037383634,728.010988928052,735.272058492637,752.080447824566,860.232526704263,875,890.224690738243,752.080447824566,759.111322534449,766.893082508898,775.403120963541,853.302408293801,783.022988168291,790.569415042095,827.647267862342,862.046982478333,874.642784226795,887.764045228235,901.387818865997,860.958767886128,872.13817712562,883.883476483184,896.172416446746,908.982948134892,922.293337284836,873.212459828649,883.529852353615,894.427190999916,905.883546599672,917.877987534291,930.38970329642,869.626356546304,896.172416446746,906.228448019593,928.035559663529,939.747306460625,951.971638232989,919.238815542512,929.045208803102,950.328890437411,961.769203083567,973.717104707522,983.933432707721,995.615387586994
"9",55.9016994374947,158.113883008419,25,127.47548783982,152.069063257455,176.776695296637,201.556443707464,25,0,125,150,175,200,225,250,103.077640640442,127.47548783982,152.069063257455,176.776695296637,201.556443707464,226.384628453435,251.246890528022,276.134025429682,111.803398874989,158.113883008419,206.155281280883,230.488611432322,254.950975679639,279.508497187474,304.138126514911,328.823660949148,90.1387818865997,145.773797371133,190.394327646598,213.600093632938,237.170824512628,261.007662722764,111.803398874989,176.776695296637,150,152.069063257455,291.547594742265,313.249102153542,380.788655293195,176.776695296637,182.002747232013,215.058131676066,347.311099736245,369.120576505835,391.311896062463,201.556443707464,206.155281280883,360.555127546399,336.340601176843,355.316760088797,375,395.284707521047,336.340601176843,353.553390593274,371.651718682963,390.512483795333,410.030486671418,340.036762718386,355.316760088797,371.651718682963,596.343022093828,617.454451761423,357.945526581909,645.174395028197,665.676347784717,640.312423743285,469.707355701398,480.884601541784,493.0770730829,506.211418282915,520.21630116712,492.442890089805,503.115294937453,514.78150704935,515.388203202208,525.594901040716,548.862460002504,570.635610525666,561.805126356106,571.182982939793,581.48516748065,594.243216200236,604.152298679729,637.377439199098,648.556088553642,640.800280898815,650,660.018939122204,670.820393249937,656.220237420334,664.266512779321,673.145600891813,682.825014187383,693.271231193102,680.073525436772,687.84082460988,696.419413859206,790.569415042095,820.060973342836,697.316284049068,704.006392016436,711.512473537885,719.809002444399,840.014880820572,855.131568824354,721.543484483091,728.010988928052,743.303437365925,845.946215784432,860.232526704263,875,745.821694508815,752.080447824566,759.111322534449,766.893082508898,840.386815698581,776.208734813001,783.022988168291,817.389136213591,850,862.046982478333,874.642784226795,887.764045228235,850.367567584747,860.958767886128,872.13817712562,883.883476483184,896.172416446746,908.982948134892,863.495801958527,873.212459828649,883.529852353615,894.427190999916,905.883546599672,917.877987534291,862.046982478333,886.70739254841,896.172416446746,916.856041044612,928.035559663529,939.747306460625,910.013736160065,919.238815542512,939.414711402797,950.328890437411,961.769203083567,972.753822917186,983.933432707721
"10",158.113883008419,55.9016994374947,127.47548783982,25,35.3553390593274,55.9016994374947,79.0569415042095,150,125,0,25,50,75,100,125,35.3553390593274,25,35.3553390593274,55.9016994374947,79.0569415042095,103.077640640442,127.47548783982,152.069063257455,55.9016994374947,55.9016994374947,90.1387818865997,111.803398874989,134.629120178363,158.113883008419,182.002747232013,206.155281280883,106.066017177982,75,90.1387818865997,106.066017177982,125,145.773797371133,125,125,195.256241897666,180.277563773199,195.256241897666,212.132034355964,270.416345659799,201.556443707464,190.394327646598,175,247.487373415292,265.753645318366,285.043856274785,223.606797749979,213.600093632938,265.753645318366,257.390753524675,270.416345659799,285.043856274785,301.039864469807,269.258240356725,279.508497187474,291.547594742265,305.163890393343,320.156211871642,285.043856274785,292.617497767991,302.076149339864,496.23583103198,515.388203202208,353.553390593274,548.292804986533,566.789202437732,548.292804986533,431.566912540802,436.606229914325,443.001128666734,450.693909432999,459.619407771256,456.207189772366,460.977222864644,467.038542306735,480.884601541784,485.41219597369,498.121471129282,522.015325445528,530.330085889911,534.438958160799,539.675828623073,559.016994374947,564.025708633924,594.243216200236,601.040764008565,608.276253029822,612.882533606563,618.465843842649,625,629.483915600709,632.949445058608,637.377439199098,642.748006609122,649.037749287358,654.31261641512,657.647321898295,661.910114743686,726.722092687432,750.416550990182,676.849318534044,679.153885360306,682.367203197809,686.476510887299,772.172260574025,784.617741323761,701.78344238091,704.006392016436,711.073132666395,782.623792124926,794.11900871343,806.225774829855,726.722092687432,728.868986855663,731.864058415222,735.696948478108,784.617741323761,753.740671584067,756.637297521078,776.208734813001,798.827265433523,807.774721070176,817.389136213591,827.647267862342,807.000619578449,814.324873745117,822.344210169926,831.038506929733,840.386815698581,850.367567584747,824.621125123532,831.038506929733,838.152730712011,845.946215784432,854.400374531753,863.495801958527,834.415963413932,848.896342317482,855.131568824354,869.626356546304,877.852493303972,886.70739254841,873.212459828649,879.275269753449,893.378419260282,901.387818865997,910.013736160065,925,933.407735129723
