"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150"
"1",0,25,285.043856274785,364.005494464026,340.036762718386,316.227766016838,292.617497767991,395.284707521047,371.651718682963,348.209706929603,325,474.341649025257,427.200187265877,403.887360535088,380.788655293195,357.945526581909,335.410196624968,313.249102153542,459.619407771256,436.606229914325,413.823633931171,391.311896062463,369.120576505835,347.311099736245,325.960120260132,492.442890089805,469.707355701398,447.213595499958,425,403.112887414927,381.608438061844,360.555127546399,340.036762718386,320.156211871642,301.039864469807,503.115294937453,480.884601541784,458.938993767146,437.321392113398,416.082924427331,395.284707521047,375,355.316760088797,336.340601176843,536.772763839597,514.78150704935,493.0770730829,471.69905660283,450.693909432999,430.116263352131,410.030486671418,390.512483795333,371.651718682963,353.553390593274,336.340601176843,320.156211871642,570.635610525667,548.862460002504,527.375577743225,506.211418282915,485.41219597369,465.026880943457,445.112345369121,425.73465914816,406.970514902493,388.908729652601,371.651718682963,355.316760088797,340.036762718386,583.09518948453,561.805126356106,540.832691319599,520.21630116712,500,480.234317807464,460.977222864644,442.295150323853,424.264068711928,406.970514902493,390.512483795333,375,360.555127546399,617.454451761424,596.343022093828,575.543221661067,555.090082779363,535.023363975817,515.388203202208,496.23583103198,477.62432936357,459.619407771256,442.295150323853,425.73465914816,410.030486671418,630.971473206198,610.327780786685,590.021186060298,570.087712549569,550.567888638631,531.507290636732,512.95711321708,494.974746830583,460.977222864644,445.112345369121,430.116263352131,645.174395028197,625,605.18592184551,585.768725692999,566.789202437732,548.292804986533,530.330085889911,512.95711321708,480.234317807464,660.018939122204,640.312423743285,620.987117418711,583.630876496438,565.685424949238,548.292804986533,531.507290636732,485.41219597369,601.040764008565,583.630876496438,566.789202437732,550.567888638631,535.023363975817,636.396103067893,618.970920156997,602.079728939615,585.768725692999,570.087712549569,654.31261641512,637.377439199098,620.987117418711,605.18592184551,590.021186060297,689.655711206686,672.681202353686,656.220237420334,640.312423743285,625,610.327780786685,725,707.990112925315,691.465834296967,660.018939122204,645.174395028197,680.073525436772,665.676347784717
"2",25,0,309.232921921325,388.104367406501,364.005494464026,340.036762718386,316.227766016838,419.076365356005,395.284707521047,371.651718682963,348.209706929603,498.121471129282,450.693909432999,427.200187265877,403.887360535088,380.788655293195,357.945526581909,335.410196624968,482.830197895699,459.619407771256,436.606229914325,413.823633931171,391.311896062463,369.120576505835,347.311099736245,515.388203202208,492.442890089805,469.707355701398,447.213595499958,425,403.112887414927,381.608438061844,360.555127546399,340.036762718386,320.156211871642,525.594901040716,503.115294937453,480.884601541784,458.938993767146,437.321392113398,416.082924427331,395.284707521047,375,355.316760088797,559.016994374948,536.772763839597,514.78150704935,493.0770730829,471.69905660283,450.693909432999,430.116263352131,410.030486671418,390.512483795333,371.651718682963,353.553390593274,336.340601176843,592.663479556485,570.635610525667,548.862460002504,527.375577743225,506.211418282915,485.41219597369,465.026880943457,445.112345369121,425.73465914816,406.970514902493,388.908729652601,371.651718682963,355.316760088797,604.669331122391,583.09518948453,561.805126356106,540.832691319598,520.21630116712,500,480.234317807464,460.977222864644,442.295150323853,424.264068711928,406.970514902493,390.512483795333,375,638.846616959032,617.454451761424,596.343022093828,575.543221661067,555.090082779363,535.023363975817,515.388203202208,496.23583103198,477.62432936357,459.619407771256,442.295150323853,425.73465914816,651.920240520265,630.971473206198,610.327780786685,590.021186060298,570.087712549569,550.567888638631,531.507290636732,512.95711321708,477.62432936357,460.977222864644,445.112345369121,665.676347784718,645.174395028197,625,605.18592184551,585.768725692999,566.789202437732,548.292804986533,530.330085889911,496.23583103198,680.073525436772,660.018939122204,640.312423743285,602.079728939615,583.630876496438,565.685424949238,548.292804986533,500,618.970920156997,601.040764008565,583.630876496438,566.789202437732,550.567888638631,654.31261641512,636.396103067893,618.970920156997,602.079728939615,585.768725692999,671.75144212722,654.31261641512,637.377439199098,620.987117418711,605.18592184551,707.106781186548,689.655711206686,672.681202353686,656.220237420334,640.312423743285,625,742.462120245875,725,707.990112925315,675.462804305315,660.018939122204,695.071938722892,680.073525436772
"3",285.043856274785,309.232921921325,0,79.0569415042095,55.9016994374947,35.3553390593274,25,111.803398874989,90.1387818865997,70.7106781186548,55.9016994374947,190.394327646598,145.773797371133,125,106.066017177982,90.1387818865997,79.0569415042095,75,180.277563773199,160.078105935821,141.42135623731,125,111.803398874989,103.077640640442,100,215.058131676066,195.256241897666,176.776695296637,160.078105935821,145.773797371133,134.629120178363,127.47548783982,125,127.47548783982,134.629120178363,230.488611432322,212.132034355964,195.256241897666,180.277563773199,167.705098312484,158.113883008419,152.069063257455,150,152.069063257455,265.753645318366,247.487373415292,230.488611432322,215.058131676066,201.556443707464,190.394327646598,182.002747232013,176.776695296637,175,176.776695296637,182.002747232013,190.394327646598,301.039864469808,282.842712474619,265.753645318366,250,235.849528301415,223.606797749979,213.600093632938,206.155281280883,201.556443707464,200,201.556443707464,206.155281280883,213.600093632938,318.198051533947,301.039864469808,285.043856274785,270.416345659799,257.390753524675,246.221445044903,237.170824512628,230.488611432322,226.384628453435,225,226.384628453435,230.488611432322,237.170824512628,353.553390593274,336.340601176843,320.156211871643,305.163890393343,291.547594742265,279.508497187474,269.258240356725,261.007662722764,254.950975679639,251.246890528022,250,251.246890528022,371.651718682963,355.316760088798,340.036762718386,325.960120260133,313.249102153542,302.076149339864,292.617497767991,285.043856274785,276.134025429682,275,276.134025429682,390.512483795333,375,360.555127546399,347.311099736245,335.410196624968,325,316.227766016838,309.232921921325,301.039864469807,410.030486671418,395.284707521048,381.608438061844,357.945526581909,348.209706929603,340.036762718386,333.541601603158,325,380.788655293195,371.651718682963,364.005494464026,357.945526581909,353.553390593274,413.823633931171,403.887360535088,395.284707521047,388.104367406501,382.426463519459,436.606229914325,427.200187265877,419.076365356005,412.310562561766,406.970514902493,469.707355701399,459.619407771256,450.693909432999,443.001128666734,436.606229914325,431.566912540802,503.115294937453,492.442890089805,482.830197895699,467.038542306735,460.977222864644,491.172067609713,485.41219597369
"4",364.005494464026,388.104367406501,79.0569415042095,0,25,50,75,35.3553390593274,25,35.3553390593274,55.9016994374947,111.80339887499,70.7106781186548,55.9016994374947,50,55.9016994374947,70.7106781186548,90.1387818865997,106.066017177982,90.1387818865997,79.0569415042095,75,79.0569415042095,90.1387818865997,106.066017177982,141.42135623731,125,111.803398874989,103.077640640442,100,103.077640640442,111.803398874989,125,141.42135623731,160.078105935821,160.078105935821,145.773797371133,134.629120178363,127.47548783982,125,127.47548783982,134.629120178363,145.773797371133,160.078105935821,195.256241897667,180.2775637732,167.705098312484,158.113883008419,152.069063257455,150,152.069063257455,158.113883008419,167.705098312484,180.277563773199,195.256241897666,212.132034355964,230.488611432322,215.058131676066,201.556443707464,190.394327646598,182.002747232013,176.776695296637,175,176.776695296637,182.002747232013,190.394327646598,201.556443707464,215.058131676066,230.488611432322,250,235.849528301415,223.606797749979,213.600093632938,206.155281280883,201.556443707464,200,201.556443707464,206.155281280883,213.600093632938,223.606797749979,235.849528301415,250,285.043856274785,270.416345659799,257.390753524675,246.221445044903,237.170824512628,230.488611432322,226.384628453435,225,226.384628453435,230.488611432322,237.170824512628,246.221445044903,305.163890393343,291.547594742265,279.508497187474,269.258240356725,261.007662722764,254.950975679639,251.246890528022,250,254.950975679639,261.007662722764,269.258240356725,325.960120260133,313.249102153542,302.076149339864,292.617497767991,285.043856274785,279.508497187474,276.134025429682,275,279.508497187474,347.311099736245,335.410196624969,325,309.232921921325,304.138126514911,301.039864469807,300,309.232921921325,333.541601603158,328.823660949148,325.960120260132,325,325.960120260132,364.005494464026,357.945526581909,353.553390593274,350.891721190455,350,388.104367406501,382.426463519459,378.318648760539,375.832409459323,375,419.076365356005,412.310562561766,406.970514902493,403.112887414927,400.780488547035,400,450.693909432999,443.001128666734,436.606229914325,427.931069215592,425.73465914816,452.769256906871,450.693909432999
"5",340.036762718386,364.005494464026,55.9016994374947,25,0,25,50,55.9016994374947,35.3553390593274,25,35.3553390593274,134.629120178363,90.1387818865997,70.7106781186548,55.9016994374947,50,55.9016994374947,70.7106781186548,125,106.066017177982,90.1387818865997,79.0569415042095,75,79.0569415042095,90.1387818865997,160.078105935821,141.42135623731,125,111.803398874989,103.077640640442,100,103.077640640442,111.803398874989,125,141.42135623731,176.776695296637,160.078105935821,145.773797371133,134.629120178363,127.47548783982,125,127.47548783982,134.629120178363,145.773797371133,212.132034355964,195.256241897667,180.277563773199,167.705098312484,158.113883008419,152.069063257455,150,152.069063257455,158.113883008419,167.705098312484,180.277563773199,195.256241897666,247.487373415292,230.488611432322,215.058131676066,201.556443707464,190.394327646598,182.002747232013,176.776695296637,175,176.776695296637,182.002747232013,190.394327646598,201.556443707464,215.058131676066,265.753645318366,250,235.849528301415,223.606797749979,213.600093632938,206.155281280883,201.556443707464,200,201.556443707464,206.155281280883,213.600093632938,223.606797749979,235.849528301415,301.039864469808,285.043856274785,270.416345659799,257.390753524675,246.221445044903,237.170824512628,230.488611432322,226.384628453435,225,226.384628453435,230.488611432322,237.170824512628,320.156211871643,305.163890393343,291.547594742265,279.508497187474,269.258240356725,261.007662722764,254.950975679639,251.246890528022,251.246890528022,254.950975679639,261.007662722764,340.036762718386,325.960120260133,313.249102153542,302.076149339864,292.617497767991,285.043856274785,279.508497187474,276.134025429682,276.134025429682,360.555127546399,347.311099736245,335.410196624969,316.227766016838,309.232921921325,304.138126514911,301.039864469807,304.138126514911,340.036762718386,333.541601603158,328.823660949148,325.960120260132,325,371.651718682963,364.005494464026,357.945526581909,353.553390593274,350.891721190455,395.284707521047,388.104367406501,382.426463519459,378.318648760539,375.832409459323,427.200187265877,419.076365356005,412.310562561766,406.970514902493,403.112887414927,400.780488547035,459.619407771256,450.693909432999,443.001128666734,431.566912540802,427.931069215592,456.207189772366,452.769256906871
"6",316.227766016838,340.036762718386,35.3553390593274,50,25,0,25,79.0569415042095,55.9016994374947,35.3553390593274,25,158.113883008419,111.803398874989,90.1387818865997,70.7106781186548,55.9016994374947,50,55.9016994374947,145.773797371133,125,106.066017177982,90.1387818865997,79.0569415042095,75,79.0569415042095,180.2775637732,160.078105935821,141.42135623731,125,111.803398874989,103.077640640442,100,103.077640640442,111.803398874989,125,195.256241897667,176.776695296637,160.078105935821,145.773797371133,134.629120178363,127.47548783982,125,127.47548783982,134.629120178363,230.488611432322,212.132034355964,195.256241897666,180.277563773199,167.705098312484,158.113883008419,152.069063257455,150,152.069063257455,158.113883008419,167.705098312484,180.277563773199,265.753645318366,247.487373415292,230.488611432322,215.058131676066,201.556443707464,190.394327646598,182.002747232013,176.776695296637,175,176.776695296637,182.002747232013,190.394327646598,201.556443707464,282.842712474619,265.753645318366,250,235.849528301415,223.606797749979,213.600093632938,206.155281280883,201.556443707464,200,201.556443707464,206.155281280883,213.600093632938,223.606797749979,318.198051533947,301.039864469808,285.043856274785,270.416345659799,257.390753524675,246.221445044903,237.170824512628,230.488611432322,226.384628453435,225,226.384628453435,230.488611432322,336.340601176843,320.156211871643,305.163890393343,291.547594742265,279.508497187474,269.258240356725,261.007662722764,254.950975679639,250,251.246890528022,254.950975679639,355.316760088798,340.036762718386,325.960120260133,313.249102153542,302.076149339864,292.617497767991,285.043856274785,279.508497187474,275,375,360.555127546399,347.311099736245,325,316.227766016838,309.232921921325,304.138126514911,301.039864469807,348.209706929603,340.036762718386,333.541601603158,328.823660949148,325.960120260132,380.788655293196,371.651718682963,364.005494464026,357.945526581909,353.553390593274,403.887360535088,395.284707521047,388.104367406501,382.426463519459,378.318648760539,436.606229914325,427.200187265877,419.076365356005,412.310562561766,406.970514902493,403.112887414927,469.707355701399,459.619407771256,450.693909432999,436.606229914325,431.566912540802,460.977222864644,456.207189772366
"7",292.617497767991,316.227766016838,25,75,50,25,0,103.077640640442,79.0569415042095,55.9016994374947,35.3553390593274,182.002747232013,134.629120178363,111.803398874989,90.1387818865997,70.7106781186548,55.9016994374947,50,167.705098312484,145.773797371133,125,106.066017177982,90.1387818865997,79.0569415042095,75,201.556443707464,180.277563773199,160.078105935821,141.42135623731,125,111.803398874989,103.077640640442,100,103.077640640442,111.803398874989,215.058131676066,195.256241897666,176.776695296637,160.078105935821,145.773797371133,134.629120178363,127.47548783982,125,127.47548783982,250,230.488611432322,212.132034355964,195.256241897666,180.277563773199,167.705098312484,158.113883008419,152.069063257455,150,152.069063257455,158.113883008419,167.705098312484,285.043856274785,265.753645318366,247.487373415292,230.488611432322,215.058131676066,201.556443707464,190.394327646598,182.002747232013,176.776695296637,175,176.776695296637,182.002747232013,190.394327646598,301.039864469808,282.842712474619,265.753645318366,250,235.849528301415,223.606797749979,213.600093632938,206.155281280883,201.556443707464,200,201.556443707464,206.155281280883,213.600093632938,336.340601176843,318.198051533947,301.039864469808,285.043856274785,270.416345659799,257.390753524675,246.221445044903,237.170824512628,230.488611432322,226.384628453435,225,226.384628453435,353.553390593274,336.340601176843,320.156211871643,305.163890393343,291.547594742265,279.508497187474,269.258240356725,261.007662722764,251.246890528022,250,251.246890528022,371.651718682963,355.316760088798,340.036762718386,325.960120260133,313.249102153542,302.076149339864,292.617497767991,285.043856274785,276.134025429682,390.512483795333,375,360.555127546399,335.410196624968,325,316.227766016838,309.232921921325,300,357.945526581909,348.209706929603,340.036762718386,333.541601603158,328.823660949148,391.311896062463,380.788655293195,371.651718682963,364.005494464026,357.945526581909,413.823633931171,403.887360535088,395.284707521047,388.104367406501,382.426463519459,447.213595499958,436.606229914325,427.200187265877,419.076365356005,412.310562561766,406.970514902493,480.884601541784,469.707355701399,459.619407771256,443.001128666734,436.606229914325,467.038542306735,460.977222864644
"8",395.284707521047,419.076365356005,111.803398874989,35.3553390593274,55.9016994374947,79.0569415042095,103.077640640442,0,25,50,75,79.0569415042097,35.3553390593274,25,35.3553390593274,55.9016994374947,79.0569415042095,103.077640640442,70.7106781186548,55.9016994374947,50,55.9016994374947,70.7106781186548,90.1387818865997,111.803398874989,106.066017177982,90.1387818865997,79.0569415042095,75,79.0569415042095,90.1387818865997,106.066017177982,125,145.773797371133,167.705098312484,125,111.803398874989,103.077640640442,100,103.077640640442,111.803398874989,125,141.42135623731,160.078105935821,160.078105935821,145.773797371133,134.629120178363,127.47548783982,125,127.47548783982,134.629120178363,145.773797371133,160.078105935821,176.776695296637,195.256241897666,215.058131676066,195.256241897667,180.2775637732,167.705098312484,158.113883008419,152.069063257455,150,152.069063257455,158.113883008419,167.705098312484,180.277563773199,195.256241897666,212.132034355964,230.488611432322,215.058131676066,201.556443707464,190.394327646598,182.002747232013,176.776695296637,175,176.776695296637,182.002747232013,190.394327646598,201.556443707464,215.058131676066,230.488611432322,247.487373415292,250,235.849528301415,223.606797749979,213.600093632938,206.155281280883,201.556443707464,200,201.556443707464,206.155281280883,213.600093632938,223.606797749979,235.849528301415,270.416345659799,257.390753524675,246.221445044903,237.170824512629,230.488611432322,226.384628453435,225,226.384628453435,237.170824512628,246.221445044903,257.390753524675,291.547594742265,279.508497187474,269.258240356725,261.007662722764,254.950975679639,251.246890528022,250,251.246890528022,261.007662722764,313.249102153542,302.076149339864,292.617497767991,279.508497187474,276.134025429682,275,276.134025429682,292.617497767991,304.138126514911,301.039864469807,300,301.039864469807,304.138126514911,333.541601603158,328.823660949148,325.960120260132,325,325.960120260132,357.945526581909,353.553390593274,350.891721190455,350,350.891721190455,388.104367406501,382.426463519459,378.318648760539,375.832409459323,375,375.832409459323,419.076365356005,412.310562561766,406.970514902493,400.780488547035,400,425.73465914816,425
"9",371.651718682963,395.284707521047,90.1387818865997,25,35.3553390593274,55.9016994374947,79.0569415042095,25,0,25,50,103.077640640442,55.9016994374947,35.3553390593274,25,35.3553390593274,55.9016994374947,79.0569415042095,90.1387818865997,70.7106781186548,55.9016994374947,50,55.9016994374947,70.7106781186548,90.1387818865997,125,106.066017177982,90.1387818865997,79.0569415042095,75,79.0569415042095,90.1387818865997,106.066017177982,125,145.773797371133,141.42135623731,125,111.803398874989,103.077640640442,100,103.077640640442,111.803398874989,125,141.42135623731,176.776695296637,160.078105935821,145.773797371133,134.629120178363,127.47548783982,125,127.47548783982,134.629120178363,145.773797371133,160.078105935821,176.776695296637,195.256241897666,212.132034355964,195.256241897667,180.2775637732,167.705098312484,158.113883008419,152.069063257455,150,152.069063257455,158.113883008419,167.705098312484,180.277563773199,195.256241897666,212.132034355964,230.488611432322,215.058131676066,201.556443707464,190.394327646598,182.002747232013,176.776695296637,175,176.776695296637,182.002747232013,190.394327646598,201.556443707464,215.058131676066,230.488611432322,265.753645318366,250,235.849528301415,223.606797749979,213.600093632938,206.155281280883,201.556443707464,200,201.556443707464,206.155281280883,213.600093632938,223.606797749979,285.043856274785,270.416345659799,257.390753524675,246.221445044903,237.170824512628,230.488611432322,226.384628453435,225,230.488611432322,237.170824512628,246.221445044903,305.163890393343,291.547594742265,279.508497187474,269.258240356725,261.007662722764,254.950975679639,251.246890528022,250,254.950975679639,325.960120260133,313.249102153542,302.076149339864,285.043856274785,279.508497187474,276.134025429682,275,285.043856274785,309.232921921325,304.138126514911,301.039864469807,300,301.039864469807,340.036762718386,333.541601603158,328.823660949148,325.960120260132,325,364.005494464026,357.945526581909,353.553390593274,350.891721190455,350,395.284707521047,388.104367406501,382.426463519459,378.318648760539,375.832409459323,375,427.200187265877,419.076365356005,412.310562561766,403.112887414927,400.780488547035,427.931069215592,425.73465914816
"10",348.209706929603,371.651718682963,70.7106781186548,35.3553390593274,25,35.3553390593274,55.9016994374947,50,25,0,25,127.47548783982,79.0569415042095,55.9016994374947,35.3553390593274,25,35.3553390593274,55.9016994374947,111.803398874989,90.1387818865997,70.7106781186548,55.9016994374947,50,55.9016994374947,70.7106781186548,145.773797371133,125,106.066017177982,90.1387818865997,79.0569415042095,75,79.0569415042095,90.1387818865997,106.066017177982,125,160.078105935821,141.42135623731,125,111.803398874989,103.077640640442,100,103.077640640442,111.803398874989,125,195.256241897667,176.776695296637,160.078105935821,145.773797371133,134.629120178363,127.47548783982,125,127.47548783982,134.629120178363,145.773797371133,160.078105935821,176.776695296637,230.488611432322,212.132034355964,195.256241897667,180.277563773199,167.705098312484,158.113883008419,152.069063257455,150,152.069063257455,158.113883008419,167.705098312484,180.277563773199,195.256241897666,247.487373415292,230.488611432322,215.058131676066,201.556443707464,190.394327646598,182.002747232013,176.776695296637,175,176.776695296637,182.002747232013,190.394327646598,201.556443707464,215.058131676066,282.842712474619,265.753645318366,250,235.849528301415,223.606797749979,213.600093632938,206.155281280883,201.556443707464,200,201.556443707464,206.155281280883,213.600093632938,301.039864469808,285.043856274785,270.416345659799,257.390753524675,246.221445044903,237.170824512628,230.488611432322,226.384628453435,226.384628453435,230.488611432322,237.170824512628,320.156211871643,305.163890393343,291.547594742265,279.508497187474,269.258240356725,261.007662722764,254.950975679639,251.246890528022,251.246890528022,340.036762718386,325.960120260133,313.249102153542,292.617497767991,285.043856274785,279.508497187474,276.134025429682,279.508497187474,316.227766016838,309.232921921325,304.138126514911,301.039864469807,300,348.209706929603,340.036762718386,333.541601603158,328.823660949148,325.960120260132,371.651718682963,364.005494464026,357.945526581909,353.553390593274,350.891721190455,403.887360535088,395.284707521047,388.104367406501,382.426463519459,378.318648760539,375.832409459323,436.606229914325,427.200187265877,419.076365356005,406.970514902493,403.112887414927,431.566912540802,427.931069215592
